,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.connect,timings.send,timings.wait,timings.receive,timings.blocked,timings.ssl,serverIPAddress,comment,time,response._error
0,har_a3,2019-12-17T14:08:22.336+02:00,POST,https://edge-chat.facebook.com/mqtt/pull?region=frc&sid=3594014901141503&action=send,HTTP/1.1,value,622,346,,200,OK,HTTP/1.1,0,application/octet-stream,,,281,0,,,-1,-1,0,155,1,-1,-1,185.60.216.15,,156,
1,har_a3,2019-12-17T14:08:22.399+02:00,GET,https://www.facebook.com/MachineLearningIsrael/,HTTP/1.1,,912,0,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,0,0,-1,-1,31.13.92.36,,0,No response received
2,har_a3,2019-12-17T14:08:22.470+02:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,,830,2450,,0,,unknown,0,,,,-1,-1,,,0,132,0,0,0,0,74,31.13.92.36,,132,No response received
