,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.ssl,timings.dns,timings.send,timings.wait,serverIPAddress,comment,time,request.queryString.name,response._error
10,,2019-10-09T18:00:16.706+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-4024816092700504&output=html&h=90&slotname=9259435428&adk=3067955866&adf=4213546633&w=728&lmt=1570633216&guci=2.2.0.0.2.2.0.0&url=http%3A%2F%2Fwww.shadyurl.com%2F&flash=0&wgl=1&adsid=NT&dt=1570633211094&bpp=54&bdt=344&fdt=5563&idt=5563&shv=r20191003&cbv=r20190131&saldr=sa&abxe=1&correlator=5544935036694&frm=20&pv=2&ga_vid=1171142716.1570633217&ga_sid=1570633217&ga_hid=654465909&ga_fc=0&iag=0&icsg=648&dssz=9&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=40&ady=481&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064714&oid=3&pvsid=1301186381904586&pem=570&rx=0&eae=0&fc=656&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CeE%7C&abl=CS&pfx=0&fu=16&bc=23&ifi=1&uci=1.qcfliy9mfo82&xpc=18yVmDNlmj&p=http%3A//www.shadyurl.com&dtd=5598,HTTP/1.1,1333,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,931,12895,,,17,-1,-1,-1,-1,0,491,216.58.206.2,,509,value,
11,,2019-10-09T18:00:16.793+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,400,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,92207,,,138,2318,0,2288,0,0,92,172.217.22.67,,2550,,
12,,2019-10-09T18:00:17.340+03:00,GET,https://www.google-analytics.com/ga.js,HTTP/1.1,417,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17168,,,44,6124,0,6103,43,0,97,172.217.22.110,,6311,,
13,,2019-10-09T18:00:17.419+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.shadyurl.com,HTTP/1.1,388,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,6219,0,6187,49,0,102,216.58.207.34,,6372,value,
14,,2019-10-09T18:00:17.516+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Le4BEYUAAAAAF2mu0Ng8c7Xo61rHZjTy5-gc3dW&co=aHR0cDovL3d3dy5zaGFkeXVybC5jb206ODA.&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=invisible&cb=zezlbx2yfkij,HTTP/1.1,665,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9440,,,43,-1,-1,-1,-1,0,121,172.217.18.4,,166,value,
15,,2019-10-09T18:00:17.523+03:00,GET,https://www.google-analytics.com/r/__utm.gif?utmwv=5.7.2&utms=1&utmn=1235410316&utmhn=www.shadyurl.com&utmcs=UTF-8&utmsr=800x600&utmvp=779x600&utmsc=24-bit&utmul=en-us&utmje=0&utmfl=-&utmdt=ShadyURL%20-%20Don%27t%20just%20shorten%20your%20URL%2C%20make%20it%20suspicious%20and%20frightening.&utmhid=654465909&utmr=-&utmp=%2F&utmht=1570633217501&utmac=UA-11486297-4&utmcc=__utma%3D157738104.1171142716.1570633217.1570633217.1570633217.1%3B%2B__utmz%3D157738104.1570633217.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&utmjid=116097281&utmredir=1&utmu=DAAAAAAAAAAAAAAAAAQAAAAE~,HTTP/1.1,919,0,,200,OK,HTTP/1.1,0,image/gif,,,466,35,,,0,-1,-1,-1,-1,0,94,172.217.22.110,,95,value,
16,,2019-10-09T18:00:17.657+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,68,-1,-1,-1,-1,0,101,172.217.22.67,,170,,
17,,2019-10-09T18:00:17.815+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,394,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29093,,,79,1077,0,1043,30,0,91,216.58.207.34,,1280,value,
18,,2019-10-09T18:00:17.825+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,572,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,92207,,,162,165,0,126,0,0,104,172.217.22.67,,432,,
19,,2019-10-09T18:00:18.123+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,564,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,1,-1,-1,-1,-1,0,104,172.217.18.4,,106,,
20,,2019-10-09T18:00:18.153+03:00,GET,https://www.gstatic.com/recaptcha/api2/logo_48.png,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,image/png,,,459,2228,,,1,-1,-1,-1,-1,0,96,172.217.22.67,,98,,
21,,2019-10-09T18:00:18.235+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,576,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,1,-1,-1,-1,-1,0,108,172.217.18.4,,110,value,
22,,2019-10-09T18:00:18.314+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Le4BEYUAAAAAF2mu0Ng8c7Xo61rHZjTy5-gc3dW&cb=z7ytsv4bd5vv,HTTP/1.1,605,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1124,,,2,164,0,128,0,1,113,172.217.18.4,,280,value,
23,,2019-10-09T18:00:18.532+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,92207,,,56,-1,-1,-1,-1,0,98,172.217.22.67,,156,,
24,,2019-10-09T18:00:18.998+03:00,POST,https://www.google.com/recaptcha/api2/reload?k=6Le4BEYUAAAAAF2mu0Ng8c7Xo61rHZjTy5-gc3dW,HTTP/1.1,631,4207,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,805,10128,,,23,-1,-1,-1,-1,1,160,172.217.18.4,,186,value,
25,,2019-10-09T18:00:19.205+03:00,GET,https://www.gstatic.com/recaptcha/api2/canonical_car.png,HTTP/1.1,467,0,,200,OK,HTTP/1.1,0,image/png,,,460,11174,,,5,-1,-1,-1,-1,0,84,172.217.22.67,,89,,
26,,2019-10-09T18:00:19.205+03:00,GET,https://www.gstatic.com/recaptcha/api2/refresh_2x.png,HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,image/png,,,457,600,,,0,-1,-1,-1,-1,0,78,172.217.22.67,,79,,
27,,2019-10-09T18:00:19.244+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,693,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,3,-1,-1,-1,-1,0,102,172.217.18.4,,106,,
28,,2019-10-09T18:00:19.289+03:00,GET,https://www.gstatic.com/recaptcha/api2/audio_2x.png,HTTP/1.1,462,0,,200,OK,HTTP/1.1,0,image/png,,,458,530,,,0,-1,-1,-1,-1,0,87,172.217.22.67,,88,,
29,,2019-10-09T18:00:19.298+03:00,GET,https://www.gstatic.com/recaptcha/api2/image_2x.png,HTTP/1.1,462,0,,200,OK,HTTP/1.1,0,image/png,,,458,600,,,0,-1,-1,-1,-1,0,87,172.217.22.67,,88,,
30,,2019-10-09T18:00:19.381+03:00,GET,https://www.gstatic.com/recaptcha/api2/info_2x.png,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,image/png,,,458,665,,,0,-1,-1,-1,-1,0,96,172.217.22.67,,97,,
31,,2019-10-09T18:00:20.132+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/m_js_controller.js,HTTP/1.1,1245,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,680,14391,,,27,2724,0,2696,0,1,97,216.58.207.65,,2850,,
32,,2019-10-09T18:00:20.134+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/abg_lite.js,HTTP/1.1,1231,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,11455,,,4,2864,0,2838,42,0,105,216.58.207.65,,3017,,
33,,2019-10-09T18:00:20.140+03:00,GET,https://tpc.googlesyndication.com/simgad/18276902141161005703,HTTP/1.1,1253,0,,200,OK,HTTP/1.1,0,image/png,,,547,5409,,,2,2870,0,2845,41,0,93,216.58.207.65,,3008,,
34,,2019-10-09T18:00:20.250+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/qs_click_protection.js,HTTP/1.1,1249,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,5132,,,6,-1,-1,-1,-1,0,87,216.58.207.65,,93,,
35,,2019-10-09T18:00:20.347+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1242,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,1044,,,0,-1,-1,-1,-1,0,92,216.58.207.65,,94,,
36,,2019-10-09T18:00:20.720+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto:300,400,500&lang=en",HTTP/1.1,1237,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,591,,,0,3494,0,3455,0,0,103,172.217.23.138,,3599,value,
37,,2019-10-09T18:00:20.863+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=C3mNWFPqdXYnWH5PNgAeGjJ7YA5rR97RWuf-khtMHFBABIO6puRJg-br0g5wQoAH_24rIA8gBAagDAaoEsQFP0MmUSuxkQ8ZUPkIvtSEPF7twFubiCL5mFkFBCond_bS5h2MIOYXSAASkD_vxt3ZiSyqmqko5_S7DhYhhxtjTFWAewZ4ByAj2vVT1VnVZAbUfG2mlHjwXnNLwDESPW99_lo-XyUA0B8tVVcgCFTh8QoPPpW1ArbkrwtPazGOmz9CEEFfvDb-XqDzYXMdnCY3dvGCC1QTJnURMia7CLdnbc5BsYmRsrmxA2VpHDePvKkPABIrc3-nJAZIFBAgEGAGSBQQIBRgEgAeG85wJqAeOzhuoB9XJG6gHwdMbqAeF1BuoB4HUG6gHgtQbqAeG1BuoB4TUG6gHk9gbqAfg0xuoB7oGqAfZyxuoB8_MG6gHpr4b2AcB8gcEEJqJI9IIBwiAYRABGB6ACgHYEww&sigh=KK-h9B4SApI&template_id=5001&tpd=AGWhJmtmczytKPa0G1Qb2u399xhQP5d0HTyejZe-HZ84P80sOw,HTTP/1.1,1823,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1114,0,,,0,-1,-1,-1,-1,1,97,216.58.206.2,,98,value,
38,,2019-10-09T18:00:20.965+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/s?v=r20120211,HTTP/1.1,1410,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,609,145,,,0,-1,-1,-1,-1,0,81,216.58.206.2,,82,value,
39,,2019-10-09T18:00:21.542+03:00,GET,https://www.gstatic.com/recaptcha/api2/undo_2x.png,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,image/png,,,456,581,,,0,-1,-1,-1,-1,0,119,172.217.22.67,,120,,
40,,2019-10-09T18:00:21.542+03:00,GET,https://www.google.com/pagead/drt/ui,HTTP/1.1,730,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://googleads.g.doubleclick.net/pagead/drt/si,401,246,,,0,-1,-1,-1,-1,0,144,172.217.18.4,,145,,
41,,2019-10-09T18:00:21.542+03:00,GET,https://www.google.com/recaptcha/api2/payload?p=06AOLTBLSkZVPnA6NdVCVLC_5iUft922FnPpZs8jmCw8G32AHI37zaX3JK4vZ_0pK2apTQxcTVq6ISJ-rrJIV6ur7xrcGOi1UMxt5X64eQNvTqJUWEyqu5GtwE9MRGUf12sYaDsbhUx_yXb0XEnMaTaiym5sQ4iynfGbiz5bQ29FCgnYuckEEsSyQ&k=6Le4BEYUAAAAAF2mu0Ng8c7Xo61rHZjTy5-gc3dW,HTTP/1.1,930,0,,200,OK,HTTP/1.1,0,image/jpeg,,,417,40657,,,100,-1,-1,-1,-1,0,160,172.217.18.4,,262,value,
42,,2019-10-09T18:00:21.543+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,1243,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29611,,,62,-1,-1,-1,-1,0,126,216.58.207.34,,190,value,
43,,2019-10-09T18:00:21.628+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxK.woff2,HTTP/1.1,582,0,,200,OK,HTTP/1.1,0,font/woff2,,,520,15344,,,43,762,0,735,0,0,103,172.217.16.131,,910,,
44,,2019-10-09T18:00:21.631+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,15552,,,32,3422,0,3401,30,1,127,172.217.16.131,,3614,,
45,,2019-10-09T18:00:21.631+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOlCnqEu92Fr1MmYUtfBBc4.woff2,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,font/woff2,,,517,15340,,,33,2384,0,2348,0,0,114,172.217.16.131,,2533,,
46,,2019-10-09T18:00:21.632+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,469,0,,200,OK,HTTP/1.1,0,font/woff2,,,520,15872,,,34,3423,0,3400,31,0,109,172.217.16.131,,3598,,
47,,2019-10-09T18:00:21.691+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/si,HTTP/1.1,632,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,888,0,,,0,-1,-1,-1,-1,0,116,216.58.206.2,,117,,
48,,2019-10-09T18:00:21.778+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxK.woff2,HTTP/1.1,522,0,,200,OK,HTTP/1.1,0,font/woff2,,,520,15344,,,17,-1,-1,-1,-1,0,81,172.217.16.131,,100,,
49,,2019-10-09T18:00:21.785+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,15552,,,16,-1,-1,-1,-1,0,86,172.217.16.131,,103,,
50,,2019-10-09T18:00:21.830+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js,HTTP/1.1,378,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,-1,-1,0,0,216.58.206.2,,0,,No response received
