,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.blocked,timings.receive,timings.dns,timings.send,timings.ssl,timings.wait,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-11T13:22:08.887+03:00,GET,https://www.flixster.com/,HTTP/1.1,466,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,914,22725,,,1463,0,37,179,2,1422,1853,23.55.0.237,,3536,,
1,,2019-10-11T13:22:10.795+03:00,GET,https://www.flixster.com/_next/static/vm9kI1s0jr_1iw3a-FUfa/pages/BoxOfficePage.js,HTTP/1.1,554,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,978,6862,,,-1,-1,2,-1,1,-1,119,23.55.0.237,,123,,
2,,2019-10-11T13:22:10.932+03:00,GET,https://www.flixster.com/_next/static/vm9kI1s0jr_1iw3a-FUfa/pages/_app.js,HTTP/1.1,545,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,1126,24399,,,-1,-1,16,-1,1,-1,132,23.55.0.237,,150,,
3,,2019-10-11T13:22:10.974+03:00,GET,https://www.flixster.com/_next/static/runtime/main-4948c83ba21cd5469cba.js,HTTP/1.1,546,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,1123,4918,,,162,0,1,0,1,128,98,23.55.0.237,,263,,
4,,2019-10-11T13:22:10.974+03:00,GET,https://www.flixster.com/_next/static/chunks/commons.586d48eef463613fcacf.js,HTTP/1.1,548,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,1128,348718,,,161,0,297,0,1,127,134,23.55.0.237,,594,,
5,,2019-10-11T13:22:10.975+03:00,GET,https://www.flixster.com/_next/static/runtime/webpack-3df6523e264ff2ac6548.js,HTTP/1.1,549,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,978,738,,,161,0,0,0,0,126,95,23.55.0.237,,259,,
6,,2019-10-11T13:22:10.977+03:00,GET,https://www.flixster.com/static/logo/logo_Desktop.svg,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,953,214320,,,173,0,242,0,0,138,136,23.55.0.237,,554,,
7,,2019-10-11T13:22:10.979+03:00,GET,https://www.flixster.com/static/logo/logo_Mobile.svg,HTTP/1.1,560,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,953,206694,,,172,0,244,0,0,139,144,23.55.0.237,,562,,
8,,2019-10-11T13:22:11.078+03:00,GET,https://www.flixster.com/static/fonts/proximanova-regular-webfont.woff2,HTTP/1.1,574,0,,200,OK,HTTP/1.1,0,application/font-woff2,,,913,22144,,,-1,-1,3,-1,0,-1,180,23.55.0.237,,184,,
9,,2019-10-11T13:22:11.081+03:00,GET,https://www.flixster.com/static/fonts/proximanova-semibold-webfont.woff2,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,application/font-woff2,,,913,21576,,,-1,-1,11,-1,0,-1,154,23.55.0.237,,166,,
10,,2019-10-11T13:22:12.353+03:00,GET,https://www.flixster.com/_next/static/vm9kI1s0jr_1iw3a-FUfa/pages/AtHomePage.js,HTTP/1.1,551,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,979,13244,,,-1,-1,0,-1,0,-1,138,23.55.0.237,,139,,
11,,2019-10-11T13:22:12.353+03:00,GET,https://www.flixster.com/_next/static/vm9kI1s0jr_1iw3a-FUfa/pages/NewsPage.js,HTTP/1.1,549,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,978,2035,,,-1,-1,0,-1,0,-1,134,23.55.0.237,,136,,
12,,2019-10-11T13:22:12.356+03:00,GET,https://www.flixster.com/_next/static/vm9kI1s0jr_1iw3a-FUfa/pages/MoviePage.js,HTTP/1.1,550,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,981,33607,,,-1,-1,37,-1,0,-1,134,23.55.0.237,,173,,
13,,2019-10-11T13:22:12.356+03:00,GET,https://www.flixster.com/_next/static/vm9kI1s0jr_1iw3a-FUfa/pages/LocationPage.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,978,7724,,,-1,-1,0,-1,0,-1,129,23.55.0.237,,131,,
14,,2019-10-11T13:22:15.742+03:00,GET,https://cdnssl.clicktale.net/www12/ptc/6cdf825f-4a87-4264-be5e-0d21df7f29c5.js,HTTP/1.1,395,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,306,11552,,,3719,0,0,34,1,3694,680,104.97.154.62,,4435,,
15,,2019-10-11T13:22:16.403+03:00,GET,https://consent.truste.com/notice?domain=fandango.com&c=teconsent&js=bb&noticeType=bb,HTTP/1.1,402,0,,200,OK,HTTP/1.1,0,text/javascript;charset=ISO-8859-1,,,556,87,,,4581,0,0,38,0,4554,177,13.225.249.116,,4798,value,
16,,2019-10-11T13:22:16.661+03:00,GET,https://cdnssl.clicktale.net/www/monitor-latest.js,HTTP/1.1,398,0,,200,OK,HTTP/1.1,0,application/javascript,,,414,19662,,,215,0,371,0,1,191,828,104.97.154.62,,1416,,
17,,2019-10-11T13:22:16.724+03:00,GET,https://www.flixster.com/_next/static/vm9kI1s0jr_1iw3a-FUfa/pages/TheatersPage.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,979,11942,,,-1,-1,0,-1,0,-1,209,23.55.0.237,,211,,
18,,2019-10-11T13:22:16.789+03:00,GET,https://sb.scorecardresearch.com/beacon.js,HTTP/1.1,359,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,283,902,,,4760,0,0,40,1,4729,90,96.17.200.131,,4892,,
