,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.connect,timings.receive,timings.dns,timings.send,timings.wait,timings.ssl,serverIPAddress,comment,time,request.queryString.name,response._error
10,,2019-10-12T15:01:52.130+03:00,GET,https://www.codecademy.com/webpack/0.834129a31aa84bdadb07.chunk.css,HTTP/1.1,1176,0,,200,OK,HTTP/1.1,0,text/css,,,533,325,,,-1,-1,0,-1,0,112,-1,104.20.26.250,,112,,
11,,2019-10-12T15:01:52.130+03:00,GET,https://www.codecademy.com/webpack/1.c2e56ddc298af3dce9de.chunk.css,HTTP/1.1,1176,0,,200,OK,HTTP/1.1,0,text/css,,,533,147,,,-1,-1,0,-1,0,113,-1,104.20.26.250,,114,,
12,,2019-10-12T15:01:52.130+03:00,GET,https://www.codecademy.com/webpack/2.a758190cc4232e11e584.chunk.css,HTTP/1.1,1176,0,,200,OK,HTTP/1.1,0,text/css,,,533,482,,,-1,-1,0,-1,0,108,-1,104.20.26.250,,109,,
13,,2019-10-12T15:01:52.239+03:00,GET,https://www.codecademy.com/webpack/23.e061bc32eef55c23c968.chunk.css,HTTP/1.1,1177,0,,200,OK,HTTP/1.1,0,text/css,,,518,1502,,,-1,-1,0,-1,0,99,-1,104.20.26.250,,100,,
14,,2019-10-12T15:01:52.239+03:00,GET,https://www.codecademy.com/webpack/65.45214f5047bee175b0de.chunk.css,HTTP/1.1,1177,0,,200,OK,HTTP/1.1,0,text/css,,,533,249,,,-1,-1,0,-1,0,99,-1,104.20.26.250,,100,,
15,,2019-10-12T15:01:52.255+03:00,GET,https://www.codecademy.com/webpack/78.35a241d1db754e08fa68.chunk.css,HTTP/1.1,1177,0,,200,OK,HTTP/1.1,0,text/css,,,533,684,,,-1,-1,0,-1,0,95,-1,104.20.26.250,,96,,
16,,2019-10-12T15:01:52.255+03:00,GET,https://www.codecademy.com/webpack/90.d803e06b6ca2b421f9ad.chunk.css,HTTP/1.1,1177,0,,200,OK,HTTP/1.1,0,text/css,,,533,653,,,-1,-1,0,-1,0,105,-1,104.20.26.250,,106,,
17,,2019-10-12T15:01:52.255+03:00,GET,https://www.codecademy.com/webpack/110.e96df2b662230d8d1849.chunk.css,HTTP/1.1,1178,0,,200,OK,HTTP/1.1,0,text/css,,,534,1250,,,-1,-1,0,-1,0,107,-1,104.20.26.250,,108,,
18,,2019-10-12T15:01:52.255+03:00,GET,https://www.codecademy.com/webpack/157.ea4a780c80a2b836eaf7.chunk.css,HTTP/1.1,1178,0,,200,OK,HTTP/1.1,0,text/css,,,533,477,,,-1,-1,0,-1,0,103,-1,104.20.26.250,,104,,
19,,2019-10-12T15:01:52.349+03:00,GET,https://www.codecademy.com/webpack/189.517988f27f5ab80c5e96.chunk.css,HTTP/1.1,1178,0,,200,OK,HTTP/1.1,0,text/css,,,534,1124,,,-1,-1,0,-1,0,126,-1,104.20.26.250,,127,,
20,,2019-10-12T15:01:52.349+03:00,GET,https://www.codecademy.com/webpack/corporate-scenes-Landing.8e123beca1a22926b8a3.chunk.css,HTTP/1.1,1199,0,,200,OK,HTTP/1.1,0,text/css,,,534,3052,,,-1,-1,0,-1,0,102,-1,104.20.26.250,,103,,
21,,2019-10-12T15:01:52.474+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,364,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,-1,-1,18,-1,0,87,-1,172.217.22.110,,107,,
22,,2019-10-12T15:01:52.507+03:00,GET,https://intljs.rmtag.com/118985.ct.js,HTTP/1.1,356,0,,200,OK,HTTP/1.1,0,application/javascript,,,549,20286,,,-1,-1,36,-1,0,104,-1,143.204.192.80,,141,,
23,,2019-10-12T15:01:52.557+03:00,GET,https://www.codecademy.com/webpack/GTMUserSignUp.072430f728649243c761.chunk.js,HTTP/1.1,1172,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,534,267,,,-1,-1,0,-1,0,97,-1,104.20.26.250,,98,,
24,,2019-10-12T15:01:52.636+03:00,POST,https://www.codecademy.com/events/ad?authentication_token=,HTTP/1.1,1294,747,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,930,41,,,-1,-1,0,-1,0,231,-1,104.20.26.250,,232,value,
25,,2019-10-12T15:01:52.637+03:00,POST,https://www.codecademy.com/events/user?authentication_token=,HTTP/1.1,1296,729,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,930,41,,,-1,-1,0,-1,0,221,-1,104.20.26.250,,222,value,
26,,2019-10-12T15:01:52.637+03:00,GET,https://www.google.com/recaptcha/api.js?onload=onloadcallback&render=explicit,HTTP/1.1,396,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,485,,,-1,-1,1,-1,0,110,-1,172.217.18.4,,112,value,
27,,2019-10-12T15:01:52.673+03:00,GET,https://www.google-analytics.com/gtm/js?id=GTM-KT2Q6GQ&cid=1029081943.1570881687,HTTP/1.1,399,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,22461,,,-1,-1,25,-1,0,112,-1,172.217.22.110,,138,value,
28,,2019-10-12T15:01:52.779+03:00,GET,https://cdn.segment.com/analytics.js/v1/awTEDiBEJ130cCHG1N74clKHGM3FLNzQ/analytics.min.js,HTTP/1.1,408,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,736,65949,,,0,291,400,0,0,94,259,143.204.196.83,,787,,
29,,2019-10-12T15:01:53.331+03:00,GET,https://www.googletagmanager.com/gtm.js?id=GTM-KTLK85W&l=dataLayer,HTTP/1.1,385,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,26591,,,-1,-1,44,-1,0,99,-1,216.58.207.72,,144,value,
30,,2019-10-12T15:01:53.331+03:00,GET,https://www.fullstory.com/s/fs.js,HTTP/1.1,385,0,,200,OK,HTTP/1.1,0,application/javascript,,,451,68436,,,-1,-1,44,-1,0,100,-1,216.58.208.51,,145,,
31,,2019-10-12T15:01:53.480+03:00,GET,https://assets.customer.io/assets/track.js,HTTP/1.1,361,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,1431,,,0,151,0,0,0,85,116,108.161.187.71,,238,,
32,,2019-10-12T15:01:53.480+03:00,GET,https://www.googleadservices.com/pagead/conversion_async.js,HTTP/1.1,378,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,894,9186,,,-1,-1,8,-1,0,96,-1,172.217.23.130,,105,,
33,,2019-10-12T15:01:53.497+03:00,GET,https://static.hotjar.com/c/hotjar-451715.js?sv=5,HTTP/1.1,368,0,,200,OK,HTTP/1.1,0,application/javascript,,,613,2279,,,-1,-1,0,-1,0,96,-1,147.75.84.33,,97,value,
34,,2019-10-12T15:01:53.517+03:00,POST,https://rs.fullstory.com/rec/page,HTTP/1.1,433,264,,202,Accepted,HTTP/1.1,0,text/plain; charset=utf-8,,,370,15,,,-1,-1,0,-1,0,195,-1,35.186.194.58,,196,,
35,,2019-10-12T15:01:53.602+03:00,GET,https://script.hotjar.com/modules.691916bc4a6a3ec09004.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,application/javascript,,,482,74065,,,-1,-1,146,-1,0,102,-1,147.75.85.99,,249,,
36,,2019-10-12T15:01:53.658+03:00,GET,https://vars.hotjar.com/box-90f3a29ef7448451db5af955688970d7.html,HTTP/1.1,537,0,,200,OK,HTTP/1.1,0,text/html,,,435,787,,,-1,-1,0,-1,0,92,-1,147.75.85.103,,92,,
37,,2019-10-12T15:01:53.706+03:00,GET,https://connect.facebook.net/en_US/fbevents.js,HTTP/1.1,365,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1177,22372,,,0,207,47,0,0,99,177,31.13.92.14,,355,,
38,,2019-10-12T15:01:53.829+03:00,GET,https://googleads.g.doubleclick.net/pagead/viewthroughconversion/861461659/?random=1570881713592&cv=9&fst=1570881713592&num=1&guid=ON&resp=GooglemKTybQhCsO&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wga21&sendb=1&ig=1&frm=0&url=https%3A%2F%2Fwww.codecademy.com%2F&tiba=Learn%20to%20Code%20-%20for%20Free%20%7C%20Codecademy&async=1&rfmt=3&fmt=4,HTTP/1.1,756,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,1177,939,,,0,222,1,0,0,114,196,172.217.16.130,,338,value,
39,,2019-10-12T15:01:53.829+03:00,GET,https://bat.bing.com/bat.js,HTTP/1.1,433,0,,200,OK,HTTP/1.1,0,application/javascript,,,538,7148,,,0,348,2,0,0,99,315,204.79.197.200,,449,,
40,,2019-10-12T15:01:53.861+03:00,GET,https://connect.facebook.net/signals/config/1036078779778355?v=2.9.5&r=stable,HTTP/1.1,396,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1177,66297,,,-1,-1,112,-1,0,107,-1,31.13.92.14,,219,value,
41,,2019-10-12T15:01:53.876+03:00,POST,https://api.segment.io/v1/p,HTTP/1.1,427,859,,200,OK,HTTP/1.1,0,application/json,,,205,21,,,0,554,0,0,0,238,520,52.33.69.177,,793,,
42,,2019-10-12T15:01:53.876+03:00,POST,https://in.hotjar.com/api/v2/client/sites/451715/visit-data?sv=5,HTTP/1.1,485,247,,200,OK,HTTP/1.1,0,application/json,,,354,179,,,-1,-1,0,-1,0,103,-1,52.30.34.145,,104,value,
43,,2019-10-12T15:01:53.955+03:00,GET,https://bat.bing.com/action/0?ti=39000277&Ver=2&mid=935e11d8-afbc-e54b-e457-599f586f815e&pi=0&lg=en-US&sw=800&sh=600&sc=24&tl=Learn%20to%20Code%20-%20for%20Free%20%7C%20Codecademy&p=https%3A%2F%2Fwww.codecademy.com%2F&r=&lt=962&evt=pageLoad&msclkid=N&rn=506217,HTTP/1.1,702,0,,204,No Content,HTTP/1.1,0,,,,300,0,,,-1,-1,0,-1,0,128,-1,204.79.197.200,,129,value,
44,,2019-10-12T15:01:53.957+03:00,GET,https://www.google.com/pagead/1p-user-list/861461659/?random=1570881713592&cv=9&fst=1570881600000&num=1&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wga21&sendb=1&frm=0&url=https%3A%2F%2Fwww.codecademy.com%2F&tiba=Learn%20to%20Code%20-%20for%20Free%20%7C%20Codecademy&async=1&fmt=3&is_vtc=1&random=2730038188&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y,HTTP/1.1,761,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,-1,-1,0,-1,0,100,-1,172.217.18.4,,100,value,
45,,2019-10-12T15:01:53.957+03:00,GET,https://www.google.co.il/pagead/1p-user-list/861461659/?random=1570881713592&cv=9&fst=1570881600000&num=1&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wga21&sendb=1&frm=0&url=https%3A%2F%2Fwww.codecademy.com%2F&tiba=Learn%20to%20Code%20-%20for%20Free%20%7C%20Codecademy&async=1&fmt=3&is_vtc=1&random=2730038188&resp=GooglemKTybQhCsO&rmt_tld=1&ipr=y,HTTP/1.1,763,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,-1,-1,0,-1,0,97,-1,216.58.206.3,,97,value,
46,,2019-10-12T15:01:54.102+03:00,GET,https://www.facebook.com/tr/?id=1036078779778355&ev=PageView&dl=https%3A%2F%2Fwww.codecademy.com%2F&rl=&if=false&ts=1570881714088&sw=800&sh=600&v=2.9.5&r=stable&ec=0&o=158&fbp=fb.1.1570881700197.773313900&it=1570881713853&coo=false&exp=w1&rqm=GET,HTTP/1.1,653,0,,200,OK,HTTP/1.1,0,image/gif,,,367,44,,,-1,-1,0,-1,0,98,-1,31.13.92.36,,99,value,
47,,2019-10-12T15:01:54.281+03:00,GET,https://ut.ra.linksynergy.com/t?tp=pv&tsq=&sid=118985&uid=1570881688973.1360859762.8433561.118985.1610578523&jsv=b.3.001%3Ac.3.001%3As.3.001&uts=1&tfs=1084951&uvc=1&pgc=2&lig=2&tpd=%7C&tvd=%3A&prtcl=https%3A&ppth=%2F&pgn=&sby=www.codecademy.com&sus=1&gdpr=00e0%3A6339821c-becd-4191-8b33-93956fa275aa&chn=1&rmch=ra,HTTP/1.1,747,0,,200,OK,HTTP/1.1,0,image/gif,,,294,37,,,-1,-1,0,-1,0,91,-1,35.241.23.116,,92,value,
48,,2019-10-12T15:01:54.556+03:00,GET,https://idsync.rlcdn.com/458359.gif?partner_uid=*RMUID*,HTTP/1.1,505,0,,200,OK,HTTP/1.1,0,image/gif,,,562,42,,,0,285,0,0,0,201,257,35.190.72.21,,488,value,
49,,2019-10-12T15:01:54.603+03:00,GET,https://www.facebook.com/tr/?id=1036078779778355&ev=Microdata&dl=https%3A%2F%2Fwww.codecademy.com%2F&rl=&if=false&ts=1570881714594&cd[DataLayer]=%5B%5D&cd[Meta]=%7B%22title%22%3A%22Learn%20to%20Code%20-%20for%20Free%20%7C%20Codecademy%22%2C%22meta%3Adescription%22%3A%22Learn%20the%20technical%20skills%20you%20need%20for%20the%20job%20you%20want.%20As%20leaders%20in%20online%20education%20and%20learning%20to%20code%2C%20we%E2%80%99ve%20taught%20over%2045%20million%20people%20using%20a%20tested%20curriculum%20and%20an%20interactive%20learning%20environment.%20Start%20with%20HTML%2C%20CSS%2C%20JavaScript%2C%20SQL%2C%20Python%2C%20Data%20Science%2C%20and%20more.%20%22%2C%22meta%3Akeywords%22%3A%22%22%7D&cd[OpenGraph]=%7B%22og%3Aurl%22%3A%22https%3A%2F%2Fwww.codecademy.com%2F%22%2C%22og%3Asite_name%22%3A%22Codecademy%22%2C%22og%3Atype%22%3A%22article%22%2C%22og%3Atitle%22%3A%22Learn%20to%20Code%20-%20for%20Free%20%7C%20Codecademy%22%2C%22og%3Adescription%22%3A%22Learn%20the%20technical%20skills%20you%20need%20for%20the%20job%20you%20want.%20As%20leaders%20in%20online%20education%20and%20learning%20to%20code%2C%20we%E2%80%99ve%20taught%20over%2045%20million%20people%20using%20a%20tested%20curriculum%20and%20an%20interactive%20learning%20environment.%20Start%20with%20HTML%2C%20CSS%2C%20JavaScript%2C%20SQL%2C%20Python%2C%20Data%20Science%2C%20and%20more.%20%22%2C%22og%3Arich_attachment%22%3A%22true%22%2C%22og%3Aimage%22%3A%22https%3A%2F%2Fwww.codecademy.com%2Fassets%2Flogo-codecademy-social-abfd8450722d675bddedde689f8af624.png%22%7D&cd[Schema.org]=%5B%5D&cd[JSON-LD]=%5B%5D&sw=800&sh=600&v=2.9.5&r=stable&ec=1&o=158&fbp=fb.1.1570881700197.773313900&it=1570881713853&coo=false&es=automatic&exp=w1&rqm=GET,HTTP/1.1,2128,0,,200,OK,HTTP/1.1,0,image/gif,,,367,44,,,-1,-1,0,-1,0,116,-1,31.13.92.36,,117,value,
50,,2019-10-12T15:01:54.737+03:00,GET,https://www.google-analytics.com/plugins/ua/linkid.js,HTTP/1.1,372,0,,200,OK,HTTP/1.1,0,text/javascript,,,507,856,,,-1,-1,0,-1,0,91,-1,172.217.22.110,,92,,
51,,2019-10-12T15:01:54.784+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,403,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,0,2031,146,0,0,97,2006,172.217.22.35,,2275,,
52,,2019-10-12T15:01:54.862+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=1539248152&t=pageview&_s=1&dl=https%3A%2F%2Fwww.codecademy.com%2F&dr=&dp=%2F&ul=en-us&de=UTF-8&dt=Learn%20to%20Code%20-%20for%20Free%20%7C%20Codecademy&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=SCCAgEAjQ~&jid=&gjid=&cid=1029081943.1570881687&tid=UA-25136408-1&_gid=614830753.1570881687&z=1421403589,HTTP/1.1,705,0,,200,OK,HTTP/1.1,0,image/gif,,,478,35,,,-1,-1,0,-1,1,84,-1,172.217.22.110,,85,value,
53,,2019-10-12T15:01:54.956+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=1539248152&t=event&ni=1&_s=1&dl=https%3A%2F%2Fwww.codecademy.com%2F&ul=en-us&de=UTF-8&dt=Learn%20to%20Code%20-%20for%20Free%20%7C%20Codecademy&sd=24-bit&sr=800x600&vp=779x600&je=0&ec=optimize&ea=timeout&_u=SCCAAEAjQ~&jid=&gjid=&cid=1029081943.1570881687&tid=UA-25136408-1&_gid=614830753.1570881687&gtm=2wga21KTLK85W&z=335236835,HTTP/1.1,736,0,,200,OK,HTTP/1.1,0,image/gif,,,478,35,,,-1,-1,0,-1,0,86,-1,172.217.22.110,,87,value,
54,,2019-10-12T15:01:55.060+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6LfCUVsUAAAAAAGtvwnA5Mw4LQaaN0iA_6bF5jXe&co=aHR0cHM6Ly93d3cuY29kZWNhZGVteS5jb206NDQz&hl=en&type=image&v=xw1jR43fRSpRG88iDviKn3qM&theme=light&size=invisible&badge=bottomright&cb=nq8zgqw3h1cx,HTTP/1.1,713,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9204,,,-1,-1,13,-1,0,132,-1,172.217.18.4,,146,value,
55,,2019-10-12T15:01:55.237+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,631,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,-1,-1,50,-1,0,100,-1,172.217.22.35,,152,,
56,,2019-10-12T15:01:55.397+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,617,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,-1,-1,49,-1,0,104,-1,172.217.22.35,,154,,
57,,2019-10-12T15:01:55.579+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,609,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5384,,,-1,-1,5,-1,0,96,-1,172.217.18.4,,102,,
58,,2019-10-12T15:01:55.581+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,621,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,-1,-1,0,-1,0,100,-1,172.217.18.4,,101,value,
59,,2019-10-12T15:01:55.587+03:00,GET,https://www.gstatic.com/recaptcha/api2/logo_48.png,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,image/png,,,458,2228,,,-1,-1,0,-1,0,89,-1,172.217.22.35,,89,,
60,,2019-10-12T15:01:55.729+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6LfCUVsUAAAAAAGtvwnA5Mw4LQaaN0iA_6bF5jXe&cb=ao8jvx1mcd4z,HTTP/1.1,608,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1121,,,-1,-1,1,-1,0,108,-1,172.217.18.4,,109,value,
61,,2019-10-12T15:01:55.731+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,-1,-1,38,-1,0,93,-1,172.217.22.35,,131,,
62,,2019-10-12T15:01:56.367+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,-1,-1,34,-1,0,109,-1,172.217.22.35,,144,,
63,,2019-10-12T15:01:56.559+03:00,POST,https://www.google.com/recaptcha/api2/reload?k=6LfCUVsUAAAAAAGtvwnA5Mw4LQaaN0iA_6bF5jXe,HTTP/1.1,631,4304,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,805,10061,,,-1,-1,12,-1,1,144,-1,172.217.18.4,,158,value,
64,,2019-10-12T15:01:56.731+03:00,GET,https://www.gstatic.com/recaptcha/api2/refresh_2x.png,HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,image/png,,,457,600,,,-1,-1,0,-1,0,97,-1,172.217.22.35,,98,,
65,,2019-10-12T15:01:56.731+03:00,GET,https://www.gstatic.com/recaptcha/api2/audio_2x.png,HTTP/1.1,462,0,,200,OK,HTTP/1.1,0,image/png,,,458,530,,,0,159,0,0,0,88,119,172.217.22.35,,248,,
66,,2019-10-12T15:01:56.777+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,693,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5384,,,-1,-1,13,-1,0,84,-1,172.217.18.4,,98,,
67,,2019-10-12T15:01:56.779+03:00,GET,https://www.google.com/recaptcha/api2/payload?p=06AOLTBLTK2bWy1TWLH1kSZibOnJyN0trXUKov_yuUg0Rc0QEeXnDbZRSFCUfrvwSrRWJiaSZP1sbry02GKSQHiCNPMEkhWpVVBjbLpMy2pmBRs860wXtUGBs6TA0Dm_CZ2arEROz3YskvCG6z7bh4IWeZ7zK1N6DIE5PUw2FCy9YHUHQGiiyuo4o&k=6LfCUVsUAAAAAAGtvwnA5Mw4LQaaN0iA_6bF5jXe,HTTP/1.1,930,0,,200,OK,HTTP/1.1,0,image/jpeg,,,417,27567,,,-1,-1,53,-1,0,99,-1,172.217.18.4,,153,value,
68,,2019-10-12T15:01:56.822+03:00,GET,https://www.gstatic.com/recaptcha/api2/image_2x.png,HTTP/1.1,462,0,,200,OK,HTTP/1.1,0,image/png,,,458,600,,,-1,-1,0,-1,0,94,-1,172.217.22.35,,94,,
69,,2019-10-12T15:01:56.830+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxK.woff2,HTTP/1.1,627,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,15344,,,0,1220,36,0,0,89,1180,172.217.16.131,,1346,,
70,,2019-10-12T15:01:56.830+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,631,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,15552,,,0,1220,21,0,0,84,1180,172.217.16.131,,1327,,
71,,2019-10-12T15:01:56.832+03:00,GET,https://www.gstatic.com/recaptcha/api2/info_2x.png,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,image/png,,,458,665,,,-1,-1,0,-1,0,87,-1,172.217.22.35,,88,,
72,,2019-10-12T15:01:56.881+03:00,GET,https://www.gstatic.com/recaptcha/api2/undo_2x.png,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,image/png,,,458,581,,,0,145,0,0,0,102,114,172.217.22.35,,248,,
73,,2019-10-12T15:01:56.937+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOlCnqEu92Fr1MmYUtfBBc4.woff2,HTTP/1.1,526,0,,0,,unknown,0,,,,-1,-1,,,0,143,0,0,0,0,117,172.217.16.131,,144,,No response received
74,,2019-10-12T15:01:56.940+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,526,0,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,-1,0,0,-1,172.217.16.131,,0,,No response received
75,,2019-10-12T15:01:56.959+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxK.woff2,HTTP/1.1,522,0,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,-1,0,0,-1,172.217.16.131,,0,,No response received
