,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.wait,timings.dns,timings.send,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name
23,,2019-10-09T17:37:46.901+03:00,GET,https://www.duolingo.com/api/1/courses/list?_=1570631866861,HTTP/1.1,765,0,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,680,2915,,,277,201,0,1,0,301,0,3.219.183.180,,504,value
24,,2019-10-09T17:37:47.111+03:00,GET,https://www.duolingo.com/gcm-service-worker.js,HTTP/1.1,754,0,,200,OK,HTTP/1.1,0,application/javascript,,,716,2449,,,-1,174,-1,0,-1,-1,0,3.219.183.180,,175,
25,,2019-10-09T17:37:47.266+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/fonts/DINNextRoundedLTPro-Bold.woff,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,binary/octet-stream,,,710,56944,,,314,94,0,0,0,341,125,13.226.6.196,,562,
26,,2019-10-09T17:37:47.493+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/fonts/DINNextRoundedLTPro-Regular.woff,HTTP/1.1,457,0,,200,OK,HTTP/1.1,0,binary/octet-stream,,,710,54921,,,-1,83,-1,0,-1,-1,70,13.226.6.196,,154,
27,,2019-10-09T17:37:47.972+03:00,GET,https://www.googletagmanager.com/gtm.js?id=GTM-TX6Z97C,HTTP/1.1,371,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,22078,,,1591,93,34,0,0,1610,58,216.58.207.72,,1797,value
28,,2019-10-09T17:37:48.175+03:00,GET,https://client.perimeterx.net/PXAsQJFZ9W/main.min.js,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,617,26764,,,1574,94,30,0,0,1625,61,151.101.18.110,,1813,
29,,2019-10-09T17:37:49.236+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,2326,192,0,0,0,2374,0,3.222.33.131,,2568,
30,,2019-10-09T17:37:49.237+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,2323,167,0,0,0,2350,1,3.222.33.131,,2520,
31,,2019-10-09T17:37:49.276+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,2363,174,0,0,0,2412,0,3.222.33.131,,2588,
32,,2019-10-09T17:37:49.295+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,2682,168,78,0,0,2704,0,3.222.33.131,,2953,
33,,2019-10-09T17:37:49.296+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,2385,167,0,0,0,2420,0,3.222.33.131,,2589,
34,,2019-10-09T17:37:49.413+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,-1,161,-1,0,-1,-1,0,3.222.33.131,,162,
35,,2019-10-09T17:37:49.416+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,1423,155,0,1,0,1454,0,3.222.33.131,,1611,
36,,2019-10-09T17:37:49.433+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,-1,163,-1,0,-1,-1,0,3.222.33.131,,164,
37,,2019-10-09T17:37:49.454+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,885,,200,OK,HTTP/1.1,0,,,,358,34,,,-1,285,-1,0,-1,-1,0,3.222.33.131,,286,
38,,2019-10-09T17:37:49.468+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,771,,200,OK,HTTP/1.1,0,,,,358,34,,,-1,197,-1,0,-1,-1,0,3.222.33.131,,198,
39,,2019-10-09T17:37:49.469+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,886,,200,OK,HTTP/1.1,0,,,,358,34,,,-1,234,-1,0,-1,-1,0,3.222.33.131,,235,
40,,2019-10-09T17:37:49.583+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,827,,200,OK,HTTP/1.1,0,,,,358,34,,,-1,282,-1,0,-1,-1,0,3.222.33.131,,283,
41,,2019-10-09T17:37:49.583+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,792,,200,OK,HTTP/1.1,0,,,,358,34,,,-1,266,-1,0,-1,-1,0,3.222.33.131,,267,
42,,2019-10-09T17:37:49.671+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,868,,200,OK,HTTP/1.1,0,,,,358,34,,,-1,248,-1,0,-1,-1,0,3.222.33.131,,249,
43,,2019-10-09T17:37:49.708+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,819,,200,OK,HTTP/1.1,0,,,,358,34,,,-1,281,-1,0,-1,-1,0,3.222.33.131,,282,
44,,2019-10-09T17:37:50.505+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,869,,200,OK,HTTP/1.1,0,,,,358,34,,,-1,228,-1,0,-1,-1,0,3.222.33.131,,229,
45,,2019-10-09T17:37:50.517+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,362,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,1245,92,0,0,0,1296,37,216.58.206.14,,1427,
46,,2019-10-09T17:37:50.676+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=765249868&t=pageview&_s=1&dl=https%3A%2F%2Fwww.duolingo.com%2F&ul=en-us&de=UTF-8&dt=Duolingo%20-%20The%20world%27s%20best%20way%20to%20learn%20a%20language&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=YEBAAEAB~&jid=1552748864&gjid=1662508323&cid=1586907921.1570631871&tid=UA-21595814-1&_gid=1433177034.1570631871&_r=1&gtm=2wga20TX6Z97C&did=i5iSjo&z=152547413,HTTP/1.1,762,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-21595814-1&cid=1586907921.1570631871&jid=1552748864&_gid=1433177034.1570631871&gjid=1662508323&_v=j79&z=152547413,646,419,,,-1,108,-1,0,-1,-1,0,216.58.206.14,,110,value
47,,2019-10-09T17:37:52.282+03:00,GET,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-21595814-1&cid=1586907921.1570631871&jid=1552748864&_gid=1433177034.1570631871&gjid=1662508323&_v=j79&z=152547413,HTTP/1.1,535,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-21595814-1&cid=1586907921.1570631871&jid=1552748864&_v=j79&z=152547413,674,366,,,1460,115,0,0,0,1489,0,74.125.140.156,,1607,value
48,,2019-10-09T17:37:52.929+03:00,GET,https://connect.facebook.net/en_US/fbevents.js,HTTP/1.1,363,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1176,31625,,,3629,113,47,1,0,3661,48,31.13.92.14,,3872,
49,,2019-10-09T17:37:53.108+03:00,GET,https://connect.facebook.net/signals/config/1735692093320310?v=2.9.4&r=stable,HTTP/1.1,394,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1072,79816,,,-1,121,-1,0,-1,-1,122,31.13.92.14,,243,value
50,,2019-10-09T17:37:53.373+03:00,GET,https://connect.facebook.net/signals/plugins/inferredEvents.js?v=2.9.4,HTTP/1.1,387,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1176,10218,,,-1,100,-1,0,-1,-1,7,31.13.92.14,,109,value
51,,2019-10-09T17:37:55.385+03:00,GET,https://www.facebook.com/tr/?id=1735692093320310&ev=PageView&dl=https%3A%2F%2Fwww.duolingo.com%2F&rl=&if=false&ts=1570631873492&sw=800&sh=600&v=2.9.4&r=stable&ec=0&o=157&fbp=fb.1.1570631873490.673902808&it=1570631873104&coo=false&rqm=GET,HTTP/1.1,590,0,,200,OK,HTTP/1.1,0,image/gif,,,500,44,,,1824,111,37,1,0,1850,0,157.240.1.35,,2001,value
52,,2019-10-09T17:37:55.431+03:00,POST,https://collector-pxasqjfz9w.perimeterx.net/api/v2/collector,HTTP/1.1,479,304,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,445,536,,,6010,104,147,0,0,6042,0,35.190.10.112,,6294,
53,,2019-10-09T17:37:56.278+03:00,POST,https://collector-pxasqjfz9w.perimeterx.net/api/v2/collector,HTTP/1.1,532,6162,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,445,366,,,-1,137,-1,2,-1,-1,0,35.190.10.112,,140,
54,,2019-10-09T17:37:57.341+03:00,GET,https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-21595814-1&cid=1586907921.1570631871&jid=1552748864&_v=j79&z=152547413,HTTP/1.1,490,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://www.google.co.il/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-21595814-1&cid=1586907921.1570631871&jid=1552748864&_v=j79&z=152547413&slf_rd=1&random=2289372027,742,0,,,4919,132,0,0,0,4937,0,172.217.21.228,,5071,value
55,,2019-10-09T17:38:00.770+03:00,GET,https://www.google.co.il/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-21595814-1&cid=1586907921.1570631871&jid=1552748864&_v=j79&z=152547413&slf_rd=1&random=2289372027,HTTP/1.1,519,0,,200,OK,HTTP/1.1,0,image/gif,,,547,42,,,3239,133,1,0,0,3271,0,172.217.22.35,,3408,value
