,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.blocked,timings.receive,timings.send,timings.ssl,timings.wait,timings.dns,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-09T18:19:48.383+03:00,GET,http://orteil.dashnet.org/cookieclicker/,HTTP/1.1,441,0,,307,Temporary Redirect,HTTP/1.1,0,text/html,,http://orteil.dashnet.org/cookieclicker/?__r=1.cf1ddf9f83fa698602320e2608b9b233,411,116,,,61,0,20,11,-1,107,2,213.186.33.107,,204,,
1,,2019-10-09T18:19:48.611+03:00,GET,http://orteil.dashnet.org/cookieclicker/?__r=1.cf1ddf9f83fa698602320e2608b9b233,HTTP/1.1,480,0,,307,Temporary Redirect,HTTP/1.1,0,text/html,,http://orteil.dashnet.org/cookieclicker/,446,116,,,37,0,2,2,-1,118,2,213.186.33.107,,161,value,
2,,2019-10-09T18:19:48.783+03:00,GET,http://orteil.dashnet.org/cookieclicker/,HTTP/1.1,489,0,,200,OK,HTTP/1.1,0,text/html,,,352,3926,,,-1,-1,8,5,-1,109,-1,213.186.33.107,,122,,
3,,2019-10-09T18:19:48.958+03:00,GET,http://orteil.dashnet.org/cookieclicker/showads.js,HTTP/1.1,428,0,,200,OK,HTTP/1.1,0,application/javascript,,,482,198,,,-1,-1,0,0,-1,101,-1,213.186.33.107,,102,,
4,,2019-10-09T18:19:48.961+03:00,GET,http://orteil.dashnet.org/cookieclicker/base64.js,HTTP/1.1,427,0,,200,OK,HTTP/1.1,0,application/javascript,,,482,931,,,-1,-1,0,0,-1,99,-1,213.186.33.107,,100,,
5,,2019-10-09T18:19:48.968+03:00,GET,http://orteil.dashnet.org/cookieclicker/style.css?v=2.050,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,text/css,,,470,12239,,,26,0,10,0,-1,128,0,213.186.33.107,,166,value,
6,,2019-10-09T18:19:48.969+03:00,GET,http://orteil.dashnet.org/cookieclicker/main.js?v=2.06,HTTP/1.1,432,0,,200,OK,HTTP/1.1,0,application/javascript,,,485,197309,,,25,0,217,1,-1,138,0,213.186.33.107,,382,value,
7,,2019-10-09T18:19:48.971+03:00,GET,http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js,HTTP/1.1,379,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,536,36811,,,28,0,80,7,-1,170,25,172.217.23.98,,312,,
8,,2019-10-09T18:19:51.096+03:00,GET,https://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/1.0.9/cookieconsent.min.js,HTTP/1.1,387,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,693,1726,,,2097,0,0,1,2068,152,0,104.19.196.151,,2253,,
9,,2019-10-09T18:19:51.579+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js,HTTP/1.1,394,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,892,36813,,,2580,0,84,0,2552,123,27,172.217.23.98,,2817,,
