,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.send,timings.wait,timings.ssl,timings.dns,serverIPAddress,comment,time
0,,2019-10-12T16:10:14.881+03:00,GET,http://beesbeesbees.com/,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/html,,,240,494,,,8,55,0,5,123,-1,4,217.70.184.38,,196
1,,2019-10-12T16:10:15.141+03:00,GET,http://www.maxistentialism.com/bees,HTTP/1.1,476,0,,301,Moved Permanently,HTTP/1.1,0,text/html;charset=iso-8859-1,,http://www.maxistentialism.com/bees/,278,317,,,2,29,0,1,418,-1,0,66.147.242.186,,452
2,,2019-10-12T16:10:15.600+03:00,GET,http://www.maxistentialism.com/bees/,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,text/html,,,269,352,,,1,-1,-1,3,239,-1,-1,66.147.242.186,,244
3,,2019-10-12T16:10:15.861+03:00,GET,http://www.maxistentialism.com/bees/style.css,HTTP/1.1,368,0,,200,OK,HTTP/1.1,0,text/css,,,268,47,,,0,-1,-1,0,250,-1,-1,66.147.242.186,,251
4,,2019-10-12T16:10:15.866+03:00,GET,http://www.maxistentialism.com/bees/oprahbees.gif,HTTP/1.1,393,0,,200,OK,HTTP/1.1,0,image/gif,,,365,4822619,,,2692,40,0,0,434,-1,2,66.147.242.186,,3170
