,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.send,timings.wait,timings.ssl,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-08T18:36:17.637+03:00,GET,https://www.youtube.com/,HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,985,42052,,,43,2,162,902,941,641,0,172.217.21.238,,1791,,
1,,2019-10-08T18:36:18.084+03:00,GET,https://www.youtube.com/yts/cssbin/www-main-desktop-home-page-skeleton-webp-vflFdVBW1.css,HTTP/1.1,503,0,,200,OK,HTTP/1.1,0,text/css,,,561,1308,,,0,0,99,179,212,0,0,172.217.21.238,,313,,
2,,2019-10-08T18:36:18.092+03:00,GET,https://www.youtube.com/yts/cssbin/www-onepick-webp-vflsYL2Tr.css,HTTP/1.1,479,0,,200,OK,HTTP/1.1,0,text/css,,,561,329,,,0,6,96,187,219,0,0,172.217.21.238,,323,,
3,,2019-10-08T18:36:18.093+03:00,GET,https://www.youtube.com/yts/jsbin/custom-elements-es5-adapter-vflsrwHZH/custom-elements-es5-adapter.js,HTTP/1.1,501,0,,200,OK,HTTP/1.1,0,text/javascript,,,564,814,,,0,2,91,172,212,4,0,172.217.21.238,,310,,
4,,2019-10-08T18:36:18.095+03:00,GET,https://www.youtube.com/yts/jsbin/webcomponents-sd-vflsdda5l/webcomponents-sd.js,HTTP/1.1,479,0,,200,OK,HTTP/1.1,0,text/javascript,,,567,21439,,,0,2,86,172,212,51,0,172.217.21.238,,353,,
5,,2019-10-08T18:36:18.095+03:00,GET,https://www.youtube.com/yts/jsbin/web-animations-next-lite.min-vflluX5aW/web-animations-next-lite.min.js,HTTP/1.1,503,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,15742,,,0,2,102,175,215,41,0,172.217.21.238,,361,,
6,,2019-10-08T18:36:18.243+03:00,GET,https://www.youtube.com/yts/htmlbin/desktop_polymer_v2-vflGIbXVl.html,HTTP/1.1,498,0,,200,OK,HTTP/1.1,0,text/html,,,616,341196,,,-1,0,86,-1,-1,292,-1,172.217.21.238,,379,,
7,,2019-10-08T18:36:18.244+03:00,GET,https://www.youtube.com/yts/jsbin/scheduler-vflhRKj4U/scheduler.js,HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/javascript,,,565,2595,,,-1,0,86,-1,-1,2,-1,172.217.21.238,,89,,
8,,2019-10-08T18:36:18.245+03:00,GET,https://www.youtube.com/yts/jsbin/www-tampering-vflEgtWpA/www-tampering.js,HTTP/1.1,473,0,,200,OK,HTTP/1.1,0,text/javascript,,,565,3635,,,-1,0,81,-1,-1,2,-1,172.217.21.238,,83,,
9,,2019-10-08T18:36:18.246+03:00,GET,https://www.youtube.com/yts/jsbin/www-prepopulator-vfl8hLntF/www-prepopulator.js,HTTP/1.1,479,0,,200,OK,HTTP/1.1,0,text/javascript,,,565,321,,,-1,1,87,-1,-1,0,-1,172.217.21.238,,88,,
10,,2019-10-08T18:36:18.250+03:00,GET,https://www.youtube.com/yts/jsbin/spf-vflqCgDoF/spf.js,HTTP/1.1,453,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,12228,,,-1,0,87,-1,-1,14,-1,172.217.21.238,,101,,
11,,2019-10-08T18:36:18.333+03:00,GET,https://www.youtube.com/yts/jsbin/network-vflX047bV/network.js,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,4691,,,-1,0,81,-1,-1,4,-1,172.217.21.238,,86,,
12,,2019-10-08T18:36:18.345+03:00,GET,https://www.youtube.com/yts/jsbin/desktop_polymer_v2-vflY-et8S/desktop_polymer_v2.js,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,text/javascript,,,568,723946,,,-1,0,88,-1,-1,520,-1,172.217.21.238,,609,,
13,,2019-10-08T18:36:20.171+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxK.woff2,HTTP/1.1,411,0,,200,OK,HTTP/1.1,0,font/woff2,,,520,15344,,,39,0,98,1095,1131,28,0,172.217.16.131,,1299,,
14,,2019-10-08T18:36:20.302+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,415,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,15552,,,-1,0,99,-1,-1,8,-1,172.217.16.131,,108,,
15,,2019-10-08T18:36:22.399+03:00,GET,https://yt3.ggpht.com/EFIgSVkffnumk8Bns1y0rABC1IXwSnzbPymgnLjiL-Dq69-9jM17Bvsk_po20OiBqPhI4Tqr=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,475,0,,200,OK,HTTP/1.1,0,image/jpeg,,,594,1294,,,43,1,110,4437,4471,1,0,216.58.207.65,,4628,,
16,,2019-10-08T18:36:22.400+03:00,GET,https://yt3.ggpht.com/NT4l8fEwROekQhZesLUnvt5wOVz3ybUoGBES_k6I96_lbNSKN5M_VXb6kYEf_Q7T0hj9Um7qeg=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,image/jpeg,,,594,1793,,,0,1,110,3363,3398,1,0,216.58.207.65,,3512,,
17,,2019-10-08T18:36:22.409+03:00,GET,https://yt3.ggpht.com/hrzkEEgLQhkyBw3AGBKYzVpPQOeAUrO2c2P27Mr-cjXPE2763LhCKzwsE07IDh8y2BGaycFD2YI=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,478,0,,200,OK,HTTP/1.1,0,image/jpeg,,,594,1391,,,0,0,100,3367,3403,0,0,216.58.207.65,,3506,,
18,,2019-10-08T18:36:22.416+03:00,GET,https://yt3.ggpht.com/8_oN5lO7Zt19TY89MM798c20zEeJcwsK9zvvPHd3ivCH8MS_49LC9uqPutjA8MM5nEC7_a5Z=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,475,0,,200,OK,HTTP/1.1,0,image/jpeg,,,594,1523,,,0,0,78,3387,3416,0,0,216.58.207.65,,3496,,
19,,2019-10-08T18:36:22.425+03:00,GET,https://yt3.ggpht.com/5HkUAx2SOolanKFGX7Au5O84m4XbzvjpxXowcw2EYjbZmUObb_MzjZiiSDfy3z9ImpC0PCuZIB_dlPnEqQ=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,image/jpeg,,,584,1307,,,0,0,87,3396,3426,0,0,216.58.207.65,,3516,,
20,,2019-10-08T18:36:22.462+03:00,GET,https://i.ytimg.com/generate_204,HTTP/1.1,348,0,,204,No Content,HTTP/1.1,0,,,,211,0,,,31,0,83,4535,4562,0,0,172.217.23.150,,4679,,
21,,2019-10-08T18:36:22.471+03:00,GET,https://yt3.ggpht.com/Bsc6zy16yU2e0JaJauPHnUWa2yPUoxlav9jaoh6dfpIMXyyEkZx9zUjyJoPeijrjVt6FcHXAsw=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,image/jpeg,,,594,1394,,,23,0,97,4513,4546,0,0,216.58.207.65,,4668,,
22,,2019-10-08T18:36:22.500+03:00,GET,https://www.youtube.com/yts/cssbin/www-main-desktop-watch-page-skeleton-webp-vflQ9GNSj.css,HTTP/1.1,504,0,,200,OK,HTTP/1.1,0,text/css,,,561,1040,,,-1,0,87,-1,-1,0,-1,172.217.21.238,,89,,
23,,2019-10-08T18:36:22.523+03:00,GET,https://yt3.ggpht.com/gOnKa357mu2i-gRLjoit6B8D17HNvkLkFj-i84rFcNqbfDbCeViCz0D5sXKZeyE8ZA521M0ZyQ=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,image/jpeg,,,594,1276,,,-1,1,82,-1,-1,0,-1,216.58.207.65,,85,,
24,,2019-10-08T18:36:22.549+03:00,GET,https://i.ytimg.com/vi/1dBsJl6gqS4/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLAH4soO-2JG4DPVbAD0RNHX4brXAg,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,6650,,,-1,0,85,-1,-1,2,-1,172.217.23.150,,88,value,
25,,2019-10-08T18:36:22.557+03:00,GET,https://i.ytimg.com/vi/YG9A7UGBlQo/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLDksrN13rcQcZcRAJ-AmSfySGgkpQ,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,7346,,,0,1,82,110,141,4,0,172.217.23.150,,229,value,
26,,2019-10-08T18:36:22.557+03:00,GET,https://i.ytimg.com/vi/QbdMXxJeZ2Y/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLB_HQ2cvtVrlnJc__cZ_z4BnD6Vbg,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,4412,,,0,0,85,111,133,1,0,172.217.23.150,,220,value,
27,,2019-10-08T18:36:22.598+03:00,GET,https://i.ytimg.com/vi/GppsNjnAWHw/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLAWgimLL_erp3qK2yR6iN_X7idNIw,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,9338,,,0,0,92,110,136,3,0,172.217.23.150,,233,value,
28,,2019-10-08T18:36:22.642+03:00,GET,https://i.ytimg.com/vi/sCJh9YcrL3k/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLBZbhpJj04TCkUjgprTRmQwH00X_Q,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,8856,,,-1,1,85,-1,-1,27,-1,172.217.23.150,,114,value,
29,,2019-10-08T18:36:22.648+03:00,GET,https://i.ytimg.com/vi/yEKFKtrRZYM/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLAgkb1Qil4fzSEKIVLqkU9t13jsIQ,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,3516,,,-1,0,107,-1,-1,1,-1,172.217.23.150,,109,value,
30,,2019-10-08T18:36:22.649+03:00,GET,https://i.ytimg.com/vi/Q07j5AGWKGs/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLBVIzOm5krPtZu77oYMAE4Z5uoNyw,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,8778,,,-1,0,106,-1,-1,14,-1,172.217.23.150,,121,value,
31,,2019-10-08T18:36:22.660+03:00,GET,https://i.ytimg.com/vi/66Ck_5SePZg/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLCeMAaM2jGqkMYWHXrTSp8qi_L0qQ,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,7724,,,0,0,109,108,133,2,0,172.217.23.150,,246,value,
32,,2019-10-08T18:36:22.665+03:00,GET,https://i.ytimg.com/vi/RVvte5BzfQU/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLDtJaCsitCfuj1KxkbDmn4BvCpaYA,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,8190,,,0,0,106,113,138,4,0,172.217.23.150,,250,value,
33,,2019-10-08T18:36:22.700+03:00,GET,https://i.ytimg.com/vi/OCg08oS5Oq4/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLBEjHMJ8XJc5uNKBEbU7L2pRUBY1g,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,453,8904,,,-1,0,86,-1,-1,12,-1,172.217.23.150,,99,value,
34,,2019-10-08T18:36:22.763+03:00,GET,https://i.ytimg.com/vi/80Mun4AEztA/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLA3UPD9fqC6Ribo3-0wzTdkOoFylA,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,8662,,,-1,0,100,-1,-1,7,-1,172.217.23.150,,108,value,
35,,2019-10-08T18:36:22.764+03:00,GET,https://i.ytimg.com/vi/XUPbVof7uwo/hqdefault.jpg?sqp=-oaymwEYCNIBEHZIVfKriqkDCwgBFQAAiEIYAXAB&rs=AOn4CLAKOsmey8KBcXNUu8P3RO5Oal2vYA,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,image/webp,,,452,8592,,,-1,0,100,-1,-1,13,-1,172.217.23.150,,114,value,
