,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.connect,timings.receive,timings.dns,timings.wait,timings.send,timings.ssl,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-12T15:39:43.744+03:00,GET,https://www.codecademy.com/,HTTP/1.1,1176,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,894,21060,,,-1,-1,8,-1,257,0,-1,104.20.25.250,,267,,
1,,2019-10-12T15:39:44.044+03:00,GET,https://www.codecademy.com/webpack/105.b0ca2c49a6d3e4f35cbc.chunk.css,HTTP/1.1,1112,0,,200,OK,HTTP/1.1,0,text/css,,,534,1972,,,-1,-1,0,-1,129,0,-1,104.20.25.250,,130,,
2,,2019-10-12T15:39:44.045+03:00,GET,https://www.codecademy.com/webpack/7.76c67b49e29df656210e.chunk.css,HTTP/1.1,1110,0,,200,OK,HTTP/1.1,0,text/css,,,533,208,,,-1,-1,0,-1,108,0,-1,104.20.25.250,,109,,
3,,2019-10-12T15:39:44.045+03:00,GET,https://www.codecademy.com/webpack/30.5aef409b13034b8393c0.chunk.css,HTTP/1.1,1111,0,,200,OK,HTTP/1.1,0,text/css,,,533,252,,,-1,-1,0,-1,104,0,-1,104.20.25.250,,105,,
4,,2019-10-12T15:39:44.046+03:00,GET,https://www.codecademy.com/webpack/33.68bde9f8d8e049a57945.chunk.css,HTTP/1.1,1111,0,,200,OK,HTTP/1.1,0,text/css,,,533,131,,,-1,-1,0,-1,105,0,-1,104.20.25.250,,106,,
5,,2019-10-12T15:39:44.046+03:00,GET,https://www.codecademy.com/webpack/35.a5c741a5e238200f94d3.chunk.css,HTTP/1.1,1111,0,,200,OK,HTTP/1.1,0,text/css,,,534,1478,,,-1,-1,0,-1,107,0,-1,104.20.25.250,,108,,
6,,2019-10-12T15:39:44.047+03:00,GET,https://www.codecademy.com/webpack/74.4d78988499577313336d.chunk.css,HTTP/1.1,1111,0,,200,OK,HTTP/1.1,0,text/css,,,534,5181,,,-1,-1,0,-1,102,0,-1,104.20.25.250,,103,,
7,,2019-10-12T15:39:44.158+03:00,GET,https://www.codecademy.com/webpack/76.56a72f875e30b76d4158.chunk.css,HTTP/1.1,1111,0,,200,OK,HTTP/1.1,0,text/css,,,533,268,,,-1,-1,0,-1,102,0,-1,104.20.25.250,,103,,
8,,2019-10-12T15:39:44.158+03:00,GET,https://www.codecademy.com/webpack/91.4a2e66824076c2a0f6ba.chunk.css,HTTP/1.1,1111,0,,200,OK,HTTP/1.1,0,text/css,,,533,339,,,-1,-1,0,-1,101,0,-1,104.20.25.250,,102,,
9,,2019-10-12T15:39:44.158+03:00,GET,https://www.codecademy.com/webpack/111.6cc12a1df6b7ccb47bab.chunk.css,HTTP/1.1,1112,0,,200,OK,HTTP/1.1,0,text/css,,,533,461,,,-1,-1,0,-1,93,0,-1,104.20.25.250,,94,,
10,,2019-10-12T15:39:44.158+03:00,GET,https://www.codecademy.com/webpack/0.834129a31aa84bdadb07.chunk.css,HTTP/1.1,1110,0,,200,OK,HTTP/1.1,0,text/css,,,532,325,,,-1,-1,0,-1,97,0,-1,104.20.25.250,,98,,
11,,2019-10-12T15:39:44.158+03:00,GET,https://www.codecademy.com/webpack/1.c2e56ddc298af3dce9de.chunk.css,HTTP/1.1,1110,0,,200,OK,HTTP/1.1,0,text/css,,,532,147,,,-1,-1,0,-1,101,0,-1,104.20.25.250,,101,,
12,,2019-10-12T15:39:44.173+03:00,GET,https://www.codecademy.com/webpack/2.a758190cc4232e11e584.chunk.css,HTTP/1.1,1110,0,,200,OK,HTTP/1.1,0,text/css,,,532,482,,,-1,-1,0,-1,103,0,-1,104.20.25.250,,104,,
13,,2019-10-12T15:39:44.252+03:00,GET,https://www.codecademy.com/webpack/23.e061bc32eef55c23c968.chunk.css,HTTP/1.1,1111,0,,200,OK,HTTP/1.1,0,text/css,,,518,1502,,,-1,-1,0,-1,98,0,-1,104.20.25.250,,99,,
14,,2019-10-12T15:39:44.252+03:00,GET,https://www.codecademy.com/webpack/65.45214f5047bee175b0de.chunk.css,HTTP/1.1,1111,0,,200,OK,HTTP/1.1,0,text/css,,,533,249,,,-1,-1,0,-1,108,0,-1,104.20.25.250,,109,,
15,,2019-10-12T15:39:44.267+03:00,GET,https://www.codecademy.com/webpack/78.35a241d1db754e08fa68.chunk.css,HTTP/1.1,1111,0,,200,OK,HTTP/1.1,0,text/css,,,533,684,,,-1,-1,0,-1,123,0,-1,104.20.25.250,,124,,
16,,2019-10-12T15:39:44.267+03:00,GET,https://www.codecademy.com/webpack/90.d803e06b6ca2b421f9ad.chunk.css,HTTP/1.1,1111,0,,200,OK,HTTP/1.1,0,text/css,,,533,653,,,-1,-1,0,-1,100,0,-1,104.20.25.250,,101,,
17,,2019-10-12T15:39:44.267+03:00,GET,https://www.codecademy.com/webpack/110.e96df2b662230d8d1849.chunk.css,HTTP/1.1,1112,0,,200,OK,HTTP/1.1,0,text/css,,,534,1250,,,-1,-1,0,-1,102,0,-1,104.20.25.250,,103,,
18,,2019-10-12T15:39:44.283+03:00,GET,https://www.codecademy.com/webpack/157.ea4a780c80a2b836eaf7.chunk.css,HTTP/1.1,1112,0,,200,OK,HTTP/1.1,0,text/css,,,533,477,,,-1,-1,0,-1,108,0,-1,104.20.25.250,,109,,
19,,2019-10-12T15:39:44.377+03:00,GET,https://www.codecademy.com/webpack/189.517988f27f5ab80c5e96.chunk.css,HTTP/1.1,1112,0,,200,OK,HTTP/1.1,0,text/css,,,534,1124,,,-1,-1,0,-1,93,0,-1,104.20.25.250,,94,,
20,,2019-10-12T15:39:44.377+03:00,GET,https://www.codecademy.com/webpack/corporate-scenes-Landing.8e123beca1a22926b8a3.chunk.css,HTTP/1.1,1133,0,,200,OK,HTTP/1.1,0,text/css,,,534,3052,,,-1,-1,0,-1,96,0,-1,104.20.25.250,,97,,
21,,2019-10-12T15:39:44.977+03:00,GET,https://static.cloudflareinsights.com/beacon.min.js,HTTP/1.1,370,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,513,1579,,,0,855,0,69,96,0,826,104.16.95.65,,1021,,
22,,2019-10-12T15:39:45.020+03:00,GET,https://www.codecademy.com/webpack/GTMUserSignUp.072430f728649243c761.chunk.js,HTTP/1.1,1106,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,534,267,,,-1,-1,0,-1,105,0,-1,104.20.25.250,,106,,
23,,2019-10-12T15:39:45.219+03:00,POST,https://www.codecademy.com/events/ad?authentication_token=,HTTP/1.1,1228,747,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,930,41,,,-1,-1,0,-1,243,0,-1,104.20.25.250,,244,value,
24,,2019-10-12T15:39:45.222+03:00,POST,https://www.codecademy.com/events/user?authentication_token=,HTTP/1.1,1230,729,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,930,41,,,-1,-1,0,-1,214,0,-1,104.20.25.250,,215,value,
25,,2019-10-12T15:39:45.230+03:00,GET,https://www.google.com/recaptcha/api.js?onload=onloadcallback&render=explicit,HTTP/1.1,585,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,485,,,-1,-1,2,-1,93,0,-1,172.217.18.4,,96,value,
26,,2019-10-12T15:39:45.244+03:00,GET,https://cdn.segment.com/analytics.js/v1/awTEDiBEJ130cCHG1N74clKHGM3FLNzQ/analytics.min.js,HTTP/1.1,408,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,737,65949,,,0,345,333,0,157,0,312,13.226.1.80,,837,,
