,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.send,timings.wait,timings.ssl,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-09T16:09:52.905+03:00,GET,http://www.staggeringbeauty.com/,HTTP/1.1,439,0,,200,OK,HTTP/1.1,0,text/html,,,302,1193,,,165,5,421,-1,20,0,64,75.119.198.160,,676,,
1,,2019-10-09T16:09:53.654+03:00,GET,http://www.staggeringbeauty.com/lib/paper.js,HTTP/1.1,349,0,,200,OK,HTTP/1.1,0,application/javascript,,,289,57150,,,-1,4,260,-1,423,-1,-1,75.119.198.160,,689,,
2,,2019-10-09T16:09:53.664+03:00,GET,http://www.staggeringbeauty.com/lib/soundmanager2-nodebug-jsmin.js,HTTP/1.1,371,0,,200,OK,HTTP/1.1,0,application/javascript,,,317,11718,,,2,1,441,-1,16,0,33,75.119.198.160,,494,,
3,,2019-10-09T16:09:53.664+03:00,GET,http://www.staggeringbeauty.com/lib/Tween.js,HTTP/1.1,349,0,,200,OK,HTTP/1.1,0,application/javascript,,,316,2096,,,1,1,457,-1,0,0,33,75.119.198.160,,495,,
4,,2019-10-09T16:09:53.664+03:00,GET,http://www.staggeringbeauty.com/lib/traer.js,HTTP/1.1,349,0,,200,OK,HTTP/1.1,0,application/javascript,,,316,3363,,,1,1,432,-1,1,0,26,75.119.198.160,,463,,
5,,2019-10-09T16:09:53.665+03:00,GET,http://www.staggeringbeauty.com/src/jiggler.js,HTTP/1.1,351,0,,200,OK,HTTP/1.1,0,application/javascript,,,314,353,,,2,0,437,-1,0,0,37,75.119.198.160,,478,,
6,,2019-10-09T16:09:53.665+03:00,GET,http://www.staggeringbeauty.com/src/style.css,HTTP/1.1,365,0,,200,OK,HTTP/1.1,0,text/css,,,300,885,,,1,1,438,-1,0,0,33,75.119.198.160,,476,,
7,,2019-10-09T16:09:55.798+03:00,GET,https://www.google-analytics.com/ga.js,HTTP/1.1,337,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17168,,,27,1,108,1164,22,0,1199,216.58.206.14,,1359,,
8,,2019-10-09T16:09:55.969+03:00,GET,https://www.google-analytics.com/r/__utm.gif?utmwv=5.7.2&utms=1&utmn=1978991727&utmhn=www.staggeringbeauty.com&utmcs=UTF-8&utmsr=800x600&utmvp=800x600&utmsc=24-bit&utmul=en-us&utmje=0&utmfl=-&utmdt=Staggering%20Beauty&utmhid=558034929&utmr=-&utmp=%2F&utmht=1570626595961&utmac=UA-353220-16&utmcc=__utma%3D133079244.828195650.1570626596.1570626596.1570626596.1%3B%2B__utmz%3D133079244.1570626596.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&utmjid=1821511423&utmredir=1&utmu=qAAAAAAAAAAAAAAAAAAAAAAE~,HTTP/1.1,852,0,,200,OK,HTTP/1.1,0,image/gif,,,466,35,,,-1,0,102,-1,1,-1,-1,216.58.206.14,,104,value,
9,,2019-10-09T16:09:56.099+03:00,GET,http://www.staggeringbeauty.com/src/main.js,HTTP/1.1,560,0,,0,,unknown,0,,,,-1,-1,,,-1,1,0,-1,0,-1,31,75.119.198.160,,32,,No response received
