,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.receive,timings.blocked,timings.dns,timings.send,timings.ssl,timings.wait,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-11T17:51:05.145+03:00,GET,https://www.duolingo.com/,HTTP/1.1,466,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1007,2246,,,2592,14,0,127,2,2553,230,54.87.7.25,,2967,
1,,2019-10-11T17:51:06.353+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/css/ltr-f054f04e.css,HTTP/1.1,390,0,,200,OK,HTTP/1.1,0,text/css,,,523,61699,,,877,95,0,30,1,840,200,99.86.255.220,,1204,
2,,2019-10-11T17:51:06.354+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/js/vendor-76cee218.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,application/javascript,,,538,292564,,,878,329,0,30,0,841,113,99.86.255.220,,1353,
3,,2019-10-11T17:51:06.364+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/strings/en-7a122bdf.js,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,application/javascript,,,537,25480,,,889,11,0,30,0,860,193,99.86.255.220,,1124,
4,,2019-10-11T17:51:06.369+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/js/app-8308ac72.js,HTTP/1.1,373,0,,200,OK,HTTP/1.1,0,application/javascript,,,538,314477,,,893,342,0,30,1,856,104,99.86.255.220,,1372,
5,,2019-10-11T17:51:07.136+03:00,GET,https://www.duolingo.com/2017-06-30/config?_=1570805467129,HTTP/1.1,702,0,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,679,1207,,,-1,0,-1,-1,1,-1,176,54.87.7.25,,178,value
6,,2019-10-11T17:51:07.193+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/star-pattern.svg,HTTP/1.1,447,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,1333,,,-1,0,-1,-1,0,-1,91,99.86.255.220,,93,
7,,2019-10-11T17:51:07.193+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/earth-two-rings.svg,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,956,,,-1,0,-1,-1,0,-1,91,99.86.255.220,,93,
8,,2019-10-11T17:51:07.195+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/juicy-happy.svg,HTTP/1.1,446,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,2184,,,-1,1,-1,-1,0,-1,96,99.86.255.220,,98,
9,,2019-10-11T17:51:07.196+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/play-icon.svg,HTTP/1.1,444,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,249,,,-1,2,-1,-1,1,-1,96,99.86.255.220,,99,
