,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.dns,timings.send,timings.wait,timings.ssl,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-12T15:00:39.510+03:00,GET,https://www.pinterest.com/,HTTP/1.1,467,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,2605,19062,,,39,0,1996,86,2,334,1961,212.55.188.219,,2459,,
1,,2019-10-12T15:00:40.854+03:00,GET,https://i.pinimg.com/assets/js/warm.js?_=1570882685990,HTTP/1.1,372,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,490,0,,,3,0,908,25,0,55,879,212.55.188.219,,994,value,
2,,2019-10-12T15:00:44.494+03:00,GET,https://s.pinimg.com/webapp/style/common_desktop-3b101ffc8dbebcdaace1.css,HTTP/1.1,406,0,,200,OK,HTTP/1.1,0,text/css,,,505,33244,,,36,0,4543,31,1,113,4514,212.55.188.219,,4726,,
3,,2019-10-12T15:00:44.494+03:00,GET,https://s.pinimg.com/webapp/js/runtime-c6de8039928e0191aec4.mjs,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,application/javascript,,,521,17348,,,1,0,3576,0,0,93,3543,212.55.188.219,,3671,,
4,,2019-10-12T15:00:44.510+03:00,GET,https://s.pinimg.com/webapp/js/pjs-ArticlePageDesktop~AuthHomePageDesktop~BusinessAccountConvertPageDesktop~BusinessAccountCreatePageDe~462d795a-a1fbc50a198af4c5cbc3.mjs,HTTP/1.1,519,0,,200,OK,HTTP/1.1,0,application/javascript,,,521,93625,,,125,0,4559,32,0,62,4530,212.55.188.219,,4780,,
5,,2019-10-12T15:00:44.526+03:00,GET,https://s.pinimg.com/webapp/js/pjs-BusinessAccountLoginPageDesktop~FullPageSignup~LoginModal~LoginPageDesktop~LoginPageSterling~Persona~91a2a2d5-2ae9233a7ba2a7eb3a74.mjs,HTTP/1.1,519,0,,200,OK,HTTP/1.1,0,application/javascript,,,521,27309,,,17,0,4566,31,0,73,4536,212.55.188.219,,4690,,
6,,2019-10-12T15:00:44.526+03:00,GET,https://s.pinimg.com/webapp/style/gestalt-1eb6cb5ea6b63c92bf18.css,HTTP/1.1,399,0,,200,OK,HTTP/1.1,0,text/css,,,504,8497,,,2,0,4569,32,0,42,4548,212.55.188.219,,4647,,
7,,2019-10-12T15:00:44.619+03:00,GET,https://s.pinimg.com/webapp/js/pjs-BusinessAccountLoginPageDesktop~FullPageSignup~LoginModal~LoginPageDesktop~LoginPageSterling~UnauthH~ffd0224e-83a8cf53e3bba1b4acb7.mjs,HTTP/1.1,519,0,,200,OK,HTTP/1.1,0,application/javascript,,,521,21737,,,2,-1,-1,-1,0,74,-1,212.55.188.219,,77,,
8,,2019-10-12T15:00:44.666+03:00,GET,https://s.pinimg.com/webapp/js/pjs-BusinessAccountCreatePageDesktop~UnauthHome-e98b0522db29b025a1ae.mjs,HTTP/1.1,453,0,,200,OK,HTTP/1.1,0,application/javascript,,,521,16741,,,0,-1,-1,-1,0,62,-1,212.55.188.219,,63,,
9,,2019-10-12T15:00:44.713+03:00,GET,https://s.pinimg.com/webapp/js/pjs-UnauthHome-7bb9fac4bfc0dd37309e.mjs,HTTP/1.1,420,0,,200,OK,HTTP/1.1,0,application/javascript,,,521,45334,,,33,-1,-1,-1,0,49,-1,212.55.188.219,,83,,
10,,2019-10-12T15:00:44.719+03:00,GET,https://s.pinimg.com/webapp/js/pjs-locale-en_US-lite-c0c7aca3faad3000a64d.mjs,HTTP/1.1,427,0,,200,OK,HTTP/1.1,0,application/javascript,,,589,4324,,,0,-1,-1,-1,0,29,-1,212.55.188.219,,30,,
