,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.send,timings.ssl,timings.wait,timings.receive,timings.connect,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-12T08:12:49.614+03:00,GET,https://www.codecademy.com/,HTTP/1.1,1221,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,894,20673,,,-1,0,-1,243,10,-1,-1,104.20.26.250,,254,,
1,,2019-10-12T08:12:49.891+03:00,GET,https://www.codecademy.com/webpack/105.b0ca2c49a6d3e4f35cbc.chunk.css,HTTP/1.1,1157,0,,200,OK,HTTP/1.1,0,text/css,,,534,1972,,,-1,0,-1,108,0,-1,-1,104.20.26.250,,109,,
2,,2019-10-12T08:12:49.906+03:00,GET,https://www.codecademy.com/webpack/33.68bde9f8d8e049a57945.chunk.css,HTTP/1.1,1156,0,,200,OK,HTTP/1.1,0,text/css,,,533,131,,,-1,0,-1,102,0,-1,-1,104.20.26.250,,103,,
3,,2019-10-12T08:12:49.906+03:00,GET,https://www.codecademy.com/webpack/35.a5c741a5e238200f94d3.chunk.css,HTTP/1.1,1156,0,,200,OK,HTTP/1.1,0,text/css,,,534,1478,,,-1,0,-1,103,0,-1,-1,104.20.26.250,,104,,
4,,2019-10-12T08:12:49.906+03:00,GET,https://www.codecademy.com/webpack/74.4d78988499577313336d.chunk.css,HTTP/1.1,1156,0,,200,OK,HTTP/1.1,0,text/css,,,534,5181,,,-1,0,-1,106,0,-1,-1,104.20.26.250,,107,,
5,,2019-10-12T08:12:50.003+03:00,GET,https://www.codecademy.com/webpack/76.56a72f875e30b76d4158.chunk.css,HTTP/1.1,1156,0,,200,OK,HTTP/1.1,0,text/css,,,533,268,,,-1,0,-1,113,0,-1,-1,104.20.26.250,,114,,
6,,2019-10-12T08:12:50.016+03:00,GET,https://www.codecademy.com/webpack/91.4a2e66824076c2a0f6ba.chunk.css,HTTP/1.1,1156,0,,200,OK,HTTP/1.1,0,text/css,,,532,339,,,-1,0,-1,96,0,-1,-1,104.20.26.250,,97,,
7,,2019-10-12T08:12:50.017+03:00,GET,https://www.codecademy.com/webpack/111.6cc12a1df6b7ccb47bab.chunk.css,HTTP/1.1,1157,0,,200,OK,HTTP/1.1,0,text/css,,,533,461,,,-1,0,-1,96,0,-1,-1,104.20.26.250,,96,,
8,,2019-10-12T08:12:50.017+03:00,GET,https://www.codecademy.com/webpack/0.834129a31aa84bdadb07.chunk.css,HTTP/1.1,1155,0,,200,OK,HTTP/1.1,0,text/css,,,533,325,,,-1,0,-1,92,0,-1,-1,104.20.26.250,,93,,
9,,2019-10-12T08:12:50.115+03:00,GET,https://www.codecademy.com/webpack/1.c2e56ddc298af3dce9de.chunk.css,HTTP/1.1,1155,0,,200,OK,HTTP/1.1,0,text/css,,,533,147,,,-1,0,-1,98,0,-1,-1,104.20.26.250,,99,,
10,,2019-10-12T08:12:50.118+03:00,GET,https://www.codecademy.com/webpack/2.a758190cc4232e11e584.chunk.css,HTTP/1.1,1155,0,,200,OK,HTTP/1.1,0,text/css,,,533,482,,,-1,0,-1,92,0,-1,-1,104.20.26.250,,93,,
11,,2019-10-12T08:12:50.118+03:00,GET,https://www.codecademy.com/webpack/23.e061bc32eef55c23c968.chunk.css,HTTP/1.1,1156,0,,200,OK,HTTP/1.1,0,text/css,,,518,1502,,,-1,0,-1,92,0,-1,-1,104.20.26.250,,93,,
12,,2019-10-12T08:12:50.121+03:00,GET,https://www.codecademy.com/webpack/65.45214f5047bee175b0de.chunk.css,HTTP/1.1,1156,0,,200,OK,HTTP/1.1,0,text/css,,,533,249,,,-1,0,-1,98,0,-1,-1,104.20.26.250,,98,,
13,,2019-10-12T08:12:50.217+03:00,GET,https://www.codecademy.com/webpack/78.35a241d1db754e08fa68.chunk.css,HTTP/1.1,1156,0,,200,OK,HTTP/1.1,0,text/css,,,533,684,,,-1,0,-1,111,0,-1,-1,104.20.26.250,,112,,
14,,2019-10-12T08:12:50.217+03:00,GET,https://www.codecademy.com/webpack/90.d803e06b6ca2b421f9ad.chunk.css,HTTP/1.1,1156,0,,200,OK,HTTP/1.1,0,text/css,,,532,653,,,-1,0,-1,111,0,-1,-1,104.20.26.250,,112,,
15,,2019-10-12T08:12:50.218+03:00,GET,https://www.codecademy.com/webpack/110.e96df2b662230d8d1849.chunk.css,HTTP/1.1,1157,0,,200,OK,HTTP/1.1,0,text/css,,,534,1250,,,-1,0,-1,111,0,-1,-1,104.20.26.250,,112,,
16,,2019-10-12T08:12:50.222+03:00,GET,https://www.codecademy.com/webpack/157.ea4a780c80a2b836eaf7.chunk.css,HTTP/1.1,1157,0,,200,OK,HTTP/1.1,0,text/css,,,533,477,,,-1,0,-1,106,0,-1,-1,104.20.26.250,,107,,
17,,2019-10-12T08:12:50.338+03:00,GET,https://www.codecademy.com/webpack/189.517988f27f5ab80c5e96.chunk.css,HTTP/1.1,1157,0,,200,OK,HTTP/1.1,0,text/css,,,533,1124,,,-1,0,-1,90,0,-1,-1,104.20.26.250,,91,,
18,,2019-10-12T08:12:50.338+03:00,GET,https://www.codecademy.com/webpack/corporate-scenes-Landing.8e123beca1a22926b8a3.chunk.css,HTTP/1.1,1178,0,,200,OK,HTTP/1.1,0,text/css,,,534,3052,,,-1,0,-1,92,0,-1,-1,104.20.26.250,,93,,
19,,2019-10-12T08:12:51.763+03:00,GET,https://www.codecademy.com/webpack/30.5aef409b13034b8393c0.chunk.css,HTTP/1.1,1156,0,,200,OK,HTTP/1.1,0,text/css,,,533,252,,,-1,0,-1,116,0,-1,-1,104.20.26.250,,117,,
20,,2019-10-12T08:12:51.763+03:00,GET,https://www.codecademy.com/webpack/7.76c67b49e29df656210e.chunk.css,HTTP/1.1,1155,0,,200,OK,HTTP/1.1,0,text/css,,,533,208,,,-1,0,-1,113,0,-1,-1,104.20.26.250,,114,,
21,,2019-10-12T08:12:51.765+03:00,GET,https://bat.bing.com/action/0?ti=39000277&Ver=2&mid=cce4b326-aa54-5e91-d68c-341c15b1cc07&pi=0&lg=en-US&sw=800&sh=600&sc=24&tl=Learn%20to%20Code%20-%20for%20Free%20%7C%20Codecademy&p=https%3A%2F%2Fwww.codecademy.com%2F&r=&lt=5064&evt=pageLoad&msclkid=N&rn=995971,HTTP/1.1,703,0,,0,,unknown,0,,,,-1,-1,,,-1,0,-1,0,0,-1,-1,204.79.197.200,,0,value,No response received
22,,2019-10-12T08:12:51.886+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,364,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,-1,0,-1,96,29,-1,-1,216.58.206.14,,126,,
23,,2019-10-12T08:12:51.981+03:00,GET,https://www.codecademy.com/webpack/GTMUserSignUp.072430f728649243c761.chunk.js,HTTP/1.1,1151,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,534,267,,,-1,0,-1,94,0,-1,-1,104.20.26.250,,95,,
24,,2019-10-12T08:12:52.119+03:00,POST,https://www.codecademy.com/events/ad?authentication_token=,HTTP/1.1,1273,747,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,930,41,,,-1,0,-1,231,0,-1,-1,104.20.26.250,,232,value,
25,,2019-10-12T08:12:52.119+03:00,GET,https://www.google.com/recaptcha/api.js?onload=onloadcallback&render=explicit,HTTP/1.1,585,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,485,,,-1,0,-1,106,1,-1,-1,172.217.21.228,,109,value,
26,,2019-10-12T08:12:52.121+03:00,POST,https://www.codecademy.com/events/user?authentication_token=,HTTP/1.1,1275,729,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,930,41,,,-1,0,-1,218,0,-1,-1,104.20.26.250,,219,value,
27,,2019-10-12T08:12:52.248+03:00,GET,https://www.google-analytics.com/gtm/js?id=GTM-KT2Q6GQ&cid=1700087112.1570857155,HTTP/1.1,399,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,21712,,,-1,0,-1,106,38,-1,-1,216.58.206.14,,145,value,
28,,2019-10-12T08:12:52.250+03:00,GET,https://cdn.segment.com/analytics.js/v1/awTEDiBEJ130cCHG1N74clKHGM3FLNzQ/analytics.min.js,HTTP/1.1,408,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,736,65949,,,0,0,324,100,398,359,0,13.226.1.80,,859,,
29,,2019-10-12T08:12:52.250+03:00,GET,https://intljs.rmtag.com/118985.ct.js,HTTP/1.1,356,0,,200,OK,HTTP/1.1,0,application/javascript,,,550,20330,,,0,0,314,135,3,341,0,13.225.249.93,,482,,
30,,2019-10-12T08:12:52.259+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,403,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,-1,0,-1,80,157,-1,-1,172.217.22.67,,238,,
31,,2019-10-12T08:12:52.526+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6LfCUVsUAAAAAAGtvwnA5Mw4LQaaN0iA_6bF5jXe&co=aHR0cHM6Ly93d3cuY29kZWNhZGVteS5jb206NDQz&hl=en&type=image&v=xw1jR43fRSpRG88iDviKn3qM&theme=light&size=invisible&badge=bottomright&cb=8sur996ms8gh,HTTP/1.1,902,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9399,,,-1,0,-1,124,32,-1,-1,172.217.21.228,,158,value,
32,,2019-10-12T08:12:52.663+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,631,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,-1,0,-1,95,87,-1,-1,172.217.22.67,,183,,
33,,2019-10-12T08:12:52.663+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,617,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,-1,0,-1,97,68,-1,-1,172.217.22.67,,166,,
34,,2019-10-12T08:12:52.867+03:00,GET,https://www.google-analytics.com/plugins/ua/linkid.js,HTTP/1.1,372,0,,200,OK,HTTP/1.1,0,text/javascript,,,506,856,,,-1,0,-1,86,0,-1,-1,216.58.206.14,,87,,
35,,2019-10-12T08:12:52.890+03:00,GET,https://www.googletagmanager.com/gtm.js?id=GTM-KTLK85W&l=dataLayer,HTTP/1.1,385,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,26591,,,-1,0,-1,94,43,-1,-1,216.58.207.72,,137,value,
36,,2019-10-12T08:12:52.931+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,798,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,-1,0,-1,84,3,-1,-1,172.217.21.228,,88,,
37,,2019-10-12T08:12:52.932+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,810,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,-1,0,-1,93,0,-1,-1,172.217.21.228,,94,value,
38,,2019-10-12T08:12:52.941+03:00,GET,https://www.gstatic.com/recaptcha/api2/logo_48.png,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,image/png,,,458,2228,,,-1,0,-1,83,0,-1,-1,172.217.22.67,,84,,
39,,2019-10-12T08:12:52.949+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxK.woff2,HTTP/1.1,627,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,15344,,,-1,0,-1,88,11,-1,-1,172.217.21.227,,100,,
40,,2019-10-12T08:12:52.949+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,631,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,15552,,,0,0,108,81,51,133,0,172.217.21.227,,267,,
41,,2019-10-12T08:12:53.036+03:00,GET,https://assets.customer.io/assets/track.js,HTTP/1.1,361,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,1431,,,0,0,112,83,0,141,0,108.161.187.71,,225,,
