,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.ssl,timings.send,timings.dns,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time
0,,2019-10-08T16:37:07.292+03:00,GET,http://beesbeesbees.com/,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/html,,,240,494,,,131,-1,1,2,15,0,39,217.70.184.38,,190
1,,2019-10-08T16:37:07.535+03:00,GET,http://www.maxistentialism.com/bees,HTTP/1.1,476,0,,301,Moved Permanently,HTTP/1.1,0,text/html;charset=iso-8859-1,,http://www.maxistentialism.com/bees/,274,317,,,451,-1,1,1,2,0,34,66.147.242.186,,490
2,,2019-10-08T16:37:08.028+03:00,GET,http://www.maxistentialism.com/bees/,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,text/html,,,269,352,,,252,-1,1,-1,1,-1,-1,66.147.242.186,,256
3,,2019-10-08T16:37:08.325+03:00,GET,http://www.maxistentialism.com/bees/style.css,HTTP/1.1,368,0,,200,OK,HTTP/1.1,0,text/css,,,268,47,,,266,-1,0,-1,1,-1,-1,66.147.242.186,,268
4,,2019-10-08T16:37:08.332+03:00,GET,http://www.maxistentialism.com/bees/oprahbees.gif,HTTP/1.1,393,0,,200,OK,HTTP/1.1,0,image/gif,,,365,4822619,,,436,-1,0,0,2378,0,37,66.147.242.186,,2854
