,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.send,timings.dns,timings.ssl,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-08T18:25:43.950+03:00,GET,http://www.staggeringbeauty.com/,HTTP/1.1,439,0,,200,OK,HTTP/1.1,0,text/html,,,302,1193,,,993,5,2,-1,20,0,43,75.119.198.160,,1065,,
1,,2019-10-08T18:25:45.061+03:00,GET,http://www.staggeringbeauty.com/lib/paper.js,HTTP/1.1,349,0,,200,OK,HTTP/1.1,0,application/javascript,,,289,57150,,,253,6,-1,-1,417,-1,-1,75.119.198.160,,677,,
2,,2019-10-08T18:25:45.069+03:00,GET,http://www.staggeringbeauty.com/lib/Tween.js,HTTP/1.1,349,0,,200,OK,HTTP/1.1,0,application/javascript,,,316,2096,,,596,2,2,-1,1,0,30,75.119.198.160,,632,,
3,,2019-10-08T18:25:45.069+03:00,GET,http://www.staggeringbeauty.com/lib/traer.js,HTTP/1.1,349,0,,200,OK,HTTP/1.1,0,application/javascript,,,316,3363,,,596,1,1,-1,1,0,30,75.119.198.160,,632,,
4,,2019-10-08T18:25:45.071+03:00,GET,http://www.staggeringbeauty.com/lib/soundmanager2-nodebug-jsmin.js,HTTP/1.1,371,0,,200,OK,HTTP/1.1,0,application/javascript,,,317,11718,,,695,2,1,-1,2,0,30,75.119.198.160,,731,,
5,,2019-10-08T18:25:45.071+03:00,GET,http://www.staggeringbeauty.com/src/style.css,HTTP/1.1,365,0,,200,OK,HTTP/1.1,0,text/css,,,300,885,,,695,2,1,-1,0,0,29,75.119.198.160,,728,,
6,,2019-10-08T18:25:45.072+03:00,GET,http://www.staggeringbeauty.com/src/jiggler.js,HTTP/1.1,351,0,,200,OK,HTTP/1.1,0,application/javascript,,,314,353,,,598,2,0,-1,0,0,30,75.119.198.160,,631,,
7,,2019-10-08T18:25:49.770+03:00,GET,https://www.google-analytics.com/ga.js,HTTP/1.1,337,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17168,,,88,1,0,3815,31,0,3850,172.217.22.110,,3972,,
8,,2019-10-08T18:25:49.943+03:00,GET,https://www.google-analytics.com/r/__utm.gif?utmwv=5.7.2&utms=1&utmn=428241614&utmhn=www.staggeringbeauty.com&utmcs=UTF-8&utmsr=800x600&utmvp=800x600&utmsc=24-bit&utmul=en-us&utmje=0&utmfl=-&utmdt=Staggering%20Beauty&utmhid=337666601&utmr=-&utmp=%2F&utmht=1570548349931&utmac=UA-353220-16&utmcc=__utma%3D133079244.215221749.1570548350.1570548350.1570548350.1%3B%2B__utmz%3D133079244.1570548350.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&utmjid=1794571490&utmredir=1&utmu=qAAAAAAAAAAAAAAAAAAAAAAE~,HTTP/1.1,851,0,,200,OK,HTTP/1.1,0,image/gif,,,466,35,,,91,2,-1,-1,1,-1,-1,172.217.22.110,,94,value,
9,,2019-10-08T18:25:50.066+03:00,GET,http://www.staggeringbeauty.com/src/main.js,HTTP/1.1,560,0,,0,,unknown,0,,,,-1,-1,,,0,1,-1,-1,0,-1,36,75.119.198.160,,37,,No response received
