,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.receive,timings.blocked,timings.dns,timings.send,timings.ssl,timings.wait,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-08T16:17:40.014+03:00,GET,https://www.taringa.net/,HTTP/1.1,863,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,868,155522,,,-1,317,-1,-1,0,-1,855,104.16.249.39,,1174,,
1,,2019-10-08T16:17:40.952+03:00,GET,https://www.taringa.net/dist/main-5a0b0aa1fecc8daefa15.css,HTTP/1.1,788,0,,200,OK,HTTP/1.1,0,text/css; charset=UTF-8,,,869,106387,,,-1,64,-1,-1,0,-1,135,104.16.249.39,,201,,
2,,2019-10-08T16:17:41.159+03:00,GET,https://www.taringa.net/prebid2.24.0.js?v=1570465332895,HTTP/1.1,770,0,,200,OK,HTTP/1.1,0,application/javascript,,,868,69555,,,-1,19,-1,-1,0,-1,130,104.16.249.39,,150,value,
3,,2019-10-08T16:17:41.340+03:00,POST,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsvAY2y-q376cGcZp2dGdWqbLlzkHAPZ96xW4gae9Kl1Q7WqBBXHiUXnTbJu76qYGftnRzYa1Ntsi1B_l_jWHiiDXs_OWXxQ0MDKlB3fTxjqnZKXn_A&sai=AMfl-YRIRq3_nQ0jsONS1q8v2udlSVZgpJrl3soLUAlF12bh1Yrv33WOZQ2lyyDZ14k6IBU3U7E9zMpZvWXCr90CHPh2sZp_-3_kwhxIX3bMVhYd7KhiV3Pt8p4SAj0&sig=Cg0ArKJSzDeGUeRQ9ZISEAE&cid=CAASEuRoiekCp1yfmUut3CMLmDacQQ&id=ampeos&o=26,50&d=728,90&ss=800,600&bs=800,600&mcvt=20370&mtos=0,0,20370,20370,20370&tos=0,0,20370,0,0&tfs=289&tls=20659&g=100&h=100&pt=14150&tt=20659&rpt=14150&rst=1570540637425&r=de&isd=inside&msd=inside",HTTP/1.1,988,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,453,0,0,0,0,424,108,216.58.205.226,,563,value,
4,,2019-10-08T16:17:41.357+03:00,GET,https://www.taringa.net/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js,HTTP/1.1,801,0,,200,OK,HTTP/1.1,0,application/javascript,,,538,655,,,-1,0,-1,-1,0,-1,96,104.16.249.39,,97,,
5,,2019-10-08T16:17:41.454+03:00,POST,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjssufvtWxBMSzCOVIHhgK_gsV2OfRSPytIDhBGUNwfC96i_utuoVEa-CrfNMFREFuB5Pbxiqx9mUWNC8HkZbInnc9CSrPIiujHe8CSavT9PSfSkrjE4&sai=AMfl-YQ4MaAz679AvozzOZSkGhiKoZ3L_e4vESkVkv00R45tgAAM8YEekppijkBXAL0T8YmTeup07D_xwiLfE01l-ikmyY5fpjmkTsToFskxXBfMIpIkjWLxcQKbt80&sig=Cg0ArKJSzPBiDo-bpb1nEAE&cid=CAASEuRoMXRJaRGL6kV5aWswCnnE5w&id=ampeos&o=26,510&d=728,90&ss=800,600&bs=800,600&mcvt=20052&mtos=0,0,20052,20052,20052&tos=0,0,20052,0,0&tfs=481&tls=20533&g=100&h=100&pt=13689&tt=20533&rpt=13689&rst=1570540638002&r=de&isd=inside&msd=inside",HTTP/1.1,989,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,-1,0,-1,-1,0,-1,106,216.58.205.226,,107,value,
6,,2019-10-08T16:17:41.611+03:00,GET,https://sync-tm.everesttech.net/ct/upi/pid/lons7jax?redir=https%3A%2F%2Fps.eyeota.net%2Fmatch%3Fuid%3D%24%7BTM_USER_ID%7D%26bid%3D0rijhbu%26dc_rc%3D2%26dc_mr%3D5%26dc_orig%3Dr8j3b20%26&_test=XZyQfwAAAGPYyFdY,HTTP/1.1,948,0,,302,Found,HTTP/1.1,0,,,https://ps.eyeota.net/match?uid=XZyQfwAAAGPYyFdY&bid=0rijhbu&dc_rc=2&dc_mr=5&dc_orig=r8j3b20&&_test=XZyQfwAAAGPYyFdY,444,0,,,-1,0,-1,-1,0,-1,90,151.101.18.49,,91,value,
7,,2019-10-08T16:17:42.466+03:00,GET,https://connect.facebook.net/es_LA/sdk.js,HTTP/1.1,357,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,804,1778,,,408,1,0,63,0,378,104,157.240.1.23,,578,,
8,,2019-10-08T16:17:42.944+03:00,GET,https://www.taringa.net/apiv7/country/channels/popular?count=20&sort=created-desc,HTTP/1.1,872,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,689,655,,,-1,0,-1,-1,0,-1,255,104.16.249.39,,256,value,
9,,2019-10-08T16:17:42.989+03:00,GET,https://www.taringa.net/message.ogg,HTTP/1.1,769,0,,206,Partial Content,HTTP/1.1,0,audio/ogg,,,802,6638,,,-1,0,-1,-1,0,-1,1101,104.16.249.39,,1102,,
10,,2019-10-08T16:17:43.260+03:00,GET,https://api.retargetly.com/loader?id=146,HTTP/1.1,910,0,,200,OK,HTTP/1.1,0,application/javascript,,,632,2398,,,393,1,0,0,0,361,176,104.20.139.67,,571,value,
