,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.send,timings.dns,timings.wait,timings.receive,timings.connect,timings.blocked,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-12T16:00:07.903+03:00,GET,http://ww7.good-v-evil.com/,HTTP/1.1,429,0,,200,OK,HTTP/1.1,0,text/html;charset=UTF-8,,,402,4028,,,-1,6,281,287,19,72,0,199.59.242.152,,667,
1,,2019-10-12T16:00:08.649+03:00,GET,http://ww7.good-v-evil.com/px.gif?ch=1&rn=10.002894803628163,HTTP/1.1,391,0,,200,OK,HTTP/1.1,0,image/gif,,,235,42,,,-1,5,-1,175,6,-1,-1,199.59.242.152,,187,value
2,,2019-10-12T16:00:08.649+03:00,GET,http://www.google.com/adsense/domains/caf.js,HTTP/1.1,334,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,375,56267,,,-1,1,0,151,122,36,0,172.217.18.4,,312,
3,,2019-10-12T16:00:08.657+03:00,GET,http://ww7.good-v-evil.com/px.gif?ch=2&rn=10.002894803628163,HTTP/1.1,391,0,,200,OK,HTTP/1.1,0,image/gif,,,235,42,,,-1,1,2,265,0,35,0,199.59.242.152,,305,value
