,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.wait,timings.ssl,timings.send,timings.connect,timings.blocked,timings.receive,serverIPAddress,comment,time,request.queryString.name
24,,2019-10-08T16:29:22.161+03:00,GET,https://www.youtube.com/iframe_api,HTTP/1.1,353,0,,200,OK,HTTP/1.1,0,application/javascript,,,394,859,,,46,115,1427,1,1457,0,0,172.217.16.142,,1621,
25,,2019-10-08T16:29:23.098+03:00,GET,https://connect.facebook.net/en_US/sdk.js,HTTP/1.1,360,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,805,1780,,,28,106,2555,0,2573,0,1,31.13.92.14,,2710,
26,,2019-10-08T16:29:23.426+03:00,GET,https://connect.facebook.net/en_US/sdk.js?hash=ab698e903daa7d426748466a6805e9d5&ua=modern_es6,HTTP/1.1,445,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,59064,,,0,105,174,0,206,0,97,31.13.92.14,,410,value
27,,2019-10-08T16:29:25.805+03:00,GET,https://s.ytimg.com/yts/jsbin/www-widgetapi-vflLte76q/www-widgetapi.js,HTTP/1.1,389,0,,200,OK,HTTP/1.1,0,text/javascript,,,565,8697,,,33,107,3451,0,3477,0,3,172.217.18.174,,3622,
28,,2019-10-08T16:29:25.940+03:00,GET,https://www.youtube.com/embed/eMdLqaeWP-k?enablejsapi=1&origin=https%3A%2F%2Fwww.incredibox.com&widgetid=1,HTTP/1.1,578,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1078,20383,,,-1,226,-1,0,-1,-1,51,172.217.16.142,,278,value
29,,2019-10-08T16:29:26.222+03:00,GET,https://www.youtube.com/yts/cssbin/www-player-webp-vflOcA0vs.css,HTTP/1.1,560,0,,200,OK,HTTP/1.1,0,text/css,,,561,41442,,,-1,89,-1,0,-1,-1,64,172.217.16.142,,155,
30,,2019-10-08T16:29:26.322+03:00,GET,https://www.youtube.com/yts/jsbin/www-embed-player-vflZdmLhS/www-embed-player.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,39029,,,0,89,108,0,140,0,81,172.217.16.142,,312,
31,,2019-10-08T16:29:26.338+03:00,GET,https://www.youtube.com/yts/jsbin/player_ias-vflLF-qe_/en_US/base.js,HTTP/1.1,549,0,,200,OK,HTTP/1.1,0,text/javascript,,,567,393173,,,0,83,118,0,151,0,301,172.217.16.142,,537,
32,,2019-10-08T16:29:26.369+03:00,GET,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-10301455-3&cid=1128579965.1570541361&jid=620812235&_gid=1934051203.1570541361&gjid=997859399&_v=j79&z=1016751947,HTTP/1.1,536,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-10301455-3&cid=1128579965.1570541361&jid=620812235&_v=j79&z=1016751947,674,366,,,34,100,5246,1,5272,0,0,66.102.1.157,,5408,value
33,,2019-10-08T16:29:26.988+03:00,GET,https://www.youtube.com/yts/jsbin/player_ias-vflLF-qe_/en_US/remote.js,HTTP/1.1,551,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,30002,,,-1,90,-1,0,-1,-1,10,172.217.16.142,,102,
34,,2019-10-08T16:29:27.988+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,535,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1122,11784,,,35,89,4259,0,4277,0,59,31.13.92.14,,4463,value
35,,2019-10-08T16:29:29.142+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,497,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,15552,,,0,109,2044,0,2069,0,27,172.217.16.131,,2207,
36,,2019-10-08T16:29:29.156+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxK.woff2,HTTP/1.1,493,0,,200,OK,HTTP/1.1,0,font/woff2,,,520,15344,,,0,94,2058,1,2083,0,20,172.217.16.131,,2199,
37,,2019-10-08T16:29:29.195+03:00,GET,https://i.ytimg.com/vi/eMdLqaeWP-k/maxresdefault.jpg,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,image/jpeg,,,456,111026,,,43,82,2056,0,2095,0,145,172.217.23.150,,2367,
38,,2019-10-08T16:29:30.373+03:00,GET,https://googleads.g.doubleclick.net/pagead/id,HTTP/1.1,473,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://googleads.g.doubleclick.net/pagead/id?slf_rd=1,1114,0,,,0,107,3525,0,3553,0,0,216.58.205.226,,3663,
39,,2019-10-08T16:29:30.486+03:00,GET,https://googleads.g.doubleclick.net/pagead/id?slf_rd=1,HTTP/1.1,522,0,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,1282,133,,,-1,95,-1,0,-1,-1,3,216.58.205.226,,99,value
40,,2019-10-08T16:29:30.591+03:00,GET,https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-10301455-3&cid=1128579965.1570541361&jid=620812235&_v=j79&z=1016751947,HTTP/1.1,492,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://www.google.co.il/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-10301455-3&cid=1128579965.1570541361&jid=620812235&_v=j79&z=1016751947&slf_rd=1&random=1875273577,742,0,,,0,101,3743,0,3767,0,0,172.217.18.4,,3870,value
41,,2019-10-08T16:29:30.591+03:00,GET,https://www.google.com/js/bg/HrK92udDk6HoGDmAxeAPjdRCsXObyhVNLwAlDW4jykM.js,HTTP/1.1,473,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,5306,,,0,81,4076,0,4106,0,2,172.217.18.4,,4191,
42,,2019-10-08T16:29:30.820+03:00,GET,https://www.youtube.com/generate_204?kPDCFQ,HTTP/1.1,560,0,,204,No Content,HTTP/1.1,0,,,,211,0,,,-1,88,-1,1,-1,-1,0,172.217.16.142,,90,value
43,,2019-10-08T16:29:31.847+03:00,GET,https://static.doubleclick.net/instream/ad_status.js,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,29,,,30,102,4964,0,4990,0,0,172.217.16.134,,5124,
44,,2019-10-08T16:29:34.530+03:00,GET,https://www.google.co.il/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-10301455-3&cid=1128579965.1570541361&jid=620812235&_v=j79&z=1016751947&slf_rd=1&random=1875273577,HTTP/1.1,521,0,,200,OK,HTTP/1.1,0,image/gif,,,547,42,,,33,126,3652,0,3672,0,0,216.58.206.3,,3833,value
45,,2019-10-08T16:29:35.534+03:00,GET,https://yt3.ggpht.com/-sfbG8ukMi74/AAAAAAAAAAI/AAAAAAAAAAA/VBusKjuvOHY/s68-c-k-no-mo-rj-c0xffffff/photo.jpg,HTTP/1.1,541,0,,200,OK,HTTP/1.1,0,image/jpeg,,,576,2154,,,70,100,7516,0,7558,0,2,216.58.207.65,,7731,
