,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.wait,timings.ssl,timings.send,timings.connect,timings.blocked,timings.receive,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-08T16:29:15.336+03:00,GET,https://www.incredibox.com/,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,225,28014,,,167,202,1525,2,1558,0,19,163.172.54.44,,1950,
1,,2019-10-08T16:29:15.599+03:00,GET,https://www.incredibox.com/css/style.min.css,HTTP/1.1,379,0,,200,OK,HTTP/1.1,0,text/css,,,311,13693,,,-1,115,-1,0,-1,-1,0,163.172.54.44,,117,
2,,2019-10-08T16:29:15.712+03:00,GET,https://www.incredibox.com/img/home-mockup-aasl.jpg,HTTP/1.1,407,0,,200,OK,HTTP/1.1,0,image/jpeg,,,262,108304,,,-1,125,-1,1,-1,-1,69,163.172.54.44,,195,
3,,2019-10-08T16:29:15.930+03:00,GET,https://www.incredibox.com/js/libs/jquery.min.js,HTTP/1.1,368,0,,200,OK,HTTP/1.1,0,application/javascript,,,325,33225,,,-1,111,-1,0,-1,-1,4,163.172.54.44,,116,
4,,2019-10-08T16:29:16.055+03:00,GET,https://www.incredibox.com/js/site.min.js,HTTP/1.1,361,0,,200,OK,HTTP/1.1,0,application/javascript,,,325,22728,,,-1,106,-1,0,-1,-1,1,163.172.54.44,,108,
5,,2019-10-08T16:29:19.008+03:00,GET,https://www.googletagmanager.com/gtag/js?id=UA-10301455-3,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,27196,,,33,109,3332,0,3371,0,60,216.58.207.72,,3574,value
6,,2019-10-08T16:29:20.055+03:00,GET,https://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.1.0/cookieconsent.min.js,HTTP/1.1,399,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,693,6531,,,6,165,4426,1,4453,0,251,104.19.195.151,,4877,
7,,2019-10-08T16:29:20.055+03:00,GET,https://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.1.0/cookieconsent.min.css,HTTP/1.1,415,0,,200,OK,HTTP/1.1,0,text/css,,,663,1055,,,0,161,4419,1,4451,0,1,104.19.195.151,,4615,
8,,2019-10-08T16:29:20.502+03:00,GET,https://www.incredibox.com/img/menu-logo.svg,HTTP/1.1,417,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,262,4941,,,-1,105,-1,0,-1,-1,0,163.172.54.44,,107,
9,,2019-10-08T16:29:20.505+03:00,GET,https://www.incredibox.com/img/home-header2.jpg,HTTP/1.1,420,0,,200,OK,HTTP/1.1,0,image/jpeg,,,262,169169,,,0,162,136,5,166,0,225,163.172.54.44,,559,
10,,2019-10-08T16:29:20.614+03:00,GET,https://www.incredibox.com/img/home-logo.png,HTTP/1.1,417,0,,200,OK,HTTP/1.1,0,image/png,,,259,42647,,,-1,182,-1,0,-1,-1,10,163.172.54.44,,194,
11,,2019-10-08T16:29:20.642+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,364,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,0,90,1413,0,1440,0,34,172.217.22.110,,1567,
12,,2019-10-08T16:29:20.671+03:00,GET,https://www.incredibox.com/font/raleway-regular-webfont.woff,HTTP/1.1,430,0,,200,OK,HTTP/1.1,0,application/font-woff,,,271,32476,,,0,183,133,0,155,0,43,163.172.54.44,,382,
13,,2019-10-08T16:29:20.673+03:00,GET,https://www.incredibox.com/font/raleway-bold-webfont.woff,HTTP/1.1,427,0,,200,OK,HTTP/1.1,0,application/font-woff,,,271,32628,,,0,171,135,2,158,0,36,163.172.54.44,,368,
14,,2019-10-08T16:29:20.673+03:00,GET,https://www.incredibox.com/img/home-album.png,HTTP/1.1,418,0,,200,OK,HTTP/1.1,0,image/png,,,261,115850,,,0,180,135,2,159,0,164,163.172.54.44,,507,
15,,2019-10-08T16:29:20.673+03:00,GET,https://www.incredibox.com/font/raleway-semibold-webfont.woff,HTTP/1.1,431,0,,200,OK,HTTP/1.1,0,application/font-woff,,,271,31612,,,0,170,135,0,155,0,35,163.172.54.44,,363,
16,,2019-10-08T16:29:20.824+03:00,GET,https://www.incredibox.com/img/home-teaser-artwork.jpg,HTTP/1.1,427,0,,200,OK,HTTP/1.1,0,image/jpeg,,,262,148604,,,-1,115,-1,0,-1,-1,107,163.172.54.44,,224,
17,,2019-10-08T16:29:20.887+03:00,GET,https://www.incredibox.com/img/home-aasl.png,HTTP/1.1,417,0,,200,OK,HTTP/1.1,0,image/png,,,258,8327,,,-1,135,-1,0,-1,-1,0,163.172.54.44,,136,
18,,2019-10-08T16:29:20.892+03:00,GET,https://www.incredibox.com/img/home-v5-artwork1.jpg,HTTP/1.1,424,0,,200,OK,HTTP/1.1,0,image/jpeg,,,260,60844,,,-1,163,-1,0,-1,-1,69,163.172.54.44,,233,
19,,2019-10-08T16:29:20.913+03:00,GET,https://www.incredibox.com/img/home-tv-press.jpg,HTTP/1.1,496,0,,200,OK,HTTP/1.1,0,image/jpeg,,,260,30764,,,-1,118,-1,0,-1,-1,4,163.172.54.44,,123,
20,,2019-10-08T16:29:20.913+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=1036628763&t=pageview&_s=1&dl=https%3A%2F%2Fwww.incredibox.com%2F&ul=en-us&de=UTF-8&dt=Incredibox&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=IEBAAUAB~&jid=620812235&gjid=997859399&cid=1128579965.1570541361&tid=UA-10301455-3&_gid=1934051203.1570541361&_r=1&gtm=2ou9p0&z=1016751947,HTTP/1.1,687,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-10301455-3&cid=1128579965.1570541361&jid=620812235&_gid=1934051203.1570541361&gjid=997859399&_v=j79&z=1016751947,645,418,,,-1,114,-1,0,-1,-1,0,172.217.22.110,,115,value
21,,2019-10-08T16:29:20.915+03:00,GET,https://www.incredibox.com/img/home-press-logos.jpg,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,image/jpeg,,,262,115446,,,-1,149,-1,0,-1,-1,99,163.172.54.44,,249,
22,,2019-10-08T16:29:21.056+03:00,GET,https://www.incredibox.com/img/home-awards.png,HTTP/1.1,521,0,,200,OK,HTTP/1.1,0,image/png,,,259,29038,,,-1,111,-1,0,-1,-1,4,163.172.54.44,,115,
23,,2019-10-08T16:29:21.062+03:00,GET,https://www.incredibox.com/img/bt-store.png,HTTP/1.1,518,0,,200,OK,HTTP/1.1,0,image/png,,,259,16730,,,-1,113,-1,0,-1,-1,0,163.172.54.44,,114,
