,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.send,timings.ssl,timings.wait,timings.receive,timings.connect,timings.blocked,serverIPAddress,comment,time,request.queryString.name
17,,2019-10-11T14:08:08.384+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/duo-plus-fly-circle-2.svg,HTTP/1.1,456,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,529,3190,,,-1,0,-1,89,5,-1,-1,13.226.6.196,,96,
18,,2019-10-11T14:08:08.384+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/badge-app-store.svg,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,463,,,-1,0,-1,87,0,-1,-1,13.226.6.196,,88,
19,,2019-10-11T14:08:08.454+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/badge-play-store.svg,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,618,,,0,0,223,89,0,264,0,13.226.6.196,,355,
20,,2019-10-11T14:08:08.455+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/duo-traveler.svg,HTTP/1.1,447,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,529,3419,,,0,0,224,87,9,267,0,13.226.6.196,,364,
21,,2019-10-11T14:08:08.503+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/laptop-schools.svg,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,529,2078,,,-1,0,-1,88,0,-1,-1,13.226.6.196,,90,
22,,2019-10-11T14:08:08.589+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/logo-white.svg,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,993,,,-1,0,-1,100,0,-1,-1,13.226.6.196,,102,
23,,2019-10-11T14:08:08.612+03:00,GET,https://www.duolingo.com/api/1/courses/list?_=1570792088591,HTTP/1.1,765,0,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,680,2911,,,0,1,304,251,0,331,0,54.87.7.25,,585,value
24,,2019-10-11T14:08:08.870+03:00,GET,https://www.duolingo.com/gcm-service-worker.js,HTTP/1.1,754,0,,200,OK,HTTP/1.1,0,application/javascript,,,716,2449,,,-1,0,-1,168,0,-1,-1,54.87.7.25,,170,
25,,2019-10-11T14:08:08.982+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/fonts/DINNextRoundedLTPro-Bold.woff,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,binary/octet-stream,,,710,56944,,,0,0,314,91,122,339,0,13.226.6.196,,554,
26,,2019-10-11T14:08:09.204+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/fonts/DINNextRoundedLTPro-Regular.woff,HTTP/1.1,457,0,,200,OK,HTTP/1.1,0,binary/octet-stream,,,710,54921,,,-1,0,-1,87,42,-1,-1,13.226.6.196,,130,
27,,2019-10-11T14:08:09.731+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,8,1104,186,0,1136,0,52.73.238.209,,1332,
28,,2019-10-11T14:08:09.742+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,1,1105,178,0,1133,0,52.73.238.209,,1314,
29,,2019-10-11T14:08:09.743+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,0,1115,183,0,1152,0,52.73.238.209,,1337,
30,,2019-10-11T14:08:09.786+03:00,GET,https://client.perimeterx.net/PXAsQJFZ9W/main.min.js,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,618,26764,,,24,0,1598,92,62,1629,0,151.101.18.110,,1809,
31,,2019-10-11T14:08:09.798+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,57,0,1583,173,0,1612,0,52.73.238.209,,1843,
32,,2019-10-11T14:08:09.799+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,0,1171,170,0,1195,0,52.73.238.209,,1366,
33,,2019-10-11T14:08:09.925+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,-1,0,-1,173,0,-1,-1,52.73.238.209,,174,
34,,2019-10-11T14:08:09.932+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,-1,0,-1,173,0,-1,-1,52.73.238.209,,174,
35,,2019-10-11T14:08:09.932+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,-1,0,-1,174,0,-1,-1,52.73.238.209,,175,
36,,2019-10-11T14:08:09.975+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,885,,200,OK,HTTP/1.1,0,,,,358,34,,,-1,0,-1,248,0,-1,-1,52.73.238.209,,249,
37,,2019-10-11T14:08:09.977+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,886,,200,OK,HTTP/1.1,0,,,,358,34,,,-1,0,-1,286,0,-1,-1,52.73.238.209,,287,
38,,2019-10-11T14:08:10.102+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,771,,200,OK,HTTP/1.1,0,,,,358,34,,,-1,0,-1,283,0,-1,-1,52.73.238.209,,284,
39,,2019-10-11T14:08:10.110+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,827,,200,OK,HTTP/1.1,0,,,,358,34,,,-1,0,-1,280,0,-1,-1,52.73.238.209,,281,
40,,2019-10-11T14:08:10.137+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,792,,200,OK,HTTP/1.1,0,,,,358,34,,,-1,0,-1,299,0,-1,-1,52.73.238.209,,300,
41,,2019-10-11T14:08:10.230+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,819,,200,OK,HTTP/1.1,0,,,,358,34,,,-1,0,-1,229,0,-1,-1,52.73.238.209,,230,
42,,2019-10-11T14:08:10.267+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,872,,200,OK,HTTP/1.1,0,,,,358,34,,,-1,0,-1,277,0,-1,-1,52.73.238.209,,278,
43,,2019-10-11T14:08:10.390+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,871,,200,OK,HTTP/1.1,0,,,,358,34,,,-1,0,-1,280,0,-1,-1,52.73.238.209,,281,
44,,2019-10-11T14:08:11.126+03:00,POST,https://collector-pxasqjfz9w.perimeterx.net/api/v2/collector,HTTP/1.1,479,304,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,445,536,,,149,0,956,125,0,990,0,35.190.10.112,,1267,
45,,2019-10-11T14:08:11.486+03:00,GET,https://www.googletagmanager.com/gtm.js?id=GTM-TX6Z97C,HTTP/1.1,371,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,22078,,,0,0,3518,100,52,3546,0,216.58.207.72,,3699,value
