,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.receive,timings.blocked,timings.ssl,timings.dns,timings.send,timings.wait,serverIPAddress,comment,time,response._error
0,,2019-10-09T18:06:49.593+03:00,GET,https://www.linkedin.com/,HTTP/1.1,466,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,2427,8568,,,1960,30,0,1920,44,2,242,108.174.11.81,,2279,
1,,2019-10-09T18:06:51.064+03:00,GET,https://static-exp1.licdn.com/sc/h/3j6zm0c1mstkwjrb91ltlxbh5,HTTP/1.1,392,0,,200,OK,HTTP/1.1,0,text/css,,,737,14780,,,1096,1,0,1065,63,1,962,212.55.190.51,,2125,
2,,2019-10-09T18:06:51.068+03:00,GET,https://static-exp1.licdn.com/sc/h/eziq3qqkuwxrtru4bng5hejve,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,text/javascript,,,744,22839,,,1100,24,0,1060,63,0,168,212.55.190.51,,1358,
3,,2019-10-09T18:06:51.082+03:00,GET,https://static-exp1.licdn.com/sc/h/ddho7et5nifmzos8a28j4jg6j,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,text/javascript,,,774,13167,,,1115,1,0,1084,65,0,181,212.55.190.51,,1364,
4,,2019-10-09T18:06:52.079+03:00,GET,https://static-exp1.licdn.com/sc/h/dwbhts1flzdnzba22yn8887io,HTTP/1.1,448,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,665,349,,,-1,1,-1,-1,-1,1,87,212.55.190.51,,90,
5,,2019-10-09T18:06:52.338+03:00,GET,https://static-exp1.licdn.com/sc/h/1fyj4hwfi29ai78rqj069u65r,HTTP/1.1,448,0,,0,,unknown,0,,,,-1,-1,,,-1,0,-1,-1,-1,0,0,212.55.190.51,,0,No response received
6,,2019-10-09T18:06:52.342+03:00,GET,https://static-exp1.licdn.com/sc/h/44ge8ey0omn5oqp0k388nhe7g,HTTP/1.1,448,0,,0,,unknown,0,,,,-1,-1,,,-1,0,-1,-1,-1,0,0,212.55.190.51,,0,No response received
7,,2019-10-09T18:06:52.343+03:00,GET,https://static-exp1.licdn.com/sc/h/3z4gbn751g6l5onl9gg9s5ckg,HTTP/1.1,448,0,,0,,unknown,0,,,,-1,-1,,,-1,0,-1,-1,-1,0,0,212.55.190.51,,0,No response received
