,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.wait,timings.send,timings.dns,timings.ssl,serverIPAddress,comment,time
0,,2019-10-09T17:11:42.660+03:00,GET,http://beesbeesbees.com/,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/html,,,240,494,,,21,0,54,117,11,2,-1,217.70.184.38,,207
1,,2019-10-09T17:11:42.920+03:00,GET,http://www.maxistentialism.com/bees,HTTP/1.1,476,0,,301,Moved Permanently,HTTP/1.1,0,text/html;charset=iso-8859-1,,http://www.maxistentialism.com/bees/,274,317,,,7,0,29,492,1,0,-1,66.147.242.186,,530
2,,2019-10-09T17:11:43.457+03:00,GET,http://www.maxistentialism.com/bees/,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,text/html,,,269,352,,,1,-1,-1,239,5,-1,-1,66.147.242.186,,246
3,,2019-10-09T17:11:43.737+03:00,GET,http://www.maxistentialism.com/bees/style.css,HTTP/1.1,368,0,,200,OK,HTTP/1.1,0,text/css,,,268,47,,,1,-1,-1,248,1,-1,-1,66.147.242.186,,251
4,,2019-10-09T17:11:43.738+03:00,GET,http://www.maxistentialism.com/bees/oprahbees.gif,HTTP/1.1,393,0,,200,OK,HTTP/1.1,0,image/gif,,,365,4822619,,,2359,0,34,405,1,5,-1,66.147.242.186,,2806
