,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.wait,timings.dns,timings.ssl,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-09T19:10:24.220+03:00,GET,https://www.youtube.com/,HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,985,43012,,,2,166,1,4038,0,4081,653,172.217.16.142,,4904,
1,,2019-10-09T19:10:24.667+03:00,GET,https://www.youtube.com/yts/cssbin/www-main-desktop-home-page-skeleton-webp-vflFdVBW1.css,HTTP/1.1,503,0,,200,OK,HTTP/1.1,0,text/css,,,560,1308,,,1,96,0,153,0,193,10,172.217.16.142,,301,
2,,2019-10-09T19:10:24.668+03:00,GET,https://www.youtube.com/yts/cssbin/www-onepick-webp-vflsYL2Tr.css,HTTP/1.1,479,0,,200,OK,HTTP/1.1,0,text/css,,,560,329,,,1,103,0,157,0,197,2,172.217.16.142,,305,
3,,2019-10-09T19:10:24.670+03:00,GET,https://www.youtube.com/yts/jsbin/web-animations-next-lite.min-vflluX5aW/web-animations-next-lite.min.js,HTTP/1.1,503,0,,200,OK,HTTP/1.1,0,text/javascript,,,567,15742,,,2,100,0,165,0,206,76,172.217.16.142,,384,
4,,2019-10-09T19:10:24.672+03:00,GET,https://www.youtube.com/yts/jsbin/custom-elements-es5-adapter-vflsrwHZH/custom-elements-es5-adapter.js,HTTP/1.1,501,0,,200,OK,HTTP/1.1,0,text/javascript,,,564,814,,,1,160,0,158,0,198,5,172.217.16.142,,365,
5,,2019-10-09T19:10:24.675+03:00,GET,https://www.youtube.com/yts/jsbin/webcomponents-sd-vflsdda5l/webcomponents-sd.js,HTTP/1.1,479,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,21439,,,0,163,0,160,0,208,19,172.217.16.142,,391,
6,,2019-10-09T19:10:24.837+03:00,GET,https://www.youtube.com/yts/htmlbin/desktop_polymer_v2-vflAh4XU9.html,HTTP/1.1,498,0,,200,OK,HTTP/1.1,0,text/html,,,614,341855,,,0,102,-1,-1,-1,-1,348,172.217.16.142,,452,
7,,2019-10-09T19:10:24.837+03:00,GET,https://www.youtube.com/yts/jsbin/scheduler-vflhRKj4U/scheduler.js,HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,text/javascript,,,565,2595,,,0,104,-1,-1,-1,-1,1,172.217.16.142,,106,
8,,2019-10-09T19:10:24.842+03:00,GET,https://www.youtube.com/yts/jsbin/www-tampering-vflEgtWpA/www-tampering.js,HTTP/1.1,473,0,,200,OK,HTTP/1.1,0,text/javascript,,,565,3635,,,0,90,-1,-1,-1,-1,1,172.217.16.142,,93,
9,,2019-10-09T19:10:24.852+03:00,GET,https://www.youtube.com/yts/jsbin/www-prepopulator-vfl8hLntF/www-prepopulator.js,HTTP/1.1,479,0,,200,OK,HTTP/1.1,0,text/javascript,,,565,321,,,0,91,-1,-1,-1,-1,1,172.217.16.142,,93,
10,,2019-10-09T19:10:24.863+03:00,GET,https://www.youtube.com/yts/jsbin/spf-vflqCgDoF/spf.js,HTTP/1.1,453,0,,200,OK,HTTP/1.1,0,text/javascript,,,566,12228,,,0,84,-1,-1,-1,-1,11,172.217.16.142,,97,
11,,2019-10-09T19:10:24.938+03:00,GET,https://www.youtube.com/yts/jsbin/network-vflX047bV/network.js,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,text/javascript,,,565,4691,,,0,93,-1,-1,-1,-1,2,172.217.16.142,,96,
12,,2019-10-09T19:10:24.954+03:00,GET,https://www.youtube.com/yts/jsbin/desktop_polymer_v2-vflzAg4fs/desktop_polymer_v2.js,HTTP/1.1,483,0,,200,OK,HTTP/1.1,0,text/javascript,,,567,724641,,,0,104,-1,-1,-1,-1,579,172.217.16.142,,684,
13,,2019-10-09T19:10:27.219+03:00,GET,https://yt3.ggpht.com/sMwgWsx9oOWKiIUWSQsNa8KN-pQPzgmwz2l121DDeNQAv6T9xf1Kp9M0b_vNilyDuyA8c6lU=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,475,0,,200,OK,HTTP/1.1,0,image/jpeg,,,595,1294,,,2,99,0,1621,0,1722,0,216.58.210.1,,1825,
14,,2019-10-09T19:10:27.220+03:00,GET,https://yt3.ggpht.com/NT4l8fEwROekQhZesLUnvt5wOVz3ybUoGBES_k6I96_lbNSKN5M_VXb6kYEf_Q7T0hj9Um7qeg=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,image/jpeg,,,595,1793,,,3,94,0,1633,0,1734,2,216.58.210.1,,1834,
15,,2019-10-09T19:10:27.225+03:00,GET,https://yt3.ggpht.com/hrzkEEgLQhkyBw3AGBKYzVpPQOeAUrO2c2P27Mr-cjXPE2763LhCKzwsE07IDh8y2BGaycFD2YI=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,478,0,,200,OK,HTTP/1.1,0,image/jpeg,,,595,1391,,,3,93,0,1638,0,1739,2,216.58.210.1,,1839,
16,,2019-10-09T19:10:27.226+03:00,GET,https://yt3.ggpht.com/8_oN5lO7Zt19TY89MM798c20zEeJcwsK9zvvPHd3ivCH8MS_49LC9uqPutjA8MM5nEC7_a5Z=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,475,0,,200,OK,HTTP/1.1,0,image/jpeg,,,594,1523,,,0,101,0,2707,0,2751,0,216.58.210.1,,2854,
17,,2019-10-09T19:10:27.240+03:00,GET,https://yt3.ggpht.com/5HkUAx2SOolanKFGX7Au5O84m4XbzvjpxXowcw2EYjbZmUObb_MzjZiiSDfy3z9ImpC0PCuZIB_dlPnEqQ=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,image/jpeg,,,583,1307,,,1,98,0,1636,0,1755,2,216.58.210.1,,1858,
18,,2019-10-09T19:10:27.359+03:00,GET,https://www.youtube.com/yts/cssbin/www-main-desktop-watch-page-skeleton-webp-vflQ9GNSj.css,HTTP/1.1,504,0,,200,OK,HTTP/1.1,0,text/css,,,559,1040,,,0,101,-1,-1,-1,-1,0,172.217.16.142,,102,
19,,2019-10-09T19:10:27.363+03:00,GET,https://yt3.ggpht.com/dm_Dru1A-yo2BERo8uUVsMfev_hFxNv09TazxnDW3VfdTHmKol40b0ViGVtCAQIEufutMo0-=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,475,0,,200,OK,HTTP/1.1,0,image/jpeg,,,595,1276,,,0,101,-1,-1,-1,-1,0,216.58.210.1,,102,
20,,2019-10-09T19:10:28.113+03:00,GET,https://yt3.ggpht.com/Xl1-q-Tx4dcFwAS05pBM9FfTYpflort49C9SE7wDWJfVcrZbJ_lqG2YNLr3vqTpAHHwHYdUZ=s88-c-k-c0xffffffff-no-nd-rj,HTTP/1.1,475,0,,200,OK,HTTP/1.1,0,image/jpeg,,,594,1394,,,0,86,-1,-1,-1,-1,0,216.58.210.1,,88,
21,,2019-10-09T19:10:28.218+03:00,GET,https://i.ytimg.com/generate_204,HTTP/1.1,348,0,,204,No Content,HTTP/1.1,0,,,,211,0,,,0,91,0,812,0,852,0,172.217.22.54,,945,
