,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.receive,timings.connect,timings.dns,timings.send,timings.wait,timings.ssl,serverIPAddress,comment,time,request.queryString.name
11,,2019-10-09T16:50:00.400+03:00,GET,https://www.instagram.com/static/bundles/metro/LandingPage.js/0133848fb6ad.js,HTTP/1.1,523,0,,200,OK,HTTP/1.1,0,text/javascript,,,356,28874,,,-1,169,-1,-1,0,153,-1,157.240.1.174,,323,
12,,2019-10-09T16:50:00.417+03:00,GET,https://www.instagram.com/static/bundles/metro/Polyfills.js/33e6af7a86cf.js,HTTP/1.1,521,0,,200,OK,HTTP/1.1,0,text/javascript,,,356,12081,,,-1,45,-1,-1,0,105,-1,157.240.1.174,,151,
13,,2019-10-09T16:50:00.428+03:00,GET,https://www.instagram.com/static/bundles/metro/FeedPageContainer.js/30df47b0398d.js,HTTP/1.1,593,0,,200,OK,HTTP/1.1,0,text/javascript,,,357,107785,,,-1,353,-1,-1,0,102,-1,157.240.1.174,,456,
14,,2019-10-09T16:50:00.576+03:00,GET,https://www.instagram.com/static/bundles/metro/FeedPageContainer.css/a9197db45b1a.css,HTTP/1.1,595,0,,200,OK,HTTP/1.1,0,text/css,,,349,16126,,,-1,626,-1,-1,0,100,-1,157.240.1.174,,727,
15,,2019-10-09T16:50:01.006+03:00,POST,https://www.instagram.com/qp/batch_fetch_web/,HTTP/1.1,725,5193,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,2191,93,,,-1,25,-1,-1,0,210,-1,157.240.1.174,,236,
16,,2019-10-09T16:50:01.018+03:00,GET,https://www.instagram.com/static/images/homepage/screenshot1.jpg/d6bf0c928b5a.jpg,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,351,41581,,,-1,351,-1,-1,0,76,-1,157.240.1.174,,428,
17,,2019-10-09T16:50:01.019+03:00,GET,https://www.instagram.com/static/images/homepage/screenshot2.jpg/6f03eb85463c.jpg,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,351,31724,,,-1,189,-1,-1,0,80,-1,157.240.1.174,,271,
18,,2019-10-09T16:50:01.019+03:00,GET,https://www.instagram.com/static/images/homepage/screenshot3.jpg/f0c687aa6ec2.jpg,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,351,23440,,,-1,366,-1,-1,0,80,-1,157.240.1.174,,447,
19,,2019-10-09T16:50:01.020+03:00,GET,https://www.instagram.com/static/images/homepage/screenshot4.jpg/842fe5699220.jpg,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,351,26079,,,-1,14,-1,-1,0,80,-1,157.240.1.174,,95,
20,,2019-10-09T16:50:01.122+03:00,GET,https://www.instagram.com/static/images/homepage/screenshot5.jpg/0a2d3016f375.jpg,HTTP/1.1,531,0,,200,OK,HTTP/1.1,0,image/jpeg,,,351,34240,,,-1,266,-1,-1,0,87,-1,157.240.1.174,,354,
21,,2019-10-09T16:50:01.245+03:00,GET,https://www.instagram.com/static/images/appstore-install-badges/badge_ios_english-en.png/180ae7a0bcf7.png,HTTP/1.1,555,0,,200,OK,HTTP/1.1,0,image/png,,,349,3522,,,-1,93,-1,-1,0,82,-1,157.240.1.174,,176,
22,,2019-10-09T16:50:01.293+03:00,GET,https://www.instagram.com/static/bundles/metro/sprite_core_4f48d3d2062b.png/4f48d3d2062b.png,HTTP/1.1,601,0,,200,OK,HTTP/1.1,0,image/png,,,350,74401,,,-1,306,-1,-1,0,85,-1,157.240.1.174,,392,
23,,2019-10-09T16:50:01.306+03:00,GET,https://www.instagram.com/static/images/appstore-install-badges/badge_android_english-en.png/e9cd846dc748.png,HTTP/1.1,559,0,,200,OK,HTTP/1.1,0,image/png,,,349,9799,,,-1,596,-1,-1,0,95,-1,157.240.1.174,,692,
24,,2019-10-09T16:50:01.425+03:00,GET,https://www.instagram.com/static/images/homepage/home-phones.png/43cc71bb1b43.png,HTTP/1.1,584,0,,200,OK,HTTP/1.1,0,image/png,,,351,109678,,,-1,323,-1,-1,0,89,-1,157.240.1.174,,413,
25,,2019-10-09T16:50:02.515+03:00,GET,https://connect.facebook.net/en_US/sdk.js,HTTP/1.1,359,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,804,1779,,,0,1,1562,27,0,107,1532,157.240.1.23,,1699,
26,,2019-10-09T16:50:02.819+03:00,GET,https://connect.facebook.net/en_US/sdk.js?hash=e46a911bc0c78681fdff0be69d26cc11&ua=modern_es6,HTTP/1.1,443,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,819,59062,,,0,114,184,0,0,101,159,157.240.1.23,,402,value
