,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.dns,timings.send,timings.wait,timings.ssl,serverIPAddress,comment,time,request.queryString.name,response._error
10,,2019-10-11T14:10:22.078+03:00,GET,http://www.thepetitionsite.com/activist-university/wp-content/uploads/2019/08/starbucksstraw-300x185.jpg,HTTP/1.1,401,0,,200,OK,HTTP/1.1,0,image/jpeg,,,305,9822,,,1,-1,-1,-1,0,41,-1,93.184.220.110,,43,,
11,,2019-10-11T14:10:22.107+03:00,GET,http://www.thepetitionsite.com/activist-university/wp-content/uploads/2019/08/thecrown-300x185.jpg,HTTP/1.1,395,0,,200,OK,HTTP/1.1,0,image/jpeg,,,306,11073,,,3,0,20,0,0,31,-1,93.184.220.110,,56,,
12,,2019-10-11T14:10:22.125+03:00,GET,http://www.thepetitionsite.com/activist-university/wp-content/uploads/2019/08/kyloherodog-300x185.jpg,HTTP/1.1,398,0,,200,OK,HTTP/1.1,0,image/jpeg,,,306,15807,,,3,-1,-1,-1,0,33,-1,93.184.220.110,,38,,
13,,2019-10-11T14:10:22.170+03:00,GET,http://www.thepetitionsite.com/activist-university/wp-content/uploads/2019/08/catdeclawing-300x185.jpg,HTTP/1.1,399,0,,200,OK,HTTP/1.1,0,image/jpeg,,,256,10592,,,2,-1,-1,-1,0,611,-1,93.184.220.110,,614,,
14,,2019-10-11T14:10:22.170+03:00,GET,http://www.thepetitionsite.com/activist-university/wp-content/uploads/2019/08/whale-300x185.jpg,HTTP/1.1,392,0,,200,OK,HTTP/1.1,0,image/jpeg,,,256,4868,,,3,-1,-1,-1,0,609,-1,93.184.220.110,,613,,
15,,2019-10-11T14:10:22.791+03:00,GET,http://www.thepetitionsite.com/activist-university/wp-content/uploads/2019/08/carolhirst-300x185.jpg,HTTP/1.1,397,0,,200,OK,HTTP/1.1,0,image/jpeg,,,256,12748,,,97,-1,-1,-1,0,427,-1,93.184.220.110,,524,,
16,,2019-10-11T14:10:22.791+03:00,GET,https://dingo.care2.com/care2_in_the_news/YahooNewslogo.jpg,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,image/jpeg,,,353,11063,,,5,-1,-1,-1,0,94,-1,93.184.220.187,,101,,
17,,2019-10-11T14:10:22.898+03:00,GET,https://dingo.care2.com/care2_in_the_news/Billboardlogo.jpg,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,image/jpeg,,,353,56060,,,95,-1,-1,-1,0,101,-1,93.184.220.187,,197,,
18,,2019-10-11T14:10:23.103+03:00,GET,https://dingo.care2.com/care2_in_the_news/Forbeslogo.jpg,HTTP/1.1,465,0,,200,OK,HTTP/1.1,0,image/jpeg,,,352,8286,,,4,-1,-1,-1,0,112,-1,93.184.220.187,,117,,
19,,2019-10-11T14:10:23.225+03:00,GET,https://dingo.care2.com/care2_in_the_news/BostonHeraldlogo.jpg,HTTP/1.1,471,0,,200,OK,HTTP/1.1,0,image/jpeg,,,352,9482,,,3,-1,-1,-1,0,98,-1,93.184.220.187,,102,,
20,,2019-10-11T14:10:23.319+03:00,GET,https://dingo.care2.com/care2_in_the_news/heavylogo.jpg,HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,image/jpeg,,,352,4263,,,2,-1,-1,-1,0,89,-1,93.184.220.187,,92,,
21,,2019-10-11T14:10:23.335+03:00,GET,https://dingo.care2.com/care2_in_the_news/cbs-logojpg.jpg,HTTP/1.1,466,0,,200,OK,HTTP/1.1,0,image/jpeg,,,354,73493,,,51,-1,-1,-1,0,89,-1,93.184.220.187,,140,,
22,,2019-10-11T14:10:23.416+03:00,GET,https://dingo.care2.com/c2home/Xiuhtezcatl-Martinez-Earth-Guardians.jpeg,HTTP/1.1,481,0,,200,OK,HTTP/1.1,0,image/jpeg,,,241,40652,,,66,-1,-1,-1,0,101,-1,93.184.220.187,,168,,
23,,2019-10-11T14:10:23.484+03:00,GET,https://dingo.care2.com/c2home/Whitney-Clapper-Patagonia.jpeg,HTTP/1.1,470,0,,200,OK,HTTP/1.1,0,image/jpeg,,,241,34237,,,13,-1,-1,-1,0,104,-1,93.184.220.187,,118,,
24,,2019-10-11T14:10:23.593+03:00,GET,https://dingo.care2.com/c2/ani.png,HTTP/1.1,443,0,,200,OK,HTTP/1.1,0,image/png,,,351,5888,,,2,-1,-1,-1,0,93,-1,93.184.220.187,,96,,
25,,2019-10-11T14:10:23.610+03:00,GET,https://dingo.care2.com/c2/dane.png,HTTP/1.1,444,0,,200,OK,HTTP/1.1,0,image/png,,,351,5909,,,1,-1,-1,-1,0,96,-1,93.184.220.187,,99,,
26,,2019-10-11T14:10:23.665+03:00,GET,https://fonts.googleapis.com/css?family=Roboto+Condensed:700,HTTP/1.1,389,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,477,,,0,0,1809,24,0,91,1793,172.217.23.106,,1927,value,
27,,2019-10-11T14:10:24.476+03:00,GET,https://cdn.optimizely.com/js/22866392.js,HTTP/1.1,355,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,1025,125302,,,569,0,4358,25,0,393,4320,212.55.188.240,,5347,,
28,,2019-10-11T14:10:25.590+03:00,GET,https://dingo.care2.com/assets/img/care2-logo-2018.svg,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,295,3133,,,1,-1,-1,-1,0,111,-1,93.184.220.187,,113,,
29,,2019-10-11T14:10:25.594+03:00,GET,https://dingo.care2.com/c2/mobile_spotlight.jpg,HTTP/1.1,551,0,,200,OK,HTTP/1.1,0,image/jpeg,,,355,857397,,,581,-1,-1,-1,0,106,-1,93.184.220.187,,688,,
30,,2019-10-11T14:10:25.787+03:00,GET,https://dingo.care2.com/c2/care2_vid.m4v,HTTP/1.1,490,0,,206,Partial Content,HTTP/1.1,0,video/mp4,,,297,2753413,,,1750,-1,-1,-1,0,101,-1,93.184.220.187,,1852,,
31,,2019-10-11T14:10:25.805+03:00,GET,https://dingo.care2.com/assets/font/care2-icons-2019-05/care2-icons.woff,HTTP/1.1,445,0,,200,OK,HTTP/1.1,0,application/x-font-woff,,,366,13280,,,7,-1,-1,-1,0,104,-1,93.184.220.187,,113,,
32,,2019-10-11T14:10:25.931+03:00,GET,https://dingo.care2.com/assets/font/SofiaPro-Light/SofiaProLight-webfont.woff,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,application/x-font-woff,,,366,23772,,,15,-1,-1,-1,0,137,-1,93.184.220.187,,154,,
33,,2019-10-11T14:10:26.092+03:00,GET,https://dingo.care2.com/assets/font/SofiaPro-SemiBold/SofiaProSemiBold-webfont.woff,HTTP/1.1,456,0,,200,OK,HTTP/1.1,0,application/x-font-woff,,,366,25116,,,9,-1,-1,-1,0,165,-1,93.184.220.187,,175,,
34,,2019-10-11T14:10:26.948+03:00,POST,https://www.care2.com/servlets/user_login.php,HTTP/1.1,812,156,,200,OK,HTTP/1.1,0,application/json,,,635,219,,,1,0,451,0,1,269,397,8.47.77.87,,723,,
35,,2019-10-11T14:10:27.309+03:00,POST,https://www.care2.com/servlets/petitions/get_sig_counts.php,HTTP/1.1,827,1119,,200,OK,HTTP/1.1,0,application/json,,,573,391,,,0,0,420,0,276,298,362,8.47.77.87,,996,,
36,,2019-10-11T14:10:27.673+03:00,POST,https://www.care2.com/servlets/bunchball.php,HTTP/1.1,810,34,,200,OK,HTTP/1.1,0,application/json,,,322,2,,,0,0,423,0,0,233,395,8.47.77.87,,658,,
37,,2019-10-11T14:10:28.219+03:00,GET,https://dingo.care2.com/assets/img/success_icon.svg,HTTP/1.1,555,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,295,2534,,,1,-1,-1,-1,0,91,-1,93.184.220.187,,93,,
38,,2019-10-11T14:10:28.334+03:00,GET,https://platform.twitter.com/widgets.js,HTTP/1.1,353,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,507,28700,,,59,0,4607,30,4,91,4577,192.229.233.25,,4793,,
39,,2019-10-11T14:10:28.529+03:00,GET,https://platform.twitter.com/widgets/widget_iframe.e3a0e1b01ae601b6c9cf798a93ab7e69.html?origin=https%3A%2F%2Fwww.care2.com,HTTP/1.1,590,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,498,5816,,,2,-1,-1,-1,0,91,-1,192.229.233.25,,94,value,
40,,2019-10-11T14:10:30.187+03:00,GET,https://platform.twitter.com/js/button.d941c9a422e2e3faf474b82a1f39e936.js,HTTP/1.1,388,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,511,2296,,,1,-1,-1,-1,0,91,-1,192.229.233.25,,93,,
41,,2019-10-11T14:10:30.248+03:00,GET,https://a22866392.cdn.optimizely.com/client_storage/a22866392.html,HTTP/1.1,533,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,794,786,,,0,0,4200,108,1,140,4131,23.55.4.132,,4451,,
42,,2019-10-11T14:10:30.311+03:00,GET,https://www.linkedin.com/pages-extensions/FollowCompany.js?version=0.1.149,HTTP/1.1,388,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,2075,480,,,0,0,1989,28,1,215,1964,185.63.145.1,,2234,value,
43,,2019-10-11T14:10:30.345+03:00,GET,https://platform.twitter.com/widgets/follow_button.e3a0e1b01ae601b6c9cf798a93ab7e69.en.html,HTTP/1.1,558,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,499,13673,,,5,-1,-1,-1,0,94,-1,192.229.233.25,,100,,
44,,2019-10-11T14:10:30.550+03:00,GET,https://www.linkedin.com/pages-extensions/FollowCompany?id=27726&counter=right&xdOrigin=https%3A%2F%2Fwww.care2.com&xdChannel=da3a16b8-0857-48b7-9918-12740759882a&xd_origin_host=https%3A%2F%2Fwww.care2.com,HTTP/1.1,941,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,-1,0,0,-1,185.63.145.1,,0,value,No response received
45,,2019-10-11T14:10:30.982+03:00,GET,https://www.linkedin.com/pages-extensions/FollowCompany?id=27726&counter=right&xdOrigin=https%3A%2F%2Fwww.care2.com&xdChannel=da3a16b8-0857-48b7-9918-12740759882a&xd_origin_host=https%3A%2F%2Fwww.care2.com,HTTP/1.1,941,0,,200,OK,HTTP/1.1,0,text/html,,,1467,814,,,0,0,405,0,1,228,386,185.63.145.1,,636,value,
46,,2019-10-11T14:10:33.695+03:00,GET,https://syndication.twitter.com/settings,HTTP/1.1,489,0,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,595,79,,,0,0,5028,0,0,237,5001,104.244.42.72,,5267,,
47,,2019-10-11T14:10:33.940+03:00,GET,https://syndication.twitter.com/i/jot?l=%7B%22widget_origin%22%3A%22http%3A%2F%2Fwww.care2.com%2F%22%2C%22widget_frame%22%3Afalse%2C%22widget_site_screen_name%22%3A%22Care2%22%2C%22widget_creator_screen_name%22%3A%22Care2%22%2C%22language%22%3A%22en%22%2C%22message%22%3A%22l%3Awithcount%3A%22%2C%22_category_%22%3A%22tfw_client_event%22%2C%22triggered_on%22%3A1570792230626%2C%22dnt%22%3Afalse%2C%22client_version%22%3A%22708eecd%3A1570046592825%22%2C%22format_version%22%3A1%2C%22event_namespace%22%3A%7B%22client%22%3A%22tfw%22%2C%22page%22%3A%22button%22%2C%22section%22%3A%22follow%22%2C%22action%22%3A%22impression%22%7D%7D,HTTP/1.1,979,0,,200,OK,HTTP/1.1,0,image/gif;charset=utf-8,,,635,65,,,0,-1,-1,-1,0,208,-1,104.244.42.72,,209,value,
48,,2019-10-11T14:10:35.448+03:00,GET,https://static.chartbeat.com/js/chartbeat.js,HTTP/1.1,358,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,534,14107,,,30,0,8503,41,0,91,8445,13.226.0.210,,8668,,
49,,2019-10-11T14:10:35.749+03:00,POST,https://logx.optimizely.com/v1/events,HTTP/1.1,441,756,,204,No Content,HTTP/1.1,0,text/plain,,,338,0,,,0,0,5639,58,0,174,5611,34.196.66.109,,5873,,
50,,2019-10-11T14:10:37.214+03:00,GET,https://static-exp1.licdn.com/sc/p/com.linkedin.organization-guest-frontend%3Aorganization-guest-frontend-static-content%2B0.1.468/f/%2Forganization-guest-frontend%2Fstylesheets%2Fextensions%2Ffollow-company%2Fhorizontal_en_US.css,HTTP/1.1,742,0,,200,OK,HTTP/1.1,0,text/css,,,765,570,,,0,0,1477,0,1,55,1446,212.55.190.51,,1535,,
51,,2019-10-11T14:10:37.215+03:00,GET,https://static-exp1.licdn.com/sc/p/com.linkedin.organization-guest-frontend%3Aorganization-guest-frontend-static-content%2B0.1.468/f/%2Forganization-guest-frontend%2Fjavascripts%2Fextensions%2Ffollow-state.js,HTTP/1.1,705,0,,200,OK,HTTP/1.1,0,text/javascript,,,773,1356,,,0,0,5916,67,0,105,5887,212.55.190.51,,6090,,
52,,2019-10-11T14:10:40.039+03:00,GET,https://ping.chartbeat.net/ping?h=care2.com&p=%2F&u=DOOrbeCN3Z9VCSUPUH&d=care2.com&g=62058&g0=No%20Section&g1=No%20Author&n=1&f=00001&c=0&x=0&m=0&y=4099&o=779&w=600&j=45&R=1&W=0&I=0&E=0&e=0&r=&b=18963&t=D3ujftC1pYvxBAId6YCtlSFfDjNjrK&V=116&i=Care2%20is%20the%20world%27s%20largest%20social%20network%20for%20good%2C%20a%20community%20of%20over%2040%20million%20people%20standing&tz=-180&sn=1&sv=Cg3EoICG_BOrkkXyUndEv7CDwv-J&sd=1&im=066bff73&_,HTTP/1.1,792,0,,200,OK,HTTP/1.1,0,image/gif,,,209,43,,,0,0,4384,29,0,180,4358,34.200.13.171,,4595,value,
53,,2019-10-11T14:10:41.113+03:00,GET,https://platform.linkedin.com/xdoor/scripts/in.js,HTTP/1.1,715,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,437,55596,,,55,-1,-1,-1,0,208,-1,104.98.227.145,,264,,
54,,2019-10-11T14:10:41.180+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,359,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,27,0,14899,0,0,95,14781,216.58.206.14,,15023,,
55,,2019-10-11T14:10:41.364+03:00,GET,https://www.google-analytics.com/collect?v=1&_v=j79&a=487661885&t=pageview&_s=1&dl=https%3A%2F%2Fwww.care2.com%2F&ul=en-us&de=UTF-8&dt=Care2%20is%20the%20world%27s%20largest%20social%20network%20for%20good%2C%20a%20community%20of%20over%2040%20million%20people%20standing%20together%2C%20starting%20petitions%20and%20sharing%20stories%20that%20inspire%20action.&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=IGBAgAAB~&jid=1552265541&gjid=1938709347&cid=1779081535.1570792241&tid=UA-7779329-1&_gid=1771090088.1570792241&z=283357256,HTTP/1.1,874,0,,200,OK,HTTP/1.1,0,image/gif,,,479,35,,,0,-1,-1,-1,0,93,-1,216.58.206.14,,94,value,
56,,2019-10-11T14:10:42.966+03:00,GET,https://stats.g.doubleclick.net/r/collect?t=dc&aip=1&_r=3&v=1&_v=j79&tid=UA-7779329-1&cid=1779081535.1570792241&jid=1552265541&gjid=1938709347&_gid=1771090088.1570792241&_u=IGBAgAAB~&z=1181587154,HTTP/1.1,545,0,,200,OK,HTTP/1.1,0,image/gif,,,539,35,,,0,0,1559,31,0,112,1520,74.125.140.157,,1704,value,
57,,2019-10-11T14:10:43.668+03:00,GET,https://connect.facebook.net/en_IL/sdk.js,HTTP/1.1,355,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,805,1779,,,3,0,2494,23,0,110,2461,157.240.1.23,,2632,,
58,,2019-10-11T14:10:44.016+03:00,GET,https://connect.facebook.net/en_US/sdk.js?hash=5d1e555ceced730255952bad92bd6aa4&ua=modern_es6,HTTP/1.1,435,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,59080,,,93,0,217,0,0,97,189,157.240.1.23,,408,value,
