,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.ssl,timings.send,timings.wait,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-11T17:30:01.045+03:00,GET,http://orteil.dashnet.org/cookieclicker/,HTTP/1.1,441,0,,307,Temporary Redirect,HTTP/1.1,0,text/html,,http://orteil.dashnet.org/cookieclicker/?__r=1.93ace9b56f292070a51d258b1e63838d,413,116,,,2,-1,4,151,18,0,53,213.186.33.107,,230,,
1,,2019-10-11T17:30:01.338+03:00,GET,http://orteil.dashnet.org/cookieclicker/?__r=1.93ace9b56f292070a51d258b1e63838d,HTTP/1.1,480,0,,307,Temporary Redirect,HTTP/1.1,0,text/html,,http://orteil.dashnet.org/cookieclicker/,447,116,,,-1,-1,2,115,1,-1,-1,213.186.33.107,,118,value,
2,,2019-10-11T17:30:01.462+03:00,GET,http://orteil.dashnet.org/cookieclicker/,HTTP/1.1,489,0,,200,OK,HTTP/1.1,0,text/html,,,352,3926,,,-1,-1,0,113,3,-1,-1,213.186.33.107,,118,,
3,,2019-10-11T17:30:01.608+03:00,GET,http://orteil.dashnet.org/cookieclicker/showads.js,HTTP/1.1,428,0,,200,OK,HTTP/1.1,0,application/javascript,,,482,198,,,-1,-1,0,103,0,-1,-1,213.186.33.107,,104,,
4,,2019-10-11T17:30:01.610+03:00,GET,http://orteil.dashnet.org/cookieclicker/style.css?v=2.050,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,text/css,,,470,12239,,,3,-1,0,143,1,0,37,213.186.33.107,,187,value,
5,,2019-10-11T17:30:01.613+03:00,GET,http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js,HTTP/1.1,379,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,536,36826,,,3,-1,2,132,86,0,31,172.217.22.2,,256,,
6,,2019-10-11T17:30:01.614+03:00,GET,http://orteil.dashnet.org/cookieclicker/main.js?v=2.06,HTTP/1.1,432,0,,200,OK,HTTP/1.1,0,application/javascript,,,485,197309,,,1,-1,3,116,226,0,32,213.186.33.107,,381,value,
7,,2019-10-11T17:30:01.615+03:00,GET,http://orteil.dashnet.org/cookieclicker/base64.js,HTTP/1.1,427,0,,200,OK,HTTP/1.1,0,application/javascript,,,482,931,,,0,-1,3,131,0,0,32,213.186.33.107,,168,,
8,,2019-10-11T17:30:03.881+03:00,GET,"https://fonts.googleapis.com/css?family=Merriweather:900&subset=latin,latin-ext",HTTP/1.1,426,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,431,,,4,2201,2,109,0,0,2232,172.217.23.138,,2348,value,
9,,2019-10-11T17:30:03.945+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js,HTTP/1.1,394,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,893,36828,,,1,2267,1,110,79,0,2297,172.217.22.2,,2489,,
10,,2019-10-11T17:30:04.828+03:00,GET,https://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/1.0.9/cookieconsent.min.js,HTTP/1.1,387,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,693,1726,,,33,3151,0,174,0,0,3177,104.19.195.151,,3387,,
11,,2019-10-11T17:30:05.048+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/darkNoise.jpg,HTTP/1.1,488,0,,200,OK,HTTP/1.1,0,image/jpeg,,,431,9906,,,-1,-1,0,382,1023,-1,-1,213.186.33.107,,1405,,
12,,2019-10-11T17:30:05.051+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/darkNoiseTopBar.jpg,HTTP/1.1,494,0,,200,OK,HTTP/1.1,0,image/jpeg,,,430,2226,,,-1,-1,0,383,1,-1,-1,213.186.33.107,,385,,
13,,2019-10-11T17:30:05.051+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/discord.png,HTTP/1.1,469,0,,200,OK,HTTP/1.1,0,image/png,,,423,2357,,,-1,-1,0,128,1,-1,-1,213.186.33.107,,130,,
14,,2019-10-11T17:30:05.052+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/weeHoodie.png,HTTP/1.1,471,0,,200,OK,HTTP/1.1,0,image/png,,,423,2651,,,-1,-1,0,139,1,-1,-1,213.186.33.107,,141,,
15,,2019-10-11T17:30:05.053+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/patreon.png,HTTP/1.1,469,0,,200,OK,HTTP/1.1,0,image/png,,,423,2413,,,0,-1,0,132,1,0,68,213.186.33.107,,203,,
16,,2019-10-11T17:30:05.054+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/shadedBorders.png,HTTP/1.1,492,0,,200,OK,HTTP/1.1,0,image/png,,,423,12180,,,0,-1,0,128,3,0,67,213.186.33.107,,201,,
17,,2019-10-11T17:30:05.257+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/spinnyBig.png,HTTP/1.1,488,0,,200,OK,HTTP/1.1,0,image/png,,,423,5400,,,-1,-1,0,90,0,-1,-1,213.186.33.107,,92,,
18,,2019-10-11T17:30:05.301+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/spinnySmall.png,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/png,,,423,2812,,,-1,-1,0,106,0,-1,-1,213.186.33.107,,107,,
19,,2019-10-11T17:30:05.386+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/goldCookie.png,HTTP/1.1,489,0,,200,OK,HTTP/1.1,0,image/png,,,423,4099,,,-1,-1,0,102,1,-1,-1,213.186.33.107,,104,,
