,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.send,timings.dns,timings.wait,timings.connect,timings.blocked,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
45,,2019-10-08T20:01:58.236+03:00,GET,https://www.google.com/pagead/1p-user-list/861461659/?random=1570554117890&cv=9&fst=1570554000000&num=1&guid=ON&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_his=2&u_tz=180&u_java=false&u_nplug=0&u_nmime=0&gtm=2wg9p0&sendb=1&frm=0&url=https%3A%2F%2Fwww.codecademy.com%2F&tiba=Learn%20to%20Code%20-%20for%20Free%20%7C%20Codecademy&async=1&fmt=3&is_vtc=1&random=4047750844&resp=GooglemKTybQhCsO&rmt_tld=0&ipr=y,HTTP/1.1,950,0,,200,OK,HTTP/1.1,0,image/gif,,,610,42,,,-1,0,-1,108,-1,-1,0,172.217.18.4,,109,value,
46,,2019-10-08T20:01:58.237+03:00,GET,https://static.hotjar.com/c/hotjar-451715.js?sv=5,HTTP/1.1,368,0,,200,OK,HTTP/1.1,0,application/javascript,,,613,2279,,,342,0,0,98,361,0,0,147.75.33.59,,459,value,
47,,2019-10-08T20:01:58.245+03:00,POST,https://rs.fullstory.com/rec/bundle?OrgId=P1PZM&UserId=5877477974769664&SessionId=5767681447591936&PageId=5404045004800000&Seq=2&PageStart=1570555152295&PrevBundleTime=1570555152830&DeltaT=8007,HTTP/1.1,595,38837,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,337,29,,,300,11,0,331,324,0,0,35.186.194.58,,667,value,
48,,2019-10-08T20:01:58.256+03:00,POST,https://rs.fullstory.com/rec/page,HTTP/1.1,433,280,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,338,914,,,302,0,0,426,329,0,0,35.186.194.58,,756,,
49,,2019-10-08T20:01:58.288+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,631,0,,200,OK,HTTP/1.1,0,text/css,,,506,91705,,,-1,3,-1,82,-1,-1,53,172.217.22.35,,139,,
50,,2019-10-08T20:01:58.289+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,617,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,92207,,,-1,0,-1,78,-1,-1,159,172.217.22.35,,238,,
51,,2019-10-08T20:01:58.318+03:00,GET,https://connect.facebook.net/signals/config/1036078779778355?v=2.9.4&r=stable,HTTP/1.1,396,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1073,79816,,,-1,0,-1,95,-1,-1,145,31.13.92.14,,241,value,
52,,2019-10-08T20:01:58.339+03:00,GET,https://bat.bing.com/action/0?ti=39000277&Ver=2&mid=69e2080c-8455-3679-6e4c-a068baf641b7&pi=0&lg=en-US&sw=800&sh=600&sc=24&tl=Learn%20to%20Code%20-%20for%20Free%20%7C%20Codecademy&p=https%3A%2F%2Fwww.codecademy.com%2F&r=&lt=3275&evt=pageLoad&msclkid=N&rn=719093,HTTP/1.1,703,0,,204,No Content,HTTP/1.1,0,,,,300,0,,,-1,0,-1,104,-1,-1,0,204.79.197.200,,105,value,
53,,2019-10-08T20:01:58.573+03:00,GET,https://www.google.com/js/bg/SYFE8HXf9-G0ubHoDgAksvOZrafCUQzClDxzbSmfkZk.js,HTTP/1.1,798,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5306,,,-1,0,-1,89,-1,-1,3,172.217.18.4,,93,,
54,,2019-10-08T20:01:58.574+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,810,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,-1,0,-1,109,-1,-1,0,172.217.18.4,,110,value,
55,,2019-10-08T20:01:58.583+03:00,GET,https://script.hotjar.com/modules.a9bba3851ad49b2c38e7.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,application/javascript,,,482,74019,,,203,0,0,98,238,0,146,147.75.84.99,,483,,
56,,2019-10-08T20:01:58.602+03:00,GET,https://connect.facebook.net/signals/plugins/inferredEvents.js?v=2.9.4,HTTP/1.1,389,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,578,10218,,,-1,0,-1,101,-1,-1,5,31.13.92.14,,107,value,
57,,2019-10-08T20:01:58.620+03:00,GET,https://vars.hotjar.com/box-90f3a29ef7448451db5af955688970d7.html,HTTP/1.1,537,0,,200,OK,HTTP/1.1,0,text/html,,,435,787,,,189,0,0,94,221,0,0,147.75.85.25,,316,,
58,,2019-10-08T20:01:58.713+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6LfCUVsUAAAAAAGtvwnA5Mw4LQaaN0iA_6bF5jXe&cb=meiqnbyi9x79,HTTP/1.1,797,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1122,,,-1,0,-1,112,-1,-1,1,172.217.18.4,,114,value,
59,,2019-10-08T20:01:58.764+03:00,POST,https://rs.fullstory.com/rec/bundle?OrgId=P1PZM&UserId=5877477974769664&SessionId=5767681447591936&PageId=5982866523324416&Seq=1&PageStart=1570555161054&PrevBundleTime=0,HTTP/1.1,571,28979,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,337,29,,,-1,10,-1,341,-1,-1,0,35.186.194.58,,352,value,
60,,2019-10-08T20:01:58.785+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,92207,,,-1,0,-1,71,-1,-1,52,172.217.22.35,,123,,
61,,2019-10-08T20:01:59.326+03:00,GET,https://ut.ra.linksynergy.com/t?tp=pv&tsq=&sid=118985&uid=1570554092403.1311508925.691998.118985.1226857004.&jsv=b.3.001%3Ac.3.001%3As.3.001&uts=1&tfs=1084951&uvc=1&pgc=2&lig=2&tpd=%7C&tvd=%3A&prtcl=https%3A&ppth=%2F&pgn=&sby=www.codecademy.com&sus=1&gdpr=00e0%3Ac66ea480-daf5-45f7-8a1d-8d595f0f7145&chn=1&rmch=ra,HTTP/1.1,747,0,,200,OK,HTTP/1.1,0,image/gif,,,294,37,,,-1,0,-1,97,-1,-1,0,35.241.23.116,,98,value,
62,,2019-10-08T20:01:59.372+03:00,POST,https://www.google.com/recaptcha/api2/reload?k=6LfCUVsUAAAAAAGtvwnA5Mw4LQaaN0iA_6bF5jXe,HTTP/1.1,820,4517,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,466,10181,,,-1,1,-1,171,-1,-1,14,172.217.18.4,,186,value,
63,,2019-10-08T20:01:59.541+03:00,GET,https://idsync.rlcdn.com/458359.gif?partner_uid=*RMUID*,HTTP/1.1,505,0,,200,OK,HTTP/1.1,0,image/gif,,,562,42,,,246,0,0,193,269,0,0,35.190.72.21,,464,value,
64,,2019-10-08T20:01:59.567+03:00,GET,https://www.gstatic.com/recaptcha/api2/refresh_2x.png,HTTP/1.1,464,0,,200,OK,HTTP/1.1,0,image/png,,,458,600,,,-1,0,-1,106,-1,-1,0,172.217.22.35,,106,,
65,,2019-10-08T20:01:59.581+03:00,GET,https://www.google.com/recaptcha/api2/payload?p=06AOLTBLRCE0TsKLywAcWdfeX1YNFax3Xv9-KeLLOm0mPbi23b5_D2K6EToH-TCu2TBfYQolwwV9SRCzG5CwLlkVeB-f-YqYZaKKW7X9atHQGd9JtNDe6-a4G2NCcLf8k1nnjqAiM6RuBLRpRCe7IHXrrDBO0keqKbcHgFUnJRKAWO67NQhXdUte0&k=6LfCUVsUAAAAAAGtvwnA5Mw4LQaaN0iA_6bF5jXe,HTTP/1.1,930,0,,200,OK,HTTP/1.1,0,image/jpeg,,,417,39452,,,-1,0,-1,109,-1,-1,59,172.217.18.4,,169,value,
66,,2019-10-08T20:02:01.316+03:00,GET,https://www.facebook.com/tr/?id=1036078779778355&ev=PageView&dl=https%3A%2F%2Fwww.codecademy.com%2F&rl=&if=false&ts=1570554119280&sw=800&sh=600&v=2.9.4&r=stable&ec=0&o=158&fbp=fb.1.1570554119279.1541089999&it=1570554118316&coo=false&rqm=GET,HTTP/1.1,595,0,,200,OK,HTTP/1.1,0,image/gif,,,499,44,,,1960,0,39,97,1992,0,0,31.13.92.36,,2130,value,
67,,2019-10-08T20:02:01.317+03:00,GET,https://www.facebook.com/tr/?id=1036078779778355&ev=Microdata&dl=https%3A%2F%2Fwww.codecademy.com%2F&rl=&if=false&ts=1570554119785&cd[DataLayer]=%5B%5D&cd[Meta]=%7B%22title%22%3A%22Learn%20to%20Code%20-%20for%20Free%20%7C%20Codecademy%22%2C%22meta%3Adescription%22%3A%22Learn%20the%20technical%20skills%20you%20need%20for%20the%20job%20you%20want.%20As%20leaders%20in%20online%20education%20and%20learning%20to%20code%2C%20we%E2%80%99ve%20taught%20over%2045%20million%20people%20using%20a%20tested%20curriculum%20and%20an%20interactive%20learning%20environment.%20Start%20with%20HTML%2C%20CSS%2C%20JavaScript%2C%20SQL%2C%20Python%2C%20Data%20Science%2C%20and%20more.%20%22%2C%22meta%3Akeywords%22%3A%22%22%7D&cd[OpenGraph]=%7B%22og%3Aurl%22%3A%22https%3A%2F%2Fwww.codecademy.com%2F%22%2C%22og%3Asite_name%22%3A%22Codecademy%22%2C%22og%3Atype%22%3A%22article%22%2C%22og%3Atitle%22%3A%22Learn%20to%20Code%20-%20for%20Free%20%7C%20Codecademy%22%2C%22og%3Adescription%22%3A%22Learn%20the%20technical%20skills%20you%20need%20for%20the%20job%20you%20want.%20As%20leaders%20in%20online%20education%20and%20learning%20to%20code%2C%20we%E2%80%99ve%20taught%20over%2045%20million%20people%20using%20a%20tested%20curriculum%20and%20an%20interactive%20learning%20environment.%20Start%20with%20HTML%2C%20CSS%2C%20JavaScript%2C%20SQL%2C%20Python%2C%20Data%20Science%2C%20and%20more.%20%22%2C%22og%3Arich_attachment%22%3A%22true%22%2C%22og%3Aimage%22%3A%22https%3A%2F%2Fwww.codecademy.com%2Fassets%2Flogo-codecademy-social-abfd8450722d675bddedde689f8af624.png%22%7D&cd[Schema.org]=%5B%5D&cd[JSON-LD]=%5B%5D&sw=800&sh=600&v=2.9.4&r=stable&ec=1&o=158&fbp=fb.1.1570554119279.1541089999&it=1570554118316&coo=false&es=automatic&rqm=GET,HTTP/1.1,2070,0,,200,OK,HTTP/1.1,0,image/gif,,,499,44,,,1502,0,0,94,1527,0,0,31.13.92.36,,1623,value,
68,,2019-10-08T20:02:01.455+03:00,POST,https://www.codecademy.com/cdn-cgi/beacon/performance?req_id=5229c75f5e64e60c,HTTP/1.1,1350,41372,,0,,unknown,0,,,,-1,-1,,,-1,26,-1,0,-1,-1,0,104.20.25.250,,26,value,No response received
