,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.dns,timings.ssl,timings.send,timings.wait,serverIPAddress,comment,time,request.queryString.name,response._error
30,,2019-10-12T16:15:09.737+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,410,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,161,0,149,0,116,0,111,172.217.22.98,,423,,
31,,2019-10-12T16:15:09.933+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,562,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,894,7402,,,5,0,3108,0,3080,0,95,216.58.210.2,,3212,,
32,,2019-10-12T16:15:10.072+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-8783609410325228&output=html&h=600&twa=1&slotname=8109438796&adk=3427189877&adf=460500715&w=255&fwrn=4&fwrnh=100&lmt=1570883677&guci=2.2.0.0.2.2.0.0&format=255x600&url=http%3A%2F%2Fwww.foddy.net%2F2010%2F10%2Fqwop%2F&flash=0&fwr=0&rh=600&rw=255&wgl=1&adsid=NT&dt=1570886106802&bpp=23&bdt=3174&fdt=3229&idt=3230&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&correlator=4531052686269&frm=20&pv=2&ga_vid=1774223959.1570886110&ga_sid=1570886110&ga_hid=1505323081&ga_fc=0&iag=0&icsg=16299&dssz=10&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=523&ady=994&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064715%2C151527022%2C151527222&oid=3&pvsid=2473422207904278&pem=712&rx=0&eae=0&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CleEbr%7C&abl=CS&pfx=0&fu=16&bc=23&ifi=1&uci=1.grh747qm909u&fsb=1&xpc=WYXLwBWXSL&p=http%3A//www.foddy.net&dtd=3257,HTTP/1.1,1453,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,931,19474,,,28,-1,-1,-1,-1,0,482,216.58.210.2,,511,value,
33,,2019-10-12T16:15:10.241+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-8783609410325228&output=html&adk=1812271804&adf=3025194257&lmt=1570883677&plat=1%3A8%2C2%3A16777224%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=http%3A%2F%2Fwww.foddy.net%2F2010%2F10%2Fqwop%2F&ea=0&flash=0&pra=7&wgl=1&adsid=NT&dt=1570886106825&bpp=9&bdt=3197&fdt=3253&idt=3254&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=255x600&nras=1&correlator=4531052686269&frm=20&pv=1&ga_vid=1774223959.1570886110&ga_sid=1570886110&ga_hid=1505323081&ga_fc=0&iag=0&icsg=49067&dssz=11&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=779&bih=600&scr_x=0&scr_y=0&eid=21064715%2C151527022%2C151527222&oid=3&pvsid=2473422207904278&pem=712&rx=0&eae=2&fc=912&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=16&bc=23&ifi=1&uci=1.514lcaxyo9jh&fsb=1&dtd=3260,HTTP/1.1,1448,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,905,0,,,0,0,141,0,113,1,96,216.58.210.2,,239,value,
34,,2019-10-12T16:15:10.318+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=www.foddy.net,HTTP/1.1,395,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,0,3515,0,3483,0,94,172.217.22.98,,3611,value,
35,,2019-10-12T16:15:10.575+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=CdudQ9NWhXayiGcbk3wOa8o-gCMCOhdlY36CH-74HFBABIK6Myilg-br0g5wQoAH_24rIA8gBAqgDAcgDyQSqBK4BT9C1nC5Yr4ueHZrU-ZTiDv4lcdqP8BSM4ovbrVVRflrrT1JYSzNCYx8bnzXokOiPKt1sFxxfvrR-wwc2lqBbn9AYRwK2xXzj9IOiaGsi9AmoDrcoTWOkMWbeAB6BYL-voIpEEDkDv20ObwtvXzZbl1LmsxnzxHTVuAkFaqILJQWIX4URKHsvrT8MjUYZY4GjJIYtDVtsYzruj3USYfcj3dqdIoPsF8FJ6VOvAyuCwATQnZeN7wGSBQQIBBgBkgUECAUYBJIFBAgFGBiSBQUIBRioAaAGAoAHhvOcCagHjs4bqAfVyRuoB8HTG6gHhdQbqAeB1BuoB4LUG6gHhtQbqAeE1BuoB5PYG6gH4NMbqAe6BqgH2csbqAfPzBuoB6a-G9gHAfIHBBDCiRjSCAcIgGEQARgegAoB2BMM&sigh=abr7IP0I6cw&tpd=AGWhJmvsFLTDYG83BFwHkNuaD_yTjn8p35j-T8PcqGAaSJ7YTg,HTTP/1.1,1941,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1114,0,,,0,-1,-1,-1,-1,1,93,216.58.210.2,,94,value,
36,,2019-10-12T16:15:12.605+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,1353,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29542,,,72,0,2025,0,1996,1,125,172.217.18.2,,2224,value,
37,,2019-10-12T16:15:12.626+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,404,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29055,,,67,0,2547,0,2513,0,121,172.217.18.2,,2738,value,
38,,2019-10-12T16:15:13.302+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/abg_lite.js,HTTP/1.1,1341,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,11455,,,24,0,2730,0,2702,2,95,216.58.207.65,,2853,,
39,,2019-10-12T16:15:13.302+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/m_js_controller.js,HTTP/1.1,1355,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,680,14391,,,33,0,2734,0,2712,0,111,216.58.207.65,,2881,,
40,,2019-10-12T16:15:13.333+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/qs_click_protection.js,HTTP/1.1,1359,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,5132,,,2,0,2768,0,2735,1,101,216.58.207.65,,2874,,
41,,2019-10-12T16:15:13.333+03:00,GET,https://tpc.googlesyndication.com/daca_images/simgad/5423163905703172659,HTTP/1.1,1374,0,,200,OK,HTTP/1.1,0,image/png,,,546,41886,,,76,0,2762,0,2732,0,99,216.58.207.65,,2939,,
42,,2019-10-12T16:15:13.371+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1352,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,1044,,,0,0,2791,0,2766,1,94,216.58.207.65,,2888,,
43,,2019-10-12T16:15:13.456+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/s?v=r20120211,HTTP/1.1,1558,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,608,145,,,0,-1,-1,-1,-1,0,91,216.58.210.2,,93,value,
44,,2019-10-12T16:15:13.577+03:00,GET,https://pagead2.googlesyndication.com/bg/aPEEM9OJ9hGaYafZgWtx3Nc8atx1tS31xt75J5Meqn4.js,HTTP/1.1,1353,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,-1,-1,0,0,172.217.22.98,,0,,No response received
