,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.dns,timings.wait,timings.ssl,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-09T16:15:54.518+03:00,GET,https://bcp.crwdcntrl.net/5/c=6746/rand=444654452/pv=y/cmp=1/cmpto=250/int=%23OpR%2365809%23www.taringa.net%20%3A%20Total%20Site%20Traffic/int=%23OpR%2350186%23www.taringa.net%20%3A%20Total%20Site%20Traffic/rt=ifr,HTTP/1.1,1008,0,,200,OK,HTTP/1.1,0,text/html;charset=UTF-8,,,982,578,,,0,-1,351,-1,-1,-1,0,13.228.66.169,,352,,
1,,2019-10-09T16:15:54.526+03:00,GET,https://www.taringa.net/,HTTP/1.1,865,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,868,17109,,,0,-1,499,-1,-1,-1,14,104.16.249.39,,514,,
2,,2019-10-09T16:15:54.533+03:00,GET,https://tag.crsspxl.com/s2.html?d=2134&u=https%3A%2F%2Fwww.taringa.net%2F&dx=139352%2C139354%2C139355%2C139353%2C47600%2C47601%2C51127%2C47856%2C47895%2C84067%2C84068%2C142563%2C47871%2C98376%2C142578%2C52634%2C52603%2C47465%2C47469%2C47472%2C47473%2C82257%2C93220%2C93222%2C93223%2C93221%2C47504%2C47536%2C47538%2C47539%2C47559%2C47560%2C47571%2C47575%2C47576%2C47573%2C47584%2C142628%2C142637%2C142636%2C142638%2C143090%2C143092%2C143091%2C143085%2C143050%2C143051%2C47910%2C63277%2C82930%2C82233%2C63281%2C63282%2C47677%2C47687%2C144745%2C47684%2C103579%2C103583%2C103588%2C103589%2C63284%2C103603%2C47917%2C103605%2C103606%2C47918%2C103626%2C103628%2C103630%2C103632%2C143069%2C143070%2C143073%2C143076%2C139360%2C139331%2C47835&p=,HTTP/1.1,1500,0,,200,,HTTP/1.1,0,text/html,,,495,316,,,0,-1,162,-1,-1,-1,0,23.21.234.14,,163,value,
3,,2019-10-09T16:15:54.920+03:00,GET,https://tags.bluekai.com/site/5907?limit=0&id=39ea81ed29f6619fe3014007ef0f8e38,HTTP/1.1,659,0,,0,,unknown,0,,,,-1,-1,,,1,-1,0,-1,-1,-1,0,23.42.204.238,,1,value,No response received
4,,2019-10-09T16:15:55.173+03:00,GET,https://www.taringa.net/prebid2.24.0.js?v=1570551300797,HTTP/1.1,772,0,,200,OK,HTTP/1.1,0,application/javascript,,,868,69555,,,0,-1,114,-1,-1,-1,18,104.16.249.39,,134,value,
5,,2019-10-09T16:15:55.414+03:00,POST,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsukD2jRumU3niK9HN9CM1z1ljrI1c1fkT7jYsLf082Qt6WgPFz3OTlvTpsYJugo503xcfw55aBNuWDo8bnuLFYzLddAzGXC0cBIMDxU-yz2CXfQDZs&sai=AMfl-YQ3qi4mgpPbAiBrjRyXaYPyaeP7nWXggthcVrDmre9c3ex1t8Ff9WJW6dsV5fQvyIyeY2fhxcpMW_MJkgiqKyhVthsVoi2z1B4ghOmS1lv2gvzQKCISvUO3sJlm&sig=Cg0ArKJSzI43ZjmFexTcEAE&cid=CAASEuRoPFBmc2uLGjM8bn_lE0RT-w&id=ampeos&o=26,510&d=728,90&ss=800,600&bs=800,600&mcvt=20008&mtos=0,0,20008,20008,20008&tos=0,0,20008,0,0&tfs=90&tls=20098&g=100&h=100&pt=1768&tt=20098&rpt=1768&rst=1570626933953&r=de&isd=inside&msd=inside",HTTP/1.1,987,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,0,101,242,0,265,0,216.58.210.2,,368,value,
6,,2019-10-09T16:15:55.423+03:00,GET,https://www.taringa.net/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js,HTTP/1.1,803,0,,200,OK,HTTP/1.1,0,application/javascript,,,538,655,,,0,-1,97,-1,-1,-1,0,104.16.249.39,,98,,
7,,2019-10-09T16:15:55.424+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjstIRA98kSC8l6kEveahxqRRETjMeEKlxnDF6dE002FI4yNWFER9M8q0Xj6YMx3KpriSHaqGi9Ou1LsL4g66gVSUb6cS4OkN61IGWC9M9sk&sig=Cg0ArKJSzPZtWNR2IZjaEAE&adk=2955714392&tt=317&bs=779%2C600&mtos=20034,20034,20034,20034,20034&tos=20034,0,0,0,0&p=50,26,140,754&mcvt=20034&rs=3&ht=0&tfs=775&tls=20809&mc=1&lte=1&bas=0&bac=0&met=no&avms=nio&niot_obs=11&niot_cbk=328&md=2&lm=2&rst=1570626933945&rpt=879&isd=0&msd=0&oseid=3&xdi=0&ps=779%2C15944&ss=800%2C600&pt=20493&bin=1&deb=1-1-1-141-193-96-222-192-0-0-0&tvt=20799&r=u&id=osdtos&vs=4&uc=191&upc=1&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=0x0&itpl=19&v=20191007",HTTP/1.1,984,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,0,96,250,0,289,0,216.58.210.2,,386,value,
8,,2019-10-09T16:15:54.915+03:00,CONNECT,https://r.dlx.addthis.com,HTTP/1.1,0,0,,0,,unknown,0,,,,-1,-1,,,0,33,0,-1,0,707,0,52.27.225.115,,740,,Unable to connect to host
9,,2019-10-09T16:15:57.498+03:00,GET,https://www.taringa.net/dist/main-3205fe3a84371056e40a.css,HTTP/1.1,790,0,,200,OK,HTTP/1.1,0,text/css; charset=UTF-8,,,869,106387,,,0,-1,121,-1,-1,-1,44,104.16.249.39,,167,,
10,,2019-10-09T16:15:57.499+03:00,GET,https://securepubads.g.doubleclick.net/tag/js/gpt.js?v=1570551300797,HTTP/1.1,476,0,,301,Moved Permanently,HTTP/1.1,0,text/html; charset=UTF-8,,https://securepubads.g.doubleclick.net/tag/js/gpt.js,482,249,,,0,-1,99,-1,-1,-1,0,172.217.22.98,,100,value,
11,,2019-10-09T16:15:57.606+03:00,GET,https://securepubads.g.doubleclick.net/tag/js/gpt.js,HTTP/1.1,460,0,,200,OK,HTTP/1.1,0,text/javascript,,,543,14501,,,0,-1,124,-1,-1,-1,19,172.217.22.98,,144,,
12,,2019-10-09T16:15:57.706+03:00,GET,https://www.googletagmanager.com/gtm.js?id=GTM-NK2W8LC,HTTP/1.1,370,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,25854,,,0,-1,98,-1,-1,-1,30,216.58.207.72,,129,value,
