,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,response._error,timings.comment,timings.dns,timings.connect,timings.send,timings.wait,timings.receive,timings.blocked,timings.ssl,serverIPAddress,comment,time,request.queryString.name
0,har_a0,2019-12-17T09:49:46.266+02:00,GET,https://www.facebook.com/boulderingmag/,HTTP/1.1,800,0,,0,,unknown,0,,,,-1,-1,,No response received,,-1,-1,0,0,0,-1,-1,31.13.90.36,,0,
1,har_a0,2019-12-17T09:49:46.278+02:00,GET,https://edge-chat.facebook.com/chat?region=frc&sid=7596755885490175,HTTP/1.1,533,0,,0,,unknown,0,,,,-1,-1,,No response received,,1,147,0,0,0,0,76,31.13.90.2,,148,value
2,har_a0,2019-12-17T09:49:46.323+02:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,726,2615,,0,,unknown,0,,,,-1,-1,,No response received,,0,167,0,0,0,0,97,31.13.90.36,,167,
