,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.queryString.name,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.connect,timings.send,timings.wait,timings.receive,timings.blocked,timings.ssl,serverIPAddress,comment,time,response._error
0,har_a0,2019-12-17T09:49:20.382+02:00,POST,https://edge-chat.facebook.com/mqtt/pull?region=frc&sid=7786989420019711&chunked=true,HTTP/1.1,value,535,652,,400,Bad Request,HTTP/1.1,0,application/octet-stream,,,290,0,,,-1,-1,0,156,0,-1,-1,31.13.90.2,,156,
1,har_a0,2019-12-17T09:49:20.485+02:00,GET,https://www.facebook.com/boulderingmag/,HTTP/1.1,,800,0,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,0,0,-1,-1,31.13.90.36,,0,No response received
2,har_a0,2019-12-17T09:49:20.543+02:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,,726,2901,,0,,unknown,0,,,,-1,-1,,,0,171,0,0,0,0,90,31.13.90.36,,171,No response received
