,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.send,timings.wait,timings.ssl,timings.dns,serverIPAddress,comment,time,request.queryString.name,response._error
16,,2019-10-08T16:27:33.610+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/shadedBorders.png,HTTP/1.1,492,0,,200,OK,HTTP/1.1,0,image/png,,,424,12180,,,2,0,37,0,1482,-1,0,213.186.33.107,,1523,,
17,,2019-10-08T16:27:33.725+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/panelGradientLeft.png,HTTP/1.1,496,0,,200,OK,HTTP/1.1,0,image/png,,,423,1003,,,0,-1,-1,0,108,-1,-1,213.186.33.107,,109,,
18,,2019-10-08T16:27:33.801+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/r20191003/r20190131/show_ads_impl.js,HTTP/1.1,416,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,896,87368,,,89,-1,-1,0,111,-1,-1,216.58.207.34,,201,,
19,,2019-10-08T16:27:33.839+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/panelGradientTop.png,HTTP/1.1,495,0,,200,OK,HTTP/1.1,0,image/png,,,423,1012,,,0,-1,-1,0,104,-1,-1,213.186.33.107,,105,,
20,,2019-10-08T16:27:33.965+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/spinnyBig.png,HTTP/1.1,488,0,,200,OK,HTTP/1.1,0,image/png,,,423,5400,,,1,-1,-1,0,88,-1,-1,213.186.33.107,,90,,
21,,2019-10-08T16:27:33.973+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/panelGradientRight.png,HTTP/1.1,497,0,,200,OK,HTTP/1.1,0,image/png,,,423,1003,,,0,-1,-1,0,88,-1,-1,213.186.33.107,,89,,
22,,2019-10-08T16:27:34.112+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/blackGradient.png,HTTP/1.1,492,0,,200,OK,HTTP/1.1,0,image/png,,,422,561,,,0,-1,-1,0,98,-1,-1,213.186.33.107,,99,,
23,,2019-10-08T16:27:34.229+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/empty.png,HTTP/1.1,484,0,,200,OK,HTTP/1.1,0,image/png,,,421,95,,,0,-1,-1,0,2700,-1,-1,213.186.33.107,,2701,,
24,,2019-10-08T16:27:36.149+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/panelGradientBottom.png,HTTP/1.1,498,0,,200,OK,HTTP/1.1,0,image/png,,,423,1004,,,0,-1,-1,0,103,-1,-1,213.186.33.107,,104,,
25,,2019-10-08T16:27:36.163+03:00,GET,https://adservice.google.co.il/adsid/integrator.js?domain=orteil.dashnet.org,HTTP/1.1,408,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,0,0,2370,3,93,2344,24,216.58.207.34,,2492,value,
26,,2019-10-08T16:27:36.276+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/panelVertical.png?v=2,HTTP/1.1,496,0,,200,OK,HTTP/1.1,0,image/png,,,423,7206,,,0,-1,-1,0,106,-1,-1,213.186.33.107,,107,value,
27,,2019-10-08T16:27:36.467+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/panelMenu3.png,HTTP/1.1,489,0,,200,OK,HTTP/1.1,0,image/png,,,424,50357,,,14,-1,-1,0,103,-1,-1,213.186.33.107,,118,,
28,,2019-10-08T16:27:36.521+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,410,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29127,,,65,0,2370,1,99,2343,37,216.58.207.34,,2572,value,
29,,2019-10-08T16:27:36.599+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/spinnySmall.png,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/png,,,423,2812,,,0,-1,-1,0,99,-1,-1,213.186.33.107,,100,,
30,,2019-10-08T16:27:36.707+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/panelHorizontal.png?v=2,HTTP/1.1,498,0,,200,OK,HTTP/1.1,0,image/png,,,422,6718,,,0,-1,-1,0,447,-1,-1,213.186.33.107,,448,value,
31,,2019-10-08T16:27:36.823+03:00,GET,https://fonts.gstatic.com/s/merriweather/v21/u-4n0qyriQwlOrhSvowK_l52_wFZWMf6.woff2,HTTP/1.1,486,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,19056,,,49,0,3052,0,92,3022,35,172.217.16.131,,3231,,
32,,2019-10-08T16:27:37.158+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/prestigeBarCap.png,HTTP/1.1,493,0,,200,OK,HTTP/1.1,0,image/png,,,421,974,,,0,-1,-1,0,1399,-1,-1,213.186.33.107,,1400,,
33,,2019-10-08T16:27:38.208+03:00,GET,https://googleads.g.doubleclick.net/pagead/html/r20191003/r20190131/zrt_lookup.html,HTTP/1.1,568,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,895,7402,,,4,0,3978,1,104,3955,0,216.58.205.226,,4088,,
34,,2019-10-08T16:27:38.212+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/blackGradientSmallTop.png,HTTP/1.1,500,0,,200,OK,HTTP/1.1,0,image/png,,,422,971,,,0,-1,-1,0,1718,-1,-1,213.186.33.107,,1719,,
35,,2019-10-08T16:27:38.216+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-8491708950677704&output=html&adk=1812271804&adf=3025194257&lmt=1570541254&plat=1%3A8%2C2%3A8%2C8%3A8%2C9%3A32776%2C16%3A8388608%2C30%3A1048576&guci=2.2.0.0.2.2.0.0&format=0x0&url=http%3A%2F%2Forteil.dashnet.org%2Fcookieclicker%2F&ea=0&flash=0&pra=5&wgl=1&dt=1570541253759&bpp=12&bdt=3986&fdt=251&idt=251&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&nras=1&correlator=5390774282600&frm=20&pv=2&ga_vid=1033422920.1570541254&ga_sid=1570541254&ga_hid=2116708211&ga_fc=0&iag=0&icsg=589482&dssz=14&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=-12245933&ady=-12245933&biw=800&bih=600&scr_x=0&scr_y=0&eid=20199335%2C151527022%2C151527222&oid=3&pvsid=1743235355549783&pem=580&rx=0&eae=2&fc=1936&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7Cs%7C&abl=NS&fu=16&bc=23&ifi=0&uci=a!0&dtd=283,HTTP/1.1,1405,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,928,44,,,0,0,4103,1,139,4068,0,216.58.205.226,,4244,value,
36,,2019-10-08T16:27:38.231+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-8491708950677704&output=html&h=250&slotname=7077525342&adk=3858836500&adf=1948056654&w=300&fwrn=4&fwrnh=100&lmt=1570541254&rafmt=3&guci=2.2.0.0.2.2.0.0&format=300x250&url=http%3A%2F%2Forteil.dashnet.org%2Fcookieclicker%2F&flash=0&fwr=0&fwrattr=true&rw=300&rpe=1&resp_fmts=1&wgl=1&dt=1570541253771&bpp=15&bdt=3997&fdt=325&idt=325&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=0x0&nras=1&correlator=5390774282600&frm=20&pv=1&ga_vid=1033422920.1570541254&ga_sid=1570541254&ga_hid=2116708211&ga_fc=0&iag=0&icsg=2686634&dssz=15&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=483&ady=32&biw=800&bih=600&scr_x=0&scr_y=0&eid=20199335%2C151527022%2C151527222&oid=3&pvsid=1743235355549783&pem=580&rx=0&eae=0&fc=1936&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=d%7C%7CaoeE%7C&abl=CA&pfx=0&fu=144&bc=23&ifi=1&uci=a!1&xpc=9ZWd0Q2qw3&p=http%3A//orteil.dashnet.org&dtd=339,HTTP/1.1,1488,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,929,199,,,1,0,4418,1,243,4394,29,216.58.205.226,,4693,value,
37,,2019-10-08T16:27:38.241+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/prestigeBar.jpg,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/jpeg,,,430,633,,,0,-1,-1,0,620,-1,-1,213.186.33.107,,621,,
38,,2019-10-08T16:27:38.251+03:00,GET,https://googleads.g.doubleclick.net/pagead/ads?client=ca-pub-8491708950677704&output=html&h=250&slotname=9780186019&adk=2400765391&adf=3253320039&w=300&fwrn=4&fwrnh=100&lmt=1570541254&rafmt=1&guci=2.2.0.0.2.2.0.0&format=300x250&url=http%3A%2F%2Forteil.dashnet.org%2Fcookieclicker%2F&flash=0&fwr=0&fwrattr=true&rpe=1&resp_fmts=3&wgl=1&dt=1570541253786&bpp=8&bdt=4012&fdt=402&idt=402&shv=r20191003&cbv=r20190131&saldr=aa&abxe=1&prev_fmts=0x0%2C300x250&nras=1&correlator=5390774282600&frm=20&pv=1&ga_vid=1033422920.1570541254&ga_sid=1570541254&ga_hid=2116708211&ga_fc=0&iag=0&icsg=2686634&dssz=15&mdo=0&mso=0&u_tz=180&u_his=2&u_java=0&u_h=600&u_w=800&u_ah=600&u_aw=800&u_cd=24&u_nplug=0&u_nmime=0&adx=483&ady=899&biw=800&bih=600&scr_x=0&scr_y=0&eid=20199335%2C151527022%2C151527222&oid=3&pvsid=1743235355549783&pem=580&rx=0&eae=0&fc=1936&brdim=0%2C0%2C0%2C0%2C800%2C0%2C800%2C600%2C800%2C600&vis=1&rsz=%7C%7CaeEbr%7C&abl=CA&pfx=0&fu=144&bc=23&ifi=2&uci=a!2&xpc=GXjboysLMK&p=http%3A//orteil.dashnet.org&dtd=408,HTTP/1.1,1491,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,929,198,,,1,0,4118,1,227,4090,0,216.58.205.226,,4348,value,
39,,2019-10-08T16:27:38.279+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/goldCookie.png,HTTP/1.1,489,0,,200,OK,HTTP/1.1,0,image/png,,,423,4099,,,0,-1,-1,0,106,-1,-1,213.186.33.107,,107,,
40,,2019-10-08T16:27:38.281+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/sparkles.jpg,HTTP/1.1,487,0,,200,OK,HTTP/1.1,0,image/jpeg,,,430,12474,,,2,-1,-1,0,353,-1,-1,213.186.33.107,,355,,
41,,2019-10-08T16:27:38.291+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/frameBorder.png,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/png,,,424,1002,,,0,-1,-1,0,1639,-1,-1,213.186.33.107,,1640,,
42,,2019-10-08T16:27:38.383+03:00,GET,https://adservice.google.com/adsid/integrator.js?domain=orteil.dashnet.org,HTTP/1.1,406,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,805,104,,,2,0,4582,0,96,4548,32,216.58.207.34,,4713,value,
43,,2019-10-08T16:27:38.389+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/shadedBordersSoft.png,HTTP/1.1,496,0,,200,OK,HTTP/1.1,0,image/png,,,423,3483,,,1,-1,-1,0,97,-1,-1,213.186.33.107,,98,,
44,,2019-10-08T16:27:38.533+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/roundedPanelBGS.png,HTTP/1.1,494,0,,200,OK,HTTP/1.1,0,image/png,,,424,21480,,,61,-1,-1,0,102,-1,-1,213.186.33.107,,164,,
45,,2019-10-08T16:27:38.548+03:00,GET,http://pagead2.googlesyndication.com/pagead/gen_204?id=ovlp&adf=1948056654&client=ca-pub-8491708950677704&eid=151527022%2C151527222%2C20199335&et=3&fwrattr=true&io=0&saldr=aa&oa=0.00&qid=CP7ew__ljOUCFcKMdwod_voEYw&rafmt=3&roa=0&slot=7077525342&sp=0%2C0&tgt=ins%2Faswift_1_expand.0&tr=483%2C32%2C783%2C282&url=http%3A%2F%2Forteil.dashnet.org%2Fcookieclicker%2F&vp=800x600,HTTP/1.1,724,0,,204,No Content,HTTP/1.1,0,,,,373,0,,,0,-1,-1,0,101,-1,-1,216.58.207.34,,102,value,
46,,2019-10-08T16:27:38.563+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/aqworldsbanner.jpg,HTTP/1.1,476,0,,200,OK,HTTP/1.1,0,image/jpeg,,,430,7435,,,420,-1,-1,0,346,-1,-1,213.186.33.107,,767,,
47,,2019-10-08T16:27:39.952+03:00,GET,http://orteil.dashnet.org/cookieconsent.css,HTTP/1.1,436,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,0,-1,-1,213.186.33.107,,0,,No response received
48,,2019-10-08T16:27:39.952+03:00,GET,http://orteil.dashnet.org/cookieclicker/img/filler.png,HTTP/1.1,468,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,0,-1,-1,213.186.33.107,,0,,No response received
