,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.send,timings.wait,timings.ssl,timings.dns,serverIPAddress,comment,time,request.queryString.name,response._error
14,,2019-10-12T16:24:30.823+03:00,GET,"https://fonts.googleapis.com/css?family=Roboto:300,400,500&lang=en",HTTP/1.1,1237,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,591,,,0,2748,0,1,100,2719,3,216.58.207.42,,2855,value,
15,,2019-10-12T16:24:31.598+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,400,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,144,3402,0,0,99,3378,1,172.217.22.67,,3649,,
16,,2019-10-12T16:24:31.709+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/m_js_controller.js,HTTP/1.1,1245,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,680,14391,,,37,3641,0,1,117,3617,0,216.58.207.65,,3798,,
17,,2019-10-12T16:24:31.709+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/abg_lite.js,HTTP/1.1,1231,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,11455,,,9,3642,0,1,110,3618,0,216.58.207.65,,3764,,
18,,2019-10-12T16:24:31.717+03:00,GET,https://tpc.googlesyndication.com/simgad/18276902141161005703,HTTP/1.1,1253,0,,200,OK,HTTP/1.1,0,image/png,,,546,5409,,,4,3642,0,0,115,3611,0,216.58.207.65,,3763,,
19,,2019-10-12T16:24:31.843+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/qs_click_protection.js,HTTP/1.1,1249,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,678,5132,,,2,-1,-1,1,82,-1,-1,216.58.207.65,,86,,
20,,2019-10-12T16:24:31.900+03:00,GET,https://tpc.googlesyndication.com/pagead/js/r20191003/r20110914/client/window_focus.js,HTTP/1.1,1242,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,679,1044,,,0,-1,-1,0,80,-1,-1,216.58.207.65,,81,,
21,,2019-10-12T16:24:31.905+03:00,GET,https://googleads.g.doubleclick.net/pagead/adview?ai=CH3jKItihXbyXBZn2gAf3n5XwD5rR97RWuf-khtMHFBABIO6puRJg-br0g5wQoAH_24rIA8gBAagDAaoEsQFP0FJdBsPJTM_10BBgeaWLtDbiNsbqe9IN_lPOCDtuTZfgjCYENYsirG3JVcgFwoPmmqrtjYhmWWCW4vGhiYzC81RmHFxO2MUl8vcPQm6p-8ObRQcgdBJCRxjLFw1EadNNaBEhcDuKDaqeiq_9x1zydiwyuML4MxbRkmHl6G12uD8oczGh8qavPhHLr7KtH7jsjFdB_Rs2HtKrXFtSO9ZQmtqAkWbJIHHVXRDqk30ia73ABIrc3-nJAZIFBAgEGAGSBQQIBRgEgAeG85wJqAeOzhuoB9XJG6gHwdMbqAeF1BuoB4HUG6gHgtQbqAeG1BuoB4TUG6gHk9gbqAfg0xuoB7oGqAfZyxuoB8_MG6gHpr4b2AcB8gcEEJDUCNIIBwiAYRABGB6ACgHYEww&sigh=YzsYjSGq6Kc&template_id=5001&tpd=AGWhJmtlZKkcP5WfPxZ8o8fNIuNqZu2FB3kQUWXLg7N3zVGZIA,HTTP/1.1,1823,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1114,0,,,0,-1,-1,1,98,-1,-1,172.217.22.98,,100,value,
22,,2019-10-12T16:24:32.006+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/s?v=r20120211,HTTP/1.1,1410,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,609,145,,,0,-1,-1,0,86,-1,-1,172.217.22.98,,87,value,
23,,2019-10-12T16:24:32.243+03:00,GET,https://www.google.com/pagead/drt/ui,HTTP/1.1,541,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://googleads.g.doubleclick.net/pagead/drt/si,401,246,,,0,135,0,0,94,114,0,172.217.18.4,,230,,
24,,2019-10-12T16:24:32.343+03:00,GET,https://googleads.g.doubleclick.net/pagead/drt/si,HTTP/1.1,632,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,888,0,,,0,-1,-1,0,131,-1,-1,172.217.22.98,,132,,
25,,2019-10-12T16:24:32.428+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Le4BEYUAAAAAF2mu0Ng8c7Xo61rHZjTy5-gc3dW&co=aHR0cDovL3d3dy5zaGFkeXVybC5jb206ODA.&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=invisible&cb=tlzg2rsengqx,HTTP/1.1,665,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9300,,,15,-1,-1,0,110,-1,-1,172.217.18.4,,126,value,
26,,2019-10-12T16:24:32.510+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd_listener.js?cache=r20110914,HTTP/1.1,1243,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29542,,,85,662,0,0,116,635,0,172.217.22.98,,864,value,
27,,2019-10-12T16:24:32.512+03:00,GET,https://www.googletagservices.com/activeview/js/current/osd.js?cb=%2Fr20100101,HTTP/1.1,394,0,,200,OK,HTTP/1.1,0,text/javascript,,,708,29055,,,76,4460,0,0,123,4432,0,172.217.22.98,,4662,value,
28,,2019-10-12T16:24:32.568+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,62,-1,-1,0,80,-1,-1,172.217.22.67,,144,,
29,,2019-10-12T16:24:32.716+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,572,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,46,-1,-1,0,87,-1,-1,172.217.22.67,,134,,
30,,2019-10-12T16:24:32.886+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,576,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,1,-1,-1,0,116,-1,-1,172.217.18.4,,118,value,
31,,2019-10-12T16:24:32.933+03:00,GET,https://www.gstatic.com/recaptcha/api2/logo_48.png,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,image/png,,,459,2228,,,1,-1,-1,0,91,-1,-1,172.217.22.67,,93,,
32,,2019-10-12T16:24:33.063+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Le4BEYUAAAAAF2mu0Ng8c7Xo61rHZjTy5-gc3dW&cb=a26ao1wn9u4j,HTTP/1.1,605,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1122,,,1,-1,-1,0,127,-1,-1,172.217.18.4,,129,value,
33,,2019-10-12T16:24:33.068+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,54,-1,-1,0,82,-1,-1,172.217.22.67,,137,,
34,,2019-10-12T16:24:33.205+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,192,149,0,1,93,120,0,172.217.22.67,,437,,
35,,2019-10-12T16:24:33.913+03:00,GET,"https://pagead2.googlesyndication.com/pcs/activeview?xai=AKAOjsvj11rUVMyAtJUXlfHTO7A6KxVtBptLgCxQYlck3pWH-mdsZvaVCg0lv6dR7mBLGjkyRS2-AFSsm5Cty5r9rxIQAQSYpFKuOQKhVhuqeRvO-ZyyQfI&sai=AMfl-YTGywePeNbpJ-ng2lrxwCt7owGM2yEHYfHWLAgQ6kXLPkrjx8g1V9kz_UrYal3kK1DSZpPY15Ctopno&sig=Cg0ArKJSzCxnVnmk8ha7EAE&adk=3067955866&tt=-1&bs=779%2C600&mtos=1065,1065,1065,1065,1065&tos=1065,0,0,0,0&p=481,40,571,768&mcvt=1065&rs=1&ht=0&tfs=123&tls=1188&mc=1&lte=1&bas=0&bac=0&met=no&avms=nio&niot_obs=13&niot_cbk=48&md=2&lm=2&rst=1570886667733&dlt=314&rpt=5016&isd=0&msd=0&oseid=3&xdi=0&ps=779%2C787&ss=800%2C600&pt=-1&bin=1&deb=1-1-1-10-11-19-15-10-0-0-0&tvt=1175&r=v&id=osdim&vs=4&uc=11&upc=0&tgt=DIV&cl=1&cec=1&clc=1&cac=1&cd=726x88&itpl=14&v=20191011",HTTP/1.1,1922,0,,200,OK,HTTP/1.1,0,image/gif,,,793,42,,,0,-1,-1,0,106,-1,-1,172.217.22.98,,107,value,
36,,2019-10-12T16:24:35.186+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,564,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5384,,,5,-1,-1,0,96,-1,-1,172.217.18.4,,103,,
37,,2019-10-12T16:24:35.240+03:00,GET,https://fonts.gstatic.com/s/roboto/v20/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,469,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,15872,,,40,2740,0,0,86,2706,0,172.217.21.227,,2869,,
38,,2019-10-12T16:24:35.255+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOmCnqEu92Fr1Mu4mxK.woff2,HTTP/1.1,582,0,,200,OK,HTTP/1.1,0,font/woff2,,,519,15344,,,56,2312,0,0,84,2294,0,172.217.21.227,,2453,,
39,,2019-10-12T16:24:35.255+03:00,GET,https://fonts.gstatic.com/s/roboto/v18/KFOlCnqEu92Fr1MmEU9fBBc4.woff2,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,15552,,,53,2314,0,0,91,2288,0,172.217.21.227,,2460,,
40,,2019-10-12T16:24:35.640+03:00,GET,https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js,HTTP/1.1,378,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,0,-1,-1,172.217.22.98,,0,,No response received
41,,2019-10-12T16:24:35.657+03:00,POST,https://www.google.com/recaptcha/api2/reload?k=6Le4BEYUAAAAAF2mu0Ng8c7Xo61rHZjTy5-gc3dW,HTTP/1.1,631,4297,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,0,-1,-1,172.217.18.4,,0,value,No response received
