,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.wait,timings.dns,timings.ssl,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-08T16:20:38.326+03:00,GET,https://www.whatshouldireadnext.com/,HTTP/1.1,477,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,417,10330,,,3,933,1,1605,0,1654,6,217.160.0.94,,2599,
1,,2019-10-08T16:20:39.306+03:00,GET,https://www.whatshouldireadnext.com/wsirn.css,HTTP/1.1,441,0,,200,OK,HTTP/1.1,0,text/css,,,265,10315,,,2,132,-1,-1,-1,-1,2,217.160.0.94,,137,
2,,2019-10-08T16:20:39.448+03:00,GET,https://www.whatshouldireadnext.com/mobile.css,HTTP/1.1,442,0,,200,OK,HTTP/1.1,0,text/css,,,264,6539,,,0,144,-1,-1,-1,-1,0,217.160.0.94,,145,
3,,2019-10-08T16:20:39.598+03:00,GET,https://www.whatshouldireadnext.com/ads/css/uss.css,HTTP/1.1,447,0,,200,OK,HTTP/1.1,0,text/css,,,264,7256,,,0,127,-1,-1,-1,-1,0,217.160.0.94,,128,
4,,2019-10-08T16:20:39.654+03:00,GET,https://www.whatshouldireadnext.com/javascript/fixioslabels.js,HTTP/1.1,443,0,,200,OK,HTTP/1.1,0,application/javascript,,,276,427,,,1,120,0,301,0,339,0,217.160.0.94,,462,
5,,2019-10-08T16:20:39.655+03:00,GET,https://www.whatshouldireadnext.com/javascript/checky.js,HTTP/1.1,437,0,,200,OK,HTTP/1.1,0,application/javascript,,,276,525,,,0,221,0,292,0,338,0,217.160.0.94,,561,
6,,2019-10-08T16:20:39.657+03:00,GET,https://www.whatshouldireadnext.com/ads/js/uss-jsonp.js,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/javascript,,,278,4294,,,1,121,0,294,0,342,0,217.160.0.94,,466,
7,,2019-10-08T16:20:39.664+03:00,GET,https://www.whatshouldireadnext.com/images/logo.png,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,image/png,,,264,2993,,,0,171,0,311,0,348,0,217.160.0.94,,521,
8,,2019-10-08T16:20:45.257+03:00,GET,https://ajax.googleapis.com/ajax/libs/jquery/1.10.2/jquery.min.js,HTTP/1.1,393,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,619,32954,,,1,111,49,5865,0,5894,72,216.58.206.10,,6128,
9,,2019-10-08T16:20:46.847+03:00,GET,https://ssl.google-analytics.com/ga.js,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17168,,,0,103,31,1252,0,1281,26,172.217.16.136,,1444,
10,,2019-10-08T16:20:47.010+03:00,GET,https://ssl.google-analytics.com/r/__utm.gif?utmwv=5.7.2&utms=1&utmn=1487427882&utmhn=www.whatshouldireadnext.com&utmcs=UTF-8&utmsr=800x600&utmvp=779x600&utmsc=24-bit&utmul=en-us&utmje=0&utmfl=-&utmdt=What%20Should%20I%20Read%20Next%3F%20Book%20recommendations%20from%20readers%20like%20you&utmhid=275111478&utmr=-&utmp=%2F&utmht=1570540847005&utmac=UA-1909811-1&utmcc=__utma%3D146589170.188882176.1570540847.1570540847.1570540847.1%3B%2B__utmz%3D146589170.1570540847.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&utmjid=1571207061&utmredir=1&utmu=DAAAAAAAAAAAAAAAAAAAAAAE~,HTTP/1.1,954,0,,200,OK,HTTP/1.1,0,image/gif,,,466,35,,,1,104,-1,-1,-1,-1,0,172.217.16.136,,105,value
11,,2019-10-08T16:20:47.023+03:00,GET,https://www.whatshouldireadnext.com/ads/ajax.php?callback=jQuery110209259651171451957_1570540845457&uss_type=1&uss_session=15705408454640.7302251411474898&uss_anticache=0.26702812978724033&action=uss_getstring&_=1570540845458,HTTP/1.1,940,0,,200,OK,HTTP/1.1,0,application/json,,,208,463,,,0,151,-1,-1,-1,-1,0,217.160.0.94,,152,value
12,,2019-10-08T16:20:47.198+03:00,GET,https://www.whatshouldireadnext.com/ads/ajax.php?callback=jQuery110209259651171451957_1570540845457&uss_type=2&uss_session=15705408454640.7302251411474898&uss_anticache=0.2199834349374452&action=uss_getstring&_=1570540845459,HTTP/1.1,939,0,,200,OK,HTTP/1.1,0,application/json,,,208,522,,,1,155,-1,-1,-1,-1,0,217.160.0.94,,157,value
13,,2019-10-08T16:20:47.374+03:00,GET,https://www.whatshouldireadnext.com/ads/ajax.php?callback=jQuery110209259651171451957_1570540845457&uss_type=3&uss_session=15705408454640.7302251411474898&uss_anticache=0.5810701738994115&action=uss_getstring&_=1570540845460,HTTP/1.1,939,0,,200,OK,HTTP/1.1,0,application/json,,,208,422,,,1,159,-1,-1,-1,-1,0,217.160.0.94,,160,value
14,,2019-10-08T16:20:49.039+03:00,GET,https://rcm-na.amazon-adsystem.com/e/cm?o=1&p=13&l=ez&f=ifr&linkID=43952556ed8e6886aba1176dc73ba61f&t=wsirn-20&tracking_id=wsirn-20,HTTP/1.1,612,0,,302,Found,HTTP/1.1,0,text/html; charset=iso-8859-1,,https://ws-na.assoc-amazon.com/widgets/cm?o=1&p=13&l=ez&f=ifr&linkID=43952556ed8e6886aba1176dc73ba61f&t=wsirn-20&tracking_id=wsirn-20,440,277,,,0,187,114,3424,0,3451,0,52.46.132.238,,3754,value
15,,2019-10-08T16:20:51.617+03:00,GET,https://ws-na.assoc-amazon.com/widgets/cm?o=1&p=13&l=ez&f=ifr&linkID=43952556ed8e6886aba1176dc73ba61f&t=wsirn-20&tracking_id=wsirn-20,HTTP/1.1,614,0,,200,OK,HTTP/1.1,0,text/html;charset=UTF-8,,,474,45299,,,0,189,168,2179,0,2214,167,176.32.99.76,,2740,value
16,,2019-10-08T16:20:54.383+03:00,GET,https://connect.facebook.net/en_US/all.js,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,805,1779,,,1,111,34,8840,0,8877,2,31.13.92.14,,9026,
17,,2019-10-08T16:20:54.746+03:00,GET,https://connect.facebook.net/en_US/all.js?hash=57fc55ea9fd831bf595e8439b63d6b57&ua=modern_es6,HTTP/1.1,463,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,56393,,,1,99,0,212,0,236,103,31.13.92.14,,441,value
18,,2019-10-08T16:20:57.300+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,544,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1122,11785,,,1,119,32,2224,0,2253,4,31.13.92.14,,2410,value
