,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.ssl,timings.dns,timings.wait,timings.send,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-12T15:34:54.220+03:00,GET,http://ww7.good-v-evil.com/,HTTP/1.1,429,0,,200,OK,HTTP/1.1,0,text/html;charset=UTF-8,,,402,4028,,,18,30,0,-1,35,277,4,199.59.242.152,,365,
1,,2019-10-12T15:34:54.646+03:00,GET,http://ww7.good-v-evil.com/px.gif?ch=1&rn=6.945686577542574,HTTP/1.1,390,0,,200,OK,HTTP/1.1,0,image/gif,,,235,42,,,6,-1,-1,-1,-1,182,3,199.59.242.152,,191,value
2,,2019-10-12T15:34:54.646+03:00,GET,http://www.google.com/adsense/domains/caf.js,HTTP/1.1,334,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,375,56267,,,124,44,0,-1,0,146,1,172.217.18.4,,316,
3,,2019-10-12T15:34:54.652+03:00,GET,http://ww7.good-v-evil.com/px.gif?ch=2&rn=6.945686577542574,HTTP/1.1,390,0,,200,OK,HTTP/1.1,0,image/gif,,,235,42,,,0,36,0,-1,2,264,1,199.59.242.152,,304,value
