,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.wait,timings.send,timings.ssl,timings.connect,timings.blocked,timings.receive,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-11T14:12:02.613+03:00,GET,https://snes.party/,HTTP/1.1,460,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,310,710,,,320,129,2,1573,1612,0,18,45.63.119.229,,2083,
1,,2019-10-11T14:12:02.813+03:00,GET,https://snes.party/kosmi.af6f81542703e47ded54.css,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/css; charset=UTF-8,,,337,511765,,,-1,204,1,-1,-1,-1,341,45.63.119.229,,547,
2,,2019-10-11T14:12:03.009+03:00,GET,https://snes.party/kosmi.af6f81542703e47ded54.js,HTTP/1.1,360,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,351,995512,,,0,178,0,156,194,0,490,45.63.119.229,,864,
3,,2019-10-11T14:12:04.245+03:00,GET,https://fonts.googleapis.com/css?family=Pacifico,HTTP/1.1,374,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,416,,,1,113,1,1391,1428,0,6,172.217.23.106,,1550,value
4,,2019-10-11T14:12:04.246+03:00,GET,"https://fonts.googleapis.com/css?family=Lato:400,700,400italic,700italic&subset=latin",HTTP/1.1,411,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,657,423,,,0,117,0,803,872,0,2,172.217.23.106,,993,value
5,,2019-10-11T14:12:10.092+03:00,GET,https://fonts.gstatic.com/s/lato/v16/S6uyw4BMUTPHjx4wXg.woff2,HTTP/1.1,463,0,,200,OK,HTTP/1.1,0,font/woff2,,,518,23484,,,26,138,0,5436,5459,0,45,172.217.21.227,,5671,
