,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.wait,timings.dns,timings.ssl,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-11T14:17:20.338+03:00,GET,https://www.incredibox.com/,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,225,28014,,,2,204,196,1282,0,1318,10,163.172.54.44,,1732,
1,,2019-10-11T14:17:20.581+03:00,GET,https://www.incredibox.com/css/style.min.css,HTTP/1.1,379,0,,200,OK,HTTP/1.1,0,text/css,,,311,13693,,,3,100,-1,-1,-1,-1,1,163.172.54.44,,105,
2,,2019-10-11T14:17:20.704+03:00,GET,https://www.incredibox.com/img/home-mockup-aasl.jpg,HTTP/1.1,407,0,,200,OK,HTTP/1.1,0,image/jpeg,,,262,108304,,,2,137,-1,-1,-1,-1,174,163.172.54.44,,314,
3,,2019-10-11T14:17:21.033+03:00,GET,https://www.incredibox.com/js/libs/jquery.min.js,HTTP/1.1,368,0,,200,OK,HTTP/1.1,0,application/javascript,,,325,33225,,,0,119,-1,-1,-1,-1,2,163.172.54.44,,122,
4,,2019-10-11T14:17:21.167+03:00,GET,https://www.incredibox.com/js/site.min.js,HTTP/1.1,361,0,,200,OK,HTTP/1.1,0,application/javascript,,,325,22728,,,0,119,-1,-1,-1,-1,1,163.172.54.44,,120,
5,,2019-10-11T14:17:21.790+03:00,GET,https://www.googletagmanager.com/gtag/js?id=UA-10301455-3,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,27314,,,4,126,0,1168,0,1195,59,216.58.207.72,,1386,value
6,,2019-10-11T14:17:23.561+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,364,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,11,104,0,1479,0,1546,26,216.58.206.14,,1688,
7,,2019-10-11T14:17:23.731+03:00,GET,https://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.1.0/cookieconsent.min.css,HTTP/1.1,415,0,,200,OK,HTTP/1.1,0,text/css,,,663,1055,,,0,168,17,3088,0,3119,3,104.19.198.151,,3310,
8,,2019-10-11T14:17:23.737+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=752826759&t=pageview&_s=1&dl=https%3A%2F%2Fwww.incredibox.com%2F&ul=en-us&de=UTF-8&dt=Incredibox&sd=24-bit&sr=800x600&vp=800x600&je=0&_u=IEBAAUAB~&jid=1373481499&gjid=1412529490&cid=298452321.1570792644&tid=UA-10301455-3&_gid=2126960705.1570792644&_r=1&gtm=2oua21&z=284717732,HTTP/1.1,686,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-10301455-3&cid=298452321.1570792644&jid=1373481499&_gid=2126960705.1570792644&gjid=1412529490&_v=j79&z=284717732,645,418,,,0,95,-1,-1,-1,-1,1,216.58.206.14,,98,value
9,,2019-10-11T14:17:23.740+03:00,GET,https://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.1.0/cookieconsent.min.js,HTTP/1.1,399,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,693,6531,,,0,157,17,3098,0,3129,229,104.19.198.151,,3534,
