,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.receive,timings.connect,timings.dns,timings.send,timings.ssl,timings.wait,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-08T19:56:05.219+03:00,GET,https://apod.nasa.gov/apod/astropix.html,HTTP/1.1,481,0,,200,OK,HTTP/1.1,0,text/html; charset=ISO-8859-1,,,269,4491,,,0,21,3540,177,2,3497,176,129.164.179.22,,3919,,
1,,2019-10-08T19:56:05.454+03:00,GET,https://apod.nasa.gov/apod/image/1910/SpritesHD_Vetter_1000.jpg,HTTP/1.1,432,0,,200,OK,HTTP/1.1,0,image/jpeg,,,329,253858,,,-1,667,-1,-1,1,-1,177,129.164.179.22,,845,,
2,,2019-10-08T19:56:10.194+03:00,GET,https://dap.digitalgov.gov/Universal-Federated-Analytics-Min.js?agency=NASA,HTTP/1.1,407,0,,200,OK,HTTP/1.1,0,application/javascript,,,592,5054,,,0,7,4515,221,0,4484,108,13.224.132.64,,4854,value,
3,,2019-10-08T19:56:12.131+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,0,28,1790,1,0,1761,105,172.217.22.110,,1926,,
4,,2019-10-08T19:56:12.314+03:00,POST,https://www.google-analytics.com/r/collect,HTTP/1.1,450,598,,0,,unknown,0,,,,-1,-1,,,-1,0,-1,-1,0,-1,0,172.217.22.110,,0,,No response received
