,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.wait,timings.ssl,timings.send,timings.dns,serverIPAddress,comment,time,request.queryString.name
20,,2019-10-12T15:32:51.513+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/laptop-schools.svg,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,2078,,,2,0,257,98,229,1,0,99.86.255.220,,359,
21,,2019-10-12T15:32:51.623+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/logo-white.svg,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,527,993,,,1,-1,-1,88,-1,0,-1,99.86.255.220,,90,
22,,2019-10-12T15:32:51.643+03:00,GET,https://www.duolingo.com/api/1/courses/list?_=1570883571624,HTTP/1.1,765,0,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,680,2904,,,0,0,313,201,280,1,0,54.85.91.11,,516,value
23,,2019-10-12T15:32:51.849+03:00,GET,https://www.duolingo.com/gcm-service-worker.js,HTTP/1.1,754,0,,200,OK,HTTP/1.1,0,application/javascript,,,716,2449,,,0,-1,-1,177,-1,0,-1,54.85.91.11,,179,
24,,2019-10-12T15:32:52.037+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/fonts/DINNextRoundedLTPro-Bold.woff,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,binary/octet-stream,,,709,56944,,,73,0,360,148,335,1,0,99.86.255.220,,583,
25,,2019-10-12T15:32:52.255+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/fonts/DINNextRoundedLTPro-Regular.woff,HTTP/1.1,457,0,,200,OK,HTTP/1.1,0,binary/octet-stream,,,709,54921,,,39,-1,-1,107,-1,0,-1,99.86.255.220,,147,
26,,2019-10-12T15:32:53.965+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,0,2329,193,2302,1,0,3.222.33.131,,2524,
27,,2019-10-12T15:32:53.996+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,0,2353,158,2327,0,0,3.222.33.131,,2512,
28,,2019-10-12T15:32:53.996+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,0,2377,161,2351,0,0,3.222.33.131,,2541,
29,,2019-10-12T15:32:54.058+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,0,2832,171,2805,0,32,3.222.33.131,,3038,
30,,2019-10-12T15:32:54.058+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,0,2423,171,2405,0,0,3.222.33.131,,2596,
31,,2019-10-12T15:32:54.152+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,-1,-1,163,-1,0,-1,3.222.33.131,,164,
32,,2019-10-12T15:32:54.152+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,-1,-1,163,-1,0,-1,3.222.33.131,,164,
33,,2019-10-12T15:32:54.168+03:00,OPTIONS,https://excess.duolingo.com/batch,HTTP/1.1,454,0,,200,OK,HTTP/1.1,0,,,,397,0,,,0,-1,-1,154,-1,0,-1,3.222.33.131,,155,
34,,2019-10-12T15:32:54.230+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,888,,200,OK,HTTP/1.1,0,,,,358,34,,,0,-1,-1,208,-1,0,-1,3.222.33.131,,209,
35,,2019-10-12T15:32:54.230+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,771,,200,OK,HTTP/1.1,0,,,,358,34,,,0,-1,-1,259,-1,0,-1,3.222.33.131,,259,
36,,2019-10-12T15:32:54.324+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,889,,200,OK,HTTP/1.1,0,,,,358,34,,,0,-1,-1,279,-1,0,-1,3.222.33.131,,280,
37,,2019-10-12T15:32:54.324+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,792,,200,OK,HTTP/1.1,0,,,,358,34,,,0,-1,-1,282,-1,0,-1,3.222.33.131,,283,
38,,2019-10-12T15:32:54.324+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,827,,200,OK,HTTP/1.1,0,,,,358,34,,,0,-1,-1,286,-1,0,-1,3.222.33.131,,287,
39,,2019-10-12T15:32:54.433+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,819,,200,OK,HTTP/1.1,0,,,,358,34,,,0,-1,-1,292,-1,0,-1,3.222.33.131,,293,
40,,2019-10-12T15:32:54.496+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,868,,200,OK,HTTP/1.1,0,,,,358,34,,,0,-1,-1,246,-1,0,-1,3.222.33.131,,247,
41,,2019-10-12T15:32:54.605+03:00,POST,https://excess.duolingo.com/batch,HTTP/1.1,434,869,,200,OK,HTTP/1.1,0,,,,358,34,,,0,-1,-1,297,-1,0,-1,3.222.33.131,,298,
42,,2019-10-12T15:32:54.933+03:00,GET,https://www.googletagmanager.com/gtm.js?id=GTM-TX6Z97C,HTTP/1.1,371,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,22078,,,53,0,3899,100,3870,0,28,216.58.207.72,,4082,value
43,,2019-10-12T15:32:55.601+03:00,GET,https://client.perimeterx.net/PXAsQJFZ9W/main.min.js,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,617,26764,,,63,0,4377,101,4350,0,28,151.101.18.110,,4571,
44,,2019-10-12T15:32:56.129+03:00,GET,https://www.google-analytics.com/analytics.js,HTTP/1.1,362,0,,200,OK,HTTP/1.1,0,text/javascript,,,541,17803,,,39,0,1002,101,966,0,27,172.217.22.110,,1172,
45,,2019-10-12T15:32:56.307+03:00,GET,https://www.google-analytics.com/r/collect?v=1&_v=j79&a=222747118&t=pageview&_s=1&dl=https%3A%2F%2Fwww.duolingo.com%2F&ul=en-us&de=UTF-8&dt=Duolingo%20-%20The%20world%27s%20best%20way%20to%20learn%20a%20language&sd=24-bit&sr=800x600&vp=779x600&je=0&_u=YEBAAEAB~&jid=1776481433&gjid=479258864&cid=1535281037.1570883576&tid=UA-21595814-1&_gid=567195599.1570883576&_r=1&gtm=2wga21TX6Z97C&did=i5iSjo&z=339424501,HTTP/1.1,760,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-21595814-1&cid=1535281037.1570883576&jid=1776481433&_gid=567195599.1570883576&gjid=479258864&_v=j79&z=339424501,644,417,,,0,-1,-1,99,-1,0,-1,172.217.22.110,,101,value
46,,2019-10-12T15:32:57.128+03:00,GET,https://connect.facebook.net/en_US/fbevents.js,HTTP/1.1,363,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1177,22372,,,42,0,1992,106,1965,0,35,31.13.92.14,,2177,
47,,2019-10-12T15:32:57.317+03:00,GET,https://connect.facebook.net/signals/config/1735692093320310?v=2.9.5&r=stable,HTTP/1.1,394,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,1182,66299,,,91,-1,-1,156,-1,0,-1,31.13.92.14,,249,value
48,,2019-10-12T15:32:59.661+03:00,GET,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-21595814-1&cid=1535281037.1570883576&jid=1776481433&_gid=567195599.1570883576&gjid=479258864&_v=j79&z=339424501,HTTP/1.1,533,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-21595814-1&cid=1535281037.1570883576&jid=1776481433&_v=j79&z=339424501,674,366,,,0,0,2944,98,2912,0,39,74.125.133.156,,3083,value
49,,2019-10-12T15:33:00.427+03:00,POST,https://collector-pxasqjfz9w.perimeterx.net/api/v2/collector,HTTP/1.1,479,304,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,445,536,,,0,0,4478,115,4455,1,157,35.190.10.112,,4753,
50,,2019-10-12T15:33:01.285+03:00,POST,https://collector-pxasqjfz9w.perimeterx.net/api/v2/collector,HTTP/1.1,532,6162,,200,OK,HTTP/1.1,0,application/json; charset=utf-8,,,445,366,,,0,-1,-1,132,-1,2,-1,35.190.10.112,,135,
51,,2019-10-12T15:33:02.196+03:00,GET,https://www.facebook.com/tr/?id=1735692093320310&ev=PageView&dl=https%3A%2F%2Fwww.duolingo.com%2F&rl=&if=false&ts=1570883577609&sw=800&sh=600&v=2.9.5&r=stable&ec=0&o=157&fbp=fb.1.1570883577607.408430855&it=1570883577308&coo=false&exp=w0&rqm=GET,HTTP/1.1,597,0,,200,OK,HTTP/1.1,0,image/gif,,,499,44,,,0,0,4576,110,4540,0,0,31.13.92.36,,4687,value
52,,2019-10-12T15:33:04.493+03:00,GET,https://www.google.com/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-21595814-1&cid=1535281037.1570883576&jid=1776481433&_v=j79&z=339424501,HTTP/1.1,490,0,,302,Found,HTTP/1.1,0,text/html; charset=UTF-8,,https://www.google.co.il/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-21595814-1&cid=1535281037.1570883576&jid=1776481433&_v=j79&z=339424501&slf_rd=1&random=532196533,741,0,,,0,0,4729,133,4708,0,0,172.217.18.4,,4865,value
53,,2019-10-12T15:33:05.758+03:00,GET,https://www.google.co.il/ads/ga-audiences?v=1&aip=1&t=sr&_r=4&tid=UA-21595814-1&cid=1535281037.1570883576&jid=1776481433&_v=j79&z=339424501&slf_rd=1&random=532196533,HTTP/1.1,518,0,,200,OK,HTTP/1.1,0,image/gif,,,547,42,,,1,0,1090,117,1060,0,28,216.58.206.3,,1237,value
