,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.send,timings.wait,timings.dns,timings.ssl,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-08T16:33:33.327+03:00,GET,http://youarelistening.to/,HTTP/1.1,427,0,,200,OK,HTTP/1.1,0,text/html;charset=UTF-8,,,216,3717,,,7,0,60,3,433,3,-1,69.163.153.84,,507,,
1,,2019-10-08T16:33:33.881+03:00,GET,http://youarelistening.to/css/style.css,HTTP/1.1,347,0,,200,OK,HTTP/1.1,0,text/css,,,268,2286,,,0,-1,-1,5,251,-1,-1,69.163.153.84,,257,,
2,,2019-10-08T16:33:33.883+03:00,GET,http://code.jquery.com/ui/1.10.4/themes/smoothness/jquery-ui.css,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,text/css,,,390,7336,,,1,0,18,1,36,31,-1,209.197.3.24,,89,,
3,,2019-10-08T16:33:33.888+03:00,GET,http://code.jquery.com/jquery-2.1.0.min.js,HTTP/1.1,332,0,,200,OK,HTTP/1.1,0,application/javascript;charset=utf-8,,,443,29288,,,36,0,18,1,43,26,-1,209.197.3.24,,127,,
4,,2019-10-08T16:33:33.888+03:00,GET,http://ajax.googleapis.com/ajax/libs/swfobject/2.2/swfobject.js,HTTP/1.1,357,0,,200,OK,HTTP/1.1,0,text/javascript;charset=UTF-8,,,490,3974,,,5,0,34,0,107,35,-1,172.217.22.74,,184,,
5,,2019-10-08T16:33:33.888+03:00,GET,http://w.soundcloud.com/player/api.js,HTTP/1.1,328,0,,301,Moved Permanently,HTTP/1.1,0,,,https://w.soundcloud.com/player/api.js,387,0,,,0,0,34,0,113,35,-1,13.224.132.48,,184,,
6,,2019-10-08T16:33:33.890+03:00,GET,http://connect.soundcloud.com/sdk.js,HTTP/1.1,333,0,,200,OK,HTTP/1.1,0,application/javascript,,,634,11652,,,11,0,29,0,109,95,-1,13.224.132.40,,247,,
7,,2019-10-08T16:33:33.890+03:00,GET,http://youarelistening.to/images/button_back.png,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,image/png,,,283,906,,,0,0,31,1,35,2,-1,69.163.153.84,,70,,
8,,2019-10-08T16:33:33.890+03:00,GET,http://code.jquery.com/ui/1.10.4/jquery-ui.min.js,HTTP/1.1,339,0,,200,OK,HTTP/1.1,0,application/javascript;charset=utf-8,,,443,61269,,,96,0,26,0,36,23,-1,209.197.3.24,,184,,
9,,2019-10-08T16:33:33.891+03:00,GET,http://youarelistening.to/images/button_pause.png,HTTP/1.1,378,0,,200,OK,HTTP/1.1,0,image/png,,,283,680,,,0,0,31,1,35,0,-1,69.163.153.84,,69,,
