,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.send,timings.wait,timings.dns,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,response._error
0,,2019-10-11T14:14:16.733+03:00,GET,https://www.linkedin.com/,HTTP/1.1,466,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,2491,8575,,,1664,3,918,71,0,1704,29,185.63.144.1,,2727,
1,,2019-10-11T14:14:18.398+03:00,GET,https://static-exp1.licdn.com/sc/h/3j6zm0c1mstkwjrb91ltlxbh5,HTTP/1.1,392,0,,200,OK,HTTP/1.1,0,text/css,,,767,14780,,,615,1,620,35,0,644,2,212.55.190.51,,1303,
2,,2019-10-11T14:14:18.398+03:00,GET,https://static-exp1.licdn.com/sc/h/eziq3qqkuwxrtru4bng5hejve,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,text/javascript,,,774,22839,,,615,0,170,38,0,645,13,212.55.190.51,,867,
3,,2019-10-11T14:14:18.409+03:00,GET,https://static-exp1.licdn.com/sc/h/ddho7et5nifmzos8a28j4jg6j,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,text/javascript,,,804,13167,,,626,0,475,35,0,656,2,212.55.190.51,,1170,
4,,2019-10-11T14:14:19.058+03:00,GET,https://static-exp1.licdn.com/sc/h/dwbhts1flzdnzba22yn8887io,HTTP/1.1,448,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,665,349,,,-1,1,86,-1,-1,-1,1,212.55.190.51,,89,
5,,2019-10-11T14:14:19.324+03:00,GET,https://static-exp1.licdn.com/sc/h/1fyj4hwfi29ai78rqj069u65r,HTTP/1.1,448,0,,0,,unknown,0,,,,-1,-1,,,-1,0,0,-1,-1,-1,0,212.55.190.51,,0,No response received
6,,2019-10-11T14:14:19.325+03:00,GET,https://static-exp1.licdn.com/sc/h/44ge8ey0omn5oqp0k388nhe7g,HTTP/1.1,448,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,665,202,,,-1,0,41,-1,-1,-1,0,212.55.190.51,,42,
7,,2019-10-11T14:14:19.328+03:00,GET,https://static-exp1.licdn.com/sc/h/3z4gbn751g6l5onl9gg9s5ckg,HTTP/1.1,448,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,665,315,,,-1,0,39,-1,-1,-1,0,212.55.190.51,,41,
