,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.wait,timings.dns,timings.ssl,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
0,,2019-10-08T16:48:38.439+03:00,GET,https://www.codecademy.com/,HTTP/1.1,1253,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,894,20774,,,0,258,-1,-1,-1,-1,6,104.20.25.250,,265,,
1,,2019-10-08T16:48:38.728+03:00,POST,https://rs.fullstory.com/rec/bundle?OrgId=P1PZM&UserId=4518899204521984&SessionId=6541766993674240&PageId=5566762441277440&Seq=4&PageStart=1570543549105&PrevBundleTime=1570543559654&SkipResponseBody=true,HTTP/1.1,619,67,,200,OK,HTTP/1.1,0,,,,289,0,,,0,250,-1,-1,-1,-1,0,35.186.194.58,,250,value,
2,,2019-10-08T16:48:38.756+03:00,GET,https://www.codecademy.com/webpack/104.b0ca2c49a6d3e4f35cbc.chunk.css,HTTP/1.1,1189,0,,200,OK,HTTP/1.1,0,text/css,,,534,1973,,,0,111,-1,-1,-1,-1,0,104.20.25.250,,112,,
3,,2019-10-08T16:48:38.758+03:00,GET,https://www.codecademy.com/webpack/73.4d78988499577313336d.chunk.css,HTTP/1.1,1188,0,,200,OK,HTTP/1.1,0,text/css,,,534,5181,,,0,115,-1,-1,-1,-1,0,104.20.25.250,,117,,
4,,2019-10-08T16:48:38.871+03:00,GET,https://www.codecademy.com/webpack/75.56a72f875e30b76d4158.chunk.css,HTTP/1.1,1188,0,,200,OK,HTTP/1.1,0,text/css,,,533,268,,,0,125,-1,-1,-1,-1,0,104.20.25.250,,126,,
5,,2019-10-08T16:48:38.879+03:00,GET,https://www.codecademy.com/webpack/91.4a2e66824076c2a0f6ba.chunk.css,HTTP/1.1,1188,0,,200,OK,HTTP/1.1,0,text/css,,,518,339,,,0,120,-1,-1,-1,-1,0,104.20.25.250,,121,,
6,,2019-10-08T16:48:39.001+03:00,GET,https://www.codecademy.com/webpack/110.6cc12a1df6b7ccb47bab.chunk.css,HTTP/1.1,1189,0,,200,OK,HTTP/1.1,0,text/css,,,533,461,,,0,115,-1,-1,-1,-1,0,104.20.25.250,,116,,
7,,2019-10-08T16:48:39.001+03:00,GET,https://www.codecademy.com/webpack/0.834129a31aa84bdadb07.chunk.css,HTTP/1.1,1187,0,,200,OK,HTTP/1.1,0,text/css,,,533,325,,,0,115,-1,-1,-1,-1,0,104.20.25.250,,116,,
8,,2019-10-08T16:48:39.122+03:00,GET,https://www.codecademy.com/webpack/1.c2e56ddc298af3dce9de.chunk.css,HTTP/1.1,1187,0,,200,OK,HTTP/1.1,0,text/css,,,533,147,,,0,124,-1,-1,-1,-1,0,104.20.25.250,,125,,
9,,2019-10-08T16:48:39.122+03:00,GET,https://www.codecademy.com/webpack/2.a758190cc4232e11e584.chunk.css,HTTP/1.1,1187,0,,200,OK,HTTP/1.1,0,text/css,,,533,482,,,0,105,-1,-1,-1,-1,0,104.20.25.250,,106,,
10,,2019-10-08T16:48:39.232+03:00,GET,https://www.codecademy.com/webpack/24.e061bc32eef55c23c968.chunk.css,HTTP/1.1,1188,0,,200,OK,HTTP/1.1,0,text/css,,,534,1502,,,0,106,-1,-1,-1,-1,0,104.20.25.250,,107,,
11,,2019-10-08T16:48:39.252+03:00,GET,https://www.codecademy.com/webpack/64.45214f5047bee175b0de.chunk.css,HTTP/1.1,1188,0,,200,OK,HTTP/1.1,0,text/css,,,533,248,,,0,126,-1,-1,-1,-1,0,104.20.25.250,,127,,
12,,2019-10-08T16:48:39.343+03:00,GET,https://www.codecademy.com/webpack/77.35a241d1db754e08fa68.chunk.css,HTTP/1.1,1188,0,,200,OK,HTTP/1.1,0,text/css,,,533,684,,,0,128,-1,-1,-1,-1,0,104.20.25.250,,129,,
