,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.blocked,timings.connect,timings.dns,timings.ssl,timings.wait,timings.send,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-11T14:42:56.904+03:00,GET,https://www.duolingo.com/,HTTP/1.1,466,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,1007,2246,,,16,0,2689,139,2645,214,2,52.4.34.154,,3062,
1,,2019-10-11T14:42:59.546+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/css/ltr-f054f04e.css,HTTP/1.1,390,0,,200,OK,HTTP/1.1,0,text/css,,,524,61699,,,117,0,2237,129,2198,125,1,13.226.6.164,,2611,
2,,2019-10-11T14:42:59.546+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/js/vendor-76cee218.js,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,application/javascript,,,539,292564,,,277,0,2238,128,2200,125,1,13.226.6.164,,2771,
3,,2019-10-11T14:42:59.548+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/strings/en-7a122bdf.js,HTTP/1.1,377,0,,200,OK,HTTP/1.1,0,application/javascript,,,538,25480,,,41,0,2240,128,2193,122,0,13.226.6.164,,2534,
4,,2019-10-11T14:42:59.549+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/js/app-8308ac72.js,HTTP/1.1,373,0,,200,OK,HTTP/1.1,0,application/javascript,,,539,314477,,,280,0,2242,129,2196,109,0,13.226.6.164,,2762,
5,,2019-10-11T14:43:00.287+03:00,GET,https://www.duolingo.com/2017-06-30/config?_=1570794180281,HTTP/1.1,702,0,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,679,1207,,,0,-1,-1,-1,-1,177,0,52.4.34.154,,178,value
6,,2019-10-11T14:43:00.346+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/star-pattern.svg,HTTP/1.1,447,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,529,1333,,,1,-1,-1,-1,-1,92,0,13.226.6.164,,94,
7,,2019-10-11T14:43:00.347+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/earth-two-rings.svg,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,956,,,1,-1,-1,-1,-1,92,0,13.226.6.164,,94,
8,,2019-10-11T14:43:00.349+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/juicy-happy.svg,HTTP/1.1,446,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,529,2184,,,2,-1,-1,-1,-1,89,1,13.226.6.164,,92,
9,,2019-10-11T14:43:00.351+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/play-icon.svg,HTTP/1.1,444,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,249,,,0,-1,-1,-1,-1,88,0,13.226.6.164,,90,
10,,2019-10-11T14:43:00.451+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/feature-speaker.svg,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,394,,,0,-1,-1,-1,-1,93,0,13.226.6.164,,95,
11,,2019-10-11T14:43:00.451+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/laptop-features.svg,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,698,,,3,-1,-1,-1,-1,92,0,13.226.6.164,,96,
12,,2019-10-11T14:43:00.452+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/feature-check.svg,HTTP/1.1,448,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,293,,,0,-1,-1,-1,-1,93,0,13.226.6.164,,94,
13,,2019-10-11T14:43:00.452+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/feature-lingot.svg,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,389,,,0,-1,-1,-1,-1,93,0,13.226.6.164,,94,
14,,2019-10-11T14:43:00.471+03:00,POST,https://www.duolingo.com/2017-06-30/tracking-status,HTTP/1.1,797,68,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,1159,2,,,0,-1,-1,-1,-1,220,0,52.4.34.154,,221,
15,,2019-10-11T14:43:00.556+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/duo-plus-fly-circle-2.svg,HTTP/1.1,456,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,529,3190,,,2,-1,-1,-1,-1,92,0,13.226.6.164,,95,
16,,2019-10-11T14:43:00.556+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/feature-streak.svg,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,454,,,0,-1,-1,-1,-1,94,0,13.226.6.164,,95,
17,,2019-10-11T14:43:00.557+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/badge-app-store.svg,HTTP/1.1,450,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,463,,,0,-1,-1,-1,-1,94,0,13.226.6.164,,95,
18,,2019-10-11T14:43:00.557+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/badge-play-store.svg,HTTP/1.1,451,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,618,,,0,-1,-1,-1,-1,93,0,13.226.6.164,,95,
19,,2019-10-11T14:43:00.640+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/duo-traveler.svg,HTTP/1.1,447,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,529,3419,,,1,0,285,0,256,83,1,13.226.6.164,,373,
20,,2019-10-11T14:43:00.640+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/laptop-schools.svg,HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,529,2078,,,2,0,285,0,256,81,0,13.226.6.164,,370,
21,,2019-10-11T14:43:00.642+03:00,GET,https://www.duolingo.com/api/1/courses/list?_=1570794180614,HTTP/1.1,765,0,,200,OK,HTTP/1.1,0,application/json; charset=UTF-8,,,680,2911,,,0,0,307,0,281,198,1,52.4.34.154,,508,value
22,,2019-10-11T14:43:00.676+03:00,GET,https://d35aaqx5ub95lt.cloudfront.net/images/logo-white.svg,HTTP/1.1,412,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,528,993,,,1,-1,-1,-1,-1,90,0,13.226.6.164,,92,
