,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.send,timings.dns,timings.wait,timings.ssl,serverIPAddress,comment,time,request.queryString.name
40,,2019-10-11T14:41:56.793+03:00,GET,https://www.codecademy.com/webpack/3861e7bced4765ac7456df8ec72e42d5.woff2,HTTP/1.1,640,0,,200,OK,HTTP/1.1,0,application/octet-stream,,,607,60992,,,84,-1,-1,0,-1,103,-1,104.20.26.250,,188,
41,,2019-10-11T14:41:56.796+03:00,GET,https://www.codecademy.com/webpack/renderer/f059ec67021b3dfeea1b6cb2eb373683.svg,HTTP/1.1,608,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,546,148,,,0,-1,-1,0,-1,98,-1,104.20.26.250,,99,
42,,2019-10-11T14:41:56.833+03:00,GET,https://www.codecademy.com/webpack/renderer/1d77ee7d6c14c4a1b3b3737557a71c4a.svg,HTTP/1.1,608,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,547,430,,,0,-1,-1,0,-1,104,-1,104.20.26.250,,105,
43,,2019-10-11T14:41:56.895+03:00,GET,https://www.codecademy.com/webpack/renderer/daecb491e565bc6b7390756d03fc1ee1.svg,HTTP/1.1,608,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,546,141,,,0,-1,-1,0,-1,92,-1,104.20.26.250,,93,
44,,2019-10-11T14:41:56.902+03:00,GET,https://www.codecademy.com/webpack/renderer/d7285ffbbd0ca6d1d2179f7d22ea1f67.svg,HTTP/1.1,608,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,548,2040,,,1,-1,-1,0,-1,97,-1,104.20.26.250,,99,
45,,2019-10-11T14:41:56.925+03:00,GET,https://www.codecademy.com/webpack/renderer/e44a2755e60f248ec67d963ac2b1af4d.svg,HTTP/1.1,608,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,547,230,,,0,-1,-1,0,-1,92,-1,104.20.26.250,,93,
46,,2019-10-11T14:41:56.942+03:00,GET,https://www.codecademy.com/webpack/16.526f0aff88f506cf37f7.chunk.js,HTTP/1.1,559,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,549,974,,,0,-1,-1,0,-1,98,-1,104.20.26.250,,99,
47,,2019-10-11T14:41:56.949+03:00,GET,https://www.codecademy.com/webpack/17.6d4f2e24c59a0f359930.chunk.js,HTTP/1.1,559,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,549,413,,,0,-1,-1,0,-1,92,-1,104.20.26.250,,93,
48,,2019-10-11T14:41:56.985+03:00,GET,https://www.codecademy.com/webpack/19.b6ab6afa032c61e33267.chunk.js,HTTP/1.1,559,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,550,2124,,,0,-1,-1,0,-1,128,-1,104.20.26.250,,129,
49,,2019-10-11T14:41:56.992+03:00,GET,https://www.codecademy.com/webpack/30.01deeef3246b41a22447.chunk.js,HTTP/1.1,559,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,549,449,,,0,-1,-1,0,-1,99,-1,104.20.26.250,,100,
50,,2019-10-11T14:41:57.005+03:00,GET,https://www.codecademy.com/webpack/33.99f4e5c5da0f5bfd1e1f.chunk.js,HTTP/1.1,559,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,549,370,,,0,-1,-1,0,-1,93,-1,104.20.26.250,,94,
