,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.ssl,timings.dns,timings.send,timings.receive,timings.blocked,timings.connect,serverIPAddress,comment,time,request.queryString.name
0,,2019-10-11T14:20:10.324+03:00,GET,https://www.incredibox.com/,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/html; charset=UTF-8,,,225,28014,,,209,2106,197,2,13,0,2147,163.172.54.44,,2570,
1,,2019-10-11T14:20:10.573+03:00,GET,https://www.incredibox.com/css/style.min.css,HTTP/1.1,379,0,,200,OK,HTTP/1.1,0,text/css,,,311,13693,,,121,-1,-1,1,1,-1,-1,163.172.54.44,,124,
2,,2019-10-11T14:20:10.716+03:00,GET,https://www.incredibox.com/img/home-mockup-aasl.jpg,HTTP/1.1,407,0,,200,OK,HTTP/1.1,0,image/jpeg,,,262,108304,,,133,-1,-1,2,73,-1,-1,163.172.54.44,,209,
3,,2019-10-11T14:20:10.942+03:00,GET,https://www.incredibox.com/js/libs/jquery.min.js,HTTP/1.1,368,0,,200,OK,HTTP/1.1,0,application/javascript,,,325,33225,,,116,-1,-1,0,3,-1,-1,163.172.54.44,,120,
4,,2019-10-11T14:20:11.074+03:00,GET,https://www.incredibox.com/js/site.min.js,HTTP/1.1,361,0,,200,OK,HTTP/1.1,0,application/javascript,,,325,22728,,,112,-1,-1,0,1,-1,-1,163.172.54.44,,114,
5,,2019-10-11T14:20:11.850+03:00,GET,https://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.1.0/cookieconsent.min.css,HTTP/1.1,415,0,,200,OK,HTTP/1.1,0,text/css,,,663,1055,,,182,1230,0,0,2,0,1269,104.19.198.151,,1455,
6,,2019-10-11T14:20:11.855+03:00,GET,https://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.1.0/cookieconsent.min.js,HTTP/1.1,399,0,,200,OK,HTTP/1.1,0,application/javascript; charset=utf-8,,,693,6531,,,191,1235,0,0,263,0,1274,104.19.198.151,,1731,
7,,2019-10-11T14:20:12.334+03:00,GET,https://www.incredibox.com/img/menu-logo.svg,HTTP/1.1,417,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,262,4941,,,126,-1,-1,0,0,-1,-1,163.172.54.44,,127,
8,,2019-10-11T14:20:12.335+03:00,GET,https://www.incredibox.com/img/home-header2.jpg,HTTP/1.1,420,0,,200,OK,HTTP/1.1,0,image/jpeg,,,262,169169,,,227,138,0,0,182,0,176,163.172.54.44,,587,
9,,2019-10-11T14:20:12.465+03:00,GET,https://www.incredibox.com/font/raleway-regular-webfont.woff,HTTP/1.1,430,0,,200,OK,HTTP/1.1,0,application/font-woff,,,271,32476,,,221,-1,-1,0,6,-1,-1,163.172.54.44,,228,
10,,2019-10-11T14:20:12.500+03:00,GET,https://www.incredibox.com/font/raleway-semibold-webfont.woff,HTTP/1.1,431,0,,200,OK,HTTP/1.1,0,application/font-woff,,,271,31612,,,214,130,0,0,41,0,152,163.172.54.44,,408,
11,,2019-10-11T14:20:12.561+03:00,GET,https://www.incredibox.com/font/raleway-bold-webfont.woff,HTTP/1.1,427,0,,200,OK,HTTP/1.1,0,application/font-woff,,,271,32628,,,188,191,0,0,43,0,218,163.172.54.44,,450,
12,,2019-10-11T14:20:12.566+03:00,GET,https://www.incredibox.com/img/home-logo.png,HTTP/1.1,417,0,,200,OK,HTTP/1.1,0,image/png,,,259,42647,,,186,197,0,0,41,0,223,163.172.54.44,,451,
13,,2019-10-11T14:20:12.699+03:00,GET,https://www.incredibox.com/img/home-album.png,HTTP/1.1,418,0,,200,OK,HTTP/1.1,0,image/png,,,261,115850,,,138,-1,-1,0,88,-1,-1,163.172.54.44,,227,
14,,2019-10-11T14:20:12.764+03:00,GET,https://www.incredibox.com/img/home-teaser-artwork.jpg,HTTP/1.1,427,0,,200,OK,HTTP/1.1,0,image/jpeg,,,262,148604,,,114,-1,-1,0,69,-1,-1,163.172.54.44,,184,
15,,2019-10-11T14:20:12.765+03:00,GET,https://www.incredibox.com/img/home-aasl.png,HTTP/1.1,417,0,,200,OK,HTTP/1.1,0,image/png,,,258,8327,,,95,-1,-1,0,0,-1,-1,163.172.54.44,,96,
16,,2019-10-11T14:20:12.801+03:00,GET,https://www.incredibox.com/img/home-v5-artwork1.jpg,HTTP/1.1,424,0,,200,OK,HTTP/1.1,0,image/jpeg,,,260,60844,,,131,-1,-1,0,95,-1,-1,163.172.54.44,,227,
17,,2019-10-11T14:20:12.804+03:00,GET,https://www.incredibox.com/img/home-tv-press.jpg,HTTP/1.1,421,0,,200,OK,HTTP/1.1,0,image/jpeg,,,260,30764,,,126,-1,-1,0,38,-1,-1,163.172.54.44,,166,
18,,2019-10-11T14:20:12.867+03:00,GET,https://www.incredibox.com/img/home-press-logos.jpg,HTTP/1.1,424,0,,200,OK,HTTP/1.1,0,image/jpeg,,,262,115446,,,125,-1,-1,0,105,-1,-1,163.172.54.44,,232,
19,,2019-10-11T14:20:12.946+03:00,GET,https://www.incredibox.com/img/home-awards.png,HTTP/1.1,419,0,,200,OK,HTTP/1.1,0,image/png,,,259,29038,,,113,-1,-1,0,1,-1,-1,163.172.54.44,,115,
20,,2019-10-11T14:20:12.973+03:00,GET,https://www.incredibox.com/img/bt-store.png,HTTP/1.1,416,0,,200,OK,HTTP/1.1,0,image/png,,,259,16730,,,125,-1,-1,0,0,-1,-1,163.172.54.44,,126,
21,,2019-10-11T14:20:13.951+03:00,GET,https://www.googletagmanager.com/gtag/js?id=UA-10301455-3,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,624,27314,,,118,3303,40,0,53,0,3328,216.58.207.72,,3541,value
22,,2019-10-11T14:20:14.523+03:00,GET,https://connect.facebook.net/en_US/sdk.js,HTTP/1.1,360,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,805,1779,,,103,2143,29,0,1,0,2160,157.240.1.23,,2295,
23,,2019-10-11T14:20:14.844+03:00,GET,https://connect.facebook.net/en_US/sdk.js?hash=cd9ab10336a3027228fd60e58ccae7a6&ua=modern_es6,HTTP/1.1,445,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,59079,,,99,175,0,0,92,0,208,157.240.1.23,,401,value
24,,2019-10-11T14:20:16.675+03:00,GET,https://www.youtube.com/iframe_api,HTTP/1.1,353,0,,200,OK,HTTP/1.1,0,application/javascript,,,394,859,,,111,4058,66,0,0,0,4112,172.217.22.78,,4292,
