,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.connect,timings.receive,timings.send,timings.dns,timings.ssl,timings.wait,serverIPAddress,comment,time,request.queryString.name
10,,2019-10-12T16:02:19.319+03:00,GET,https://ssl.google-analytics.com/r/__utm.gif?utmwv=5.7.2&utms=1&utmn=1696538983&utmhn=www.whatshouldireadnext.com&utmcs=UTF-8&utmsr=800x600&utmvp=779x600&utmsc=24-bit&utmul=en-us&utmje=0&utmfl=-&utmdt=What%20Should%20I%20Read%20Next%3F%20Book%20recommendations%20from%20readers%20like%20you&utmhid=1969533709&utmr=-&utmp=%2F&utmht=1570885339311&utmac=UA-1909811-1&utmcc=__utma%3D146589170.1498517929.1570885339.1570885339.1570885339.1%3B%2B__utmz%3D146589170.1570885339.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)%3B&utmjid=599195413&utmredir=1&utmu=DAAAAAAAAAAAAAAAAAAAAAAE~,HTTP/1.1,955,0,,200,OK,HTTP/1.1,0,image/gif,,,466,35,,,-1,-1,0,0,-1,-1,96,216.58.210.8,,98,value
11,,2019-10-12T16:02:19.330+03:00,GET,https://www.whatshouldireadnext.com/ads/ajax.php?callback=jQuery110202962772246874945_1570885337991&uss_type=1&uss_session=15708853379970.9107429077183251&uss_anticache=0.857328455040451&action=uss_getstring&_=1570885337992,HTTP/1.1,939,0,,200,OK,HTTP/1.1,0,application/json,,,208,463,,,-1,-1,0,0,-1,-1,159,217.160.0.94,,161,value
12,,2019-10-12T16:02:19.500+03:00,GET,https://www.whatshouldireadnext.com/ads/ajax.php?callback=jQuery110202962772246874945_1570885337991&uss_type=2&uss_session=15708853379970.9107429077183251&uss_anticache=0.8501432877480353&action=uss_getstring&_=1570885337993,HTTP/1.1,940,0,,200,OK,HTTP/1.1,0,application/json,,,208,522,,,-1,-1,0,1,-1,-1,170,217.160.0.94,,171,value
13,,2019-10-12T16:02:19.678+03:00,GET,https://www.whatshouldireadnext.com/ads/ajax.php?callback=jQuery110202962772246874945_1570885337991&uss_type=3&uss_session=15708853379970.9107429077183251&uss_anticache=0.9911513325770016&action=uss_getstring&_=1570885337994,HTTP/1.1,940,0,,200,OK,HTTP/1.1,0,application/json,,,208,422,,,-1,-1,0,0,-1,-1,150,217.160.0.94,,151,value
14,,2019-10-12T16:02:20.478+03:00,GET,https://connect.facebook.net/en_US/all.js,HTTP/1.1,369,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,805,1778,,,0,2443,2,0,32,2413,123,31.13.92.14,,2601,
15,,2019-10-12T16:02:20.819+03:00,GET,https://connect.facebook.net/en_US/all.js?hash=c9df5cf2c62e7e3e59a96eeca9c74f80&ua=modern_es6,HTTP/1.1,463,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,820,56409,,,0,211,107,0,0,177,106,31.13.92.14,,426,value
16,,2019-10-12T16:02:23.245+03:00,GET,https://rcm-na.amazon-adsystem.com/e/cm?o=1&p=13&l=ez&f=ifr&linkID=43952556ed8e6886aba1176dc73ba61f&t=wsirn-20&tracking_id=wsirn-20,HTTP/1.1,612,0,,302,Found,HTTP/1.1,0,text/html; charset=iso-8859-1,,https://ws-na.assoc-amazon.com/widgets/cm?o=1&p=13&l=ez&f=ifr&linkID=43952556ed8e6886aba1176dc73ba61f&t=wsirn-20&tracking_id=wsirn-20,440,277,,,0,5098,0,0,138,5063,183,52.46.136.169,,5422,value
17,,2019-10-12T16:02:24.332+03:00,GET,https://staticxx.facebook.com/connect/xd_arbiter.php?version=44,HTTP/1.1,544,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,516,11778,,,0,3231,6,2,29,3202,107,31.13.92.14,,3377,value
18,,2019-10-12T16:02:24.572+03:00,GET,https://ws-na.assoc-amazon.com/widgets/cm?o=1&p=13&l=ez&f=ifr&linkID=43952556ed8e6886aba1176dc73ba61f&t=wsirn-20&tracking_id=wsirn-20,HTTP/1.1,614,0,,200,OK,HTTP/1.1,0,text/html;charset=UTF-8,,,474,45299,,,0,1028,171,0,111,989,191,176.32.99.76,,1504,value
19,,2019-10-12T16:02:27.372+03:00,GET,https://images-na.ssl-images-amazon.com//images/G/01/rcm/468x60.gif,HTTP/1.1,528,0,,200,OK,HTTP/1.1,0,image/gif,,,603,7079,,,0,2375,10,0,33,2346,106,143.204.196.203,,2527,
20,,2019-10-12T16:02:27.732+03:00,GET,https://ir-na.amazon-adsystem.com/e/ir?l=ez&t=wsirn-20&o=1&cb=1570885344955,HTTP/1.1,536,0,,200,,HTTP/1.1,0,image/gif,,,126,42,,,0,2720,4,0,42,2697,181,52.46.128.194,,2950,value
21,,2019-10-12T16:02:28.042+03:00,GET,https://fls-na.amazon-adsystem.com/1/associates-ads/1/OP/r/json?cb=1570885344954&logType=banner_impressions&p=%7B%22mobile_supported%22%3A%22true%22%2C%22action%22%3A%22onload%22%2C%22adunit_type%22%3A%22banners%22%2C%22adunit_properties%22%3A%7B%22height%22%3A%22%24%7Bheight%7D%22%2C%22width%22%3A%22%24%7Bwidth%7D%22%2C%22category%22%3A%22%24%7Bcampaigns%7D%22%2C%22marketplace%22%3A%22amazon%22%2C%22link_id%22%3A%22%24%7Blinkid%7D%22%2C%22region%22%3A%22US%22%7D%2C%22logType%22%3A%22banner_impressions%22%7D,HTTP/1.1,974,0,,200,OK,HTTP/1.1,0,image/gif,,,159,43,,,0,3009,1,1,67,2982,177,52.94.233.131,,3257,value
22,,2019-10-12T16:02:28.042+03:00,GET,https://fls-na.amazon-adsystem.com/1/associates-ads/1/OP/?cb=1570885344955&p=%7B%22program%22%3A%221%22%2C%22tag%22%3A%22wsirn-20%22%2C%22linkCode%22%3A%22ez%22%2C%22refUrl%22%3A%22https%3A%2F%2Fwww.whatshouldireadnext.com%2F%22%2C%22panda%22%3Atrue%7D,HTTP/1.1,713,0,,200,OK,HTTP/1.1,0,image/gif,,,159,43,,,0,3010,0,0,65,2983,168,52.94.233.131,,3245,value
