,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.ssl,timings.dns,timings.wait,timings.send,serverIPAddress,comment,time
0,,2019-10-08T16:00:57.460+03:00,GET,https://www.ineedaprompt.com/,HTTP/1.1,470,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,270,14083,,,6,2431,0,2388,166,207,3,192.241.177.50,,2815
1,,2019-10-08T16:00:57.707+03:00,GET,https://www.ineedaprompt.com/styles.css,HTTP/1.1,376,0,,200,OK,HTTP/1.1,0,text/css; charset=UTF-8,,,327,5635,,,0,-1,-1,-1,-1,173,1,192.241.177.50,,175
2,,2019-10-08T16:00:57.888+03:00,GET,https://www.ineedaprompt.com/ineedaprompt.js,HTTP/1.1,366,0,,200,OK,HTTP/1.1,0,application/javascript,,,326,7890,,,0,-1,-1,-1,-1,162,0,192.241.177.50,,163
3,,2019-10-08T16:00:58.007+03:00,GET,https://www.ineedaprompt.com/script.js,HTTP/1.1,360,0,,200,OK,HTTP/1.1,0,application/javascript,,,326,4454,,,0,296,0,243,0,164,0,192.241.177.50,,461
