,comment,pageref,request.bodySize,request.comment,request.headersSize,request.httpVersion,request.method,request.queryString.name,request.url,response._error,response.bodySize,response.comment,response.content.comment,response.content.mimeType,response.content.size,response.headersSize,response.httpVersion,response.redirectURL,response.status,response.statusText,serverIPAddress,startedDateTime,time,timings.blocked,timings.comment,timings.connect,timings.dns,timings.receive,timings.send,timings.ssl,timings.wait
0,,,0,,461,HTTP/1.1,GET,,https://twitter.com/,,14273,,,text/html;charset=utf-8,0,6205,HTTP/1.1,,200,OK,104.244.42.1,2019-10-10T19:35:40.463+03:00,1975,0,,1660,16,66,13,1568,217
1,,,0,,791,HTTP/1.1,GET,value,https://twitter.com/i/js_inst?c_name=ui_metrics,,2805,,,text/javascript; charset=utf-8,0,1149,HTTP/1.1,,200,OK,104.244.42.1,2019-10-10T19:35:40.794+03:00,219,-1,,-1,-1,4,5,-1,209
2,,,0,,392,HTTP/1.1,GET,,https://abs.twimg.com/a/1570227539/css/t1/twitter_core.bundle.css,,35309,,,text/css,0,578,HTTP/1.1,,200,OK,192.229.233.50,2019-10-10T19:35:41.859+03:00,1132,0,,1028,9,3,6,943,84
3,,,0,,394,HTTP/1.1,GET,,https://abs.twimg.com/a/1570227539/css/t1/twitter_more_2.bundle.css,,38631,,,text/css,0,577,HTTP/1.1,,200,OK,192.229.233.50,2019-10-10T19:35:41.863+03:00,1137,0,,1037,12,5,3,954,79
4,,,0,,394,HTTP/1.1,GET,,https://abs.twimg.com/a/1570227539/css/t1/twitter_more_1.bundle.css,,43389,,,text/css,0,577,HTTP/1.1,,200,OK,192.229.233.50,2019-10-10T19:35:41.865+03:00,1179,0,,1030,11,71,2,948,63
5,,,0,,370,HTTP/1.1,GET,,https://abs.twimg.com/k/en/init.en.77c56452e473e94d573f.js,,180312,,,application/javascript; charset=utf-8,0,607,HTTP/1.1,,200,OK,192.229.233.50,2019-10-10T19:35:41.865+03:00,1260,0,,1046,10,132,1,974,70
6,,,0,,375,HTTP/1.1,GET,,https://abs.twimg.com/k/en/0.commons.en.06a750caea28350212ee.js,,249858,,,application/javascript; charset=utf-8,0,608,HTTP/1.1,,200,OK,192.229.233.50,2019-10-10T19:35:41.881+03:00,1285,0,,1058,12,140,2,978,72
7,,,0,,791,HTTP/1.1,GET,value,https://twitter.com/i/js_inst?c_name=ui_metrics,,2253,,,text/javascript; charset=utf-8,0,1149,HTTP/1.1,,200,OK,104.244.42.1,2019-10-10T19:35:42.455+03:00,194,-1,,-1,-1,1,0,-1,192
8,,,0,,446,HTTP/1.1,GET,,https://abs.twimg.com/a/1570227539/font/edge-icons-Regular.woff,,25892,,,application/font-woff,0,542,HTTP/1.1,,200,OK,192.229.233.50,2019-10-10T19:35:42.736+03:00,324,0,,245,0,15,1,178,62
9,,,0,,380,HTTP/1.1,GET,,https://abs.twimg.com/k/en/7.pages_signup.en.6bfee475d9b7243c5db9.js,,21560,,,application/javascript; charset=utf-8,0,605,HTTP/1.1,,200,OK,192.229.233.50,2019-10-10T19:35:42.817+03:00,68,-1,,-1,-1,8,0,-1,59
10,,,0,,1037,HTTP/1.1,GET,value,https://syndication.twitter.com/i/jot/syndication?l=%7B%22_category_%22%3A%22syndicated_impression%22%2C%22event_namespace%22%3A%7B%22client%22%3A%22web%22%2C%22page%22%3A%22front%22%2C%22action%22%3A%22impression%22%7D%2C%22triggered_on%22%3A1570725343249%7D,,65,,,image/gif;charset=utf-8,0,899,HTTP/1.1,,200,OK,104.244.42.136,2019-10-10T19:35:43.874+03:00,769,0,,571,3,3,0,499,190
11,,,0,,357,HTTP/1.1,GET,,https://www.google-analytics.com/analytics.js,,17803,,,text/javascript,0,541,HTTP/1.1,,200,OK,216.58.210.206,2019-10-10T19:35:43.892+03:00,712,0,,625,3,17,0,554,66
12,,,0,,694,HTTP/1.1,GET,value,https://www.google-analytics.com/r/collect?v=1&_v=j79&aip=1&a=1506600122&t=pageview&_s=1&dl=https%3A%2F%2Ftwitter.com%2F&dr=&dp=%2Fanon%2Ffront%2Ffront&ul=en-us&de=UTF-8&dt=REDACTED&sd=24-bit&sr=800x600&vp=783x600&je=0&_u=YEBAAQAB~&jid=534069581&gjid=1812325715&cid=1690810634.1570725344&tid=UA-30775-6&_gid=1612114425.1570725344&_r=1&z=691055964,,415,,,text/html; charset=UTF-8,0,642,HTTP/1.1,https://stats.g.doubleclick.net/r/collect?v=1&aip=1&t=dc&_r=3&tid=UA-30775-6&cid=1690810634.1570725344&jid=534069581&_gid=1612114425.1570725344&gjid=1812325715&_v=j79&z=691055964,302,Found,216.58.210.206,2019-10-10T19:35:44.019+03:00,73,-1,,-1,-1,0,0,-1,72
13,,,4876,,989,HTTP/1.1,POST,value,https://twitter.com/i/csp_report?a=NVQWGYLXFVZXO2LGOQ%3D%3D%3D%3D%3D%3D&ro=false,No response received,-1,,,,0,-1,unknown,,0,,104.244.42.1,2019-10-10T19:35:44.101+03:00,2,-1,,-1,-1,0,2,-1,0
