,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,response._error,timings.comment,timings.receive,timings.blocked,timings.connect,timings.wait,timings.dns,timings.send,timings.ssl,serverIPAddress,comment,time
0,,2019-10-12T14:54:48.750+03:00,CONNECT,https://habitrpg.com,HTTP/1.1,0,0,,0,,unknown,0,,,,-1,-1,,Unable to connect to host,,0,0,390,0,147,0,-1,23.21.115.159,,538
