,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.connect,timings.receive,timings.wait,timings.ssl,timings.dns,timings.send,serverIPAddress,comment,time,request.queryString.name,response._error
11,,2019-09-28T18:46:33.042+03:00,GET,https://www.flixster.com/_next/static/vm9kI1s0jr_1iw3a-FUfa/pages/TheatersPage.js,HTTP/1.1,555,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,981,11942,,,-1,-1,0,144,-1,-1,2,95.101.161.205,,147,,
12,,2019-09-28T18:46:33.042+03:00,GET,https://www.flixster.com/_next/static/vm9kI1s0jr_1iw3a-FUfa/pages/AtHomePage.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,979,13244,,,-1,-1,0,294,-1,-1,1,95.101.161.205,,296,,
13,,2019-09-28T18:46:34.237+03:00,GET,https://consent.truste.com/notice?domain=fandango.com&c=teconsent&js=bb&noticeType=bb,HTTP/1.1,402,0,,200,,HTTP/1.1,0,text/javascript;charset=ISO-8859-1,,,357,87,,,0,1666,0,102,1554,21,1,63.33.28.132,,1792,value,
14,,2019-09-28T18:46:35.106+03:00,GET,https://www.flixster.com/_next/static/vm9kI1s0jr_1iw3a-FUfa/pages/MoviePage.js,HTTP/1.1,552,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,981,33607,,,-1,-1,38,40,-1,-1,1,95.101.161.205,,79,,
15,,2019-09-28T18:46:35.213+03:00,GET,https://cdnssl.clicktale.net/www12/ptc/6cdf825f-4a87-4264-be5e-0d21df7f29c5.js,HTTP/1.1,395,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,306,11552,,,0,2460,0,38,2441,21,0,92.122.15.241,,2522,,
16,,2019-09-28T18:46:35.484+03:00,GET,https://cdnssl.clicktale.net/www/monitor-latest.js,HTTP/1.1,398,0,,200,OK,HTTP/1.1,0,application/javascript,,,414,19662,,,0,169,36,36,132,0,0,92.122.15.241,,243,,
17,,2019-09-28T18:46:35.561+03:00,GET,https://cdnssl.clicktale.net/www12/pcc/6cdf825f-4a87-4264-be5e-0d21df7f29c5.js?DeploymentConfigName=Release_20190220&Version=2,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,text/javascript; charset=utf-8,,,308,17707,,,-1,-1,8,46,-1,-1,0,92.122.15.241,,56,value,
18,,2019-09-28T18:46:35.622+03:00,GET,https://cdnssl.clicktale.net/www/WR-latest.js,HTTP/1.1,393,0,,200,OK,HTTP/1.1,0,application/javascript,,,414,18689,,,-1,-1,1,63,-1,-1,0,92.122.15.241,,65,,
19,,2019-09-28T18:46:35.726+03:00,GET,https://cdnssl.clicktale.net/www/ChangeMonitor-latest.js,HTTP/1.1,404,0,,200,OK,HTTP/1.1,0,application/javascript,,,413,15711,,,-1,-1,0,39,-1,-1,0,92.122.15.241,,40,,
20,,2019-09-28T18:46:37.607+03:00,GET,https://www.flixster.com/_next/static/vm9kI1s0jr_1iw3a-FUfa/pages/LocationPage.js,HTTP/1.1,555,0,,200,OK,HTTP/1.1,0,application/javascript; charset=UTF-8,,,980,7724,,,-1,-1,0,105,-1,-1,0,95.101.161.205,,106,,
21,,2019-09-28T18:46:37.698+03:00,GET,https://sb.scorecardresearch.com/beacon.js,HTTP/1.1,359,0,,200,OK,HTTP/1.1,0,application/x-javascript,,,283,901,,,0,4949,0,125,4930,17,1,88.221.154.182,,5094,,
22,,2019-09-28T18:46:37.859+03:00,GET,https://sb.scorecardresearch.com/b?c1=2&c2=6035083&ns__t=1569685597855&ns_c=UTF-8&cv=3.1&c8=Movies%20%7C%20Flixster&c7=https%3A%2F%2Fwww.flixster.com%2F&c9=,HTTP/1.1,509,0,,302,Moved Temporarily,HTTP/1.1,0,,,https://sb.scorecardresearch.com/b2?c1=2&c2=6035083&ns__t=1569685597855&ns_c=UTF-8&cv=3.1&c8=Movies%20%7C%20Flixster&c7=https%3A%2F%2Fwww.flixster.com%2F&c9=,662,0,,,-1,-1,0,91,-1,-1,0,88.221.154.182,,92,value,
23,,2019-09-28T18:46:37.960+03:00,GET,https://sb.scorecardresearch.com/b2?c1=2&c2=6035083&ns__t=1569685597855&ns_c=UTF-8&cv=3.1&c8=Movies%20%7C%20Flixster&c7=https%3A%2F%2Fwww.flixster.com%2F&c9=,HTTP/1.1,574,0,,204,No Content,HTTP/1.1,0,,,,250,0,,,-1,-1,0,144,-1,-1,0,88.221.154.182,,145,value,
24,,2019-09-28T18:46:39.710+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p16240503_p_v8_ab.jpg,HTTP/1.1,501,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,583,,,0,6659,0,81,3576,143,1,143.204.214.59,,6886,,
25,,2019-09-28T18:46:39.714+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p16624487_p_v13_aa.jpg,HTTP/1.1,502,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,570,,,0,6672,0,81,3588,147,0,143.204.214.59,,6903,,
26,,2019-09-28T18:46:39.720+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p15918438_p_v13_ad.jpg,HTTP/1.1,502,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,561,,,0,6679,0,85,3596,142,0,143.204.214.59,,6909,,
27,,2019-09-28T18:46:39.725+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p17107285_p_v13_ab.jpg,HTTP/1.1,502,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,596,,,0,6685,0,80,6546,143,0,143.204.214.59,,6911,,
28,,2019-09-28T18:46:39.762+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p16820180_p_v13_aa.jpg,HTTP/1.1,502,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,591,,,0,6714,0,83,3629,143,0,143.204.214.59,,6942,,
29,,2019-09-28T18:46:39.764+03:00,GET,https://conductor.clicktale.net/monitor?t=auth&p=223&2=821215251558066&v=1.5.5,HTTP/1.1,452,0,,200,OK,HTTP/1.1,0,text/plain,,,264,1,,,0,4117,0,161,3949,21,0,54.204.214.136,,4302,value,
30,,2019-09-28T18:46:39.798+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p17107365_p_v11_aa.jpg,HTTP/1.1,502,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,596,,,-1,-1,0,80,-1,-1,0,143.204.214.59,,81,,
31,,2019-09-28T18:46:39.801+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p17239754_p_v13_aa.jpg,HTTP/1.1,502,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,572,,,-1,-1,0,80,-1,-1,0,143.204.214.59,,81,,
32,,2019-09-28T18:46:39.814+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p17340518_p_v13_aa.jpg,HTTP/1.1,502,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,602,,,-1,-1,0,78,-1,-1,0,143.204.214.59,,80,,
33,,2019-09-28T18:46:39.814+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p14579296_p_v8_aa.jpg,HTTP/1.1,501,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,571,,,-1,-1,0,79,-1,-1,0,143.204.214.59,,80,,
34,,2019-09-28T18:46:39.851+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p16356852_p_v13_ax.jpg,HTTP/1.1,502,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,578,,,-1,-1,0,95,-1,-1,0,143.204.214.59,,97,,
35,,2019-09-28T18:46:39.883+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p15724355_p_v13_aa.jpg,HTTP/1.1,502,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,554,,,-1,-1,0,80,-1,-1,0,143.204.214.59,,81,,
36,,2019-09-28T18:46:39.887+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p16080020_p_v13_ba.jpg,HTTP/1.1,502,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,560,,,-1,-1,0,83,-1,-1,0,143.204.214.59,,84,,
37,,2019-09-28T18:46:39.898+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p14624901_p_v13_ag.jpg,HTTP/1.1,502,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,554,,,-1,-1,0,81,-1,-1,0,143.204.214.59,,82,,
38,,2019-09-28T18:46:39.899+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p16835712_p_v13_ab.jpg,HTTP/1.1,502,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,596,,,-1,-1,0,83,-1,-1,0,143.204.214.59,,84,,
39,,2019-09-28T18:46:39.930+03:00,POST,https://conductor.clicktale.net/monitor?t=preinit&p=223&2=821215251558066&v=1.5.5&7=https%3A%2F%2Fwww.flixster.com%2F&3=5342981090614429&4=7204928305367563&5=0,HTTP/1.1,570,0,,200,OK,HTTP/1.1,0,text/plain,,,255,1,,,-1,-1,0,161,-1,-1,0,54.204.214.136,,162,value,
40,,2019-09-28T18:46:39.952+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p14113286_p_v13_ac.jpg,HTTP/1.1,502,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,591,,,-1,-1,0,81,-1,-1,0,143.204.214.59,,82,,
41,,2019-09-28T18:46:39.968+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p16597574_p_v13_aa.jpg,HTTP/1.1,502,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,600,,,-1,-1,0,81,-1,-1,0,143.204.214.59,,82,,
42,,2019-09-28T18:46:39.975+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p16309593_p_v13_ad.jpg,HTTP/1.1,502,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,586,,,-1,-1,0,82,-1,-1,0,143.204.214.59,,84,,
43,,2019-09-28T18:46:39.987+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p16244732_p_v8_aa.jpg,HTTP/1.1,501,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,592,,,-1,-1,0,80,-1,-1,0,143.204.214.59,,81,,
44,,2019-09-28T18:46:39.987+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p17162880_p_v13_ab.jpg,HTTP/1.1,502,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,590,,,-1,-1,0,81,-1,-1,0,143.204.214.59,,82,,
45,,2019-09-28T18:46:40.041+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p15791706_p_v13_ay.jpg,HTTP/1.1,502,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,573,,,-1,-1,0,86,-1,-1,0,143.204.214.59,,87,,
46,,2019-09-28T18:46:40.055+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p5940_p_v11_ab.jpg,HTTP/1.1,498,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,567,,,-1,-1,0,113,-1,-1,0,143.204.214.59,,115,,
47,,2019-09-28T18:46:40.064+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p16715070_p_v13_aa.jpg,HTTP/1.1,502,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,569,,,-1,-1,0,104,-1,-1,0,143.204.214.59,,105,,
48,,2019-09-28T18:46:40.077+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p17327118_p_v8_aa.jpg,HTTP/1.1,501,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,598,,,-1,-1,0,99,-1,-1,0,143.204.214.59,,100,,
49,,2019-09-28T18:46:40.269+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p16240503_p_v8_ab.jpg,HTTP/1.1,766,0,,200,OK,HTTP/1.1,0,image/jpeg,,,452,40468,,,0,323,170,86,244,0,1,143.204.214.59,,581,,
50,,2019-09-28T18:46:40.365+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p17107365_p_v11_aa.jpg,HTTP/1.1,767,0,,200,OK,HTTP/1.1,0,image/jpeg,,,451,41553,,,0,283,152,107,192,1,1,143.204.214.59,,545,,
51,,2019-09-28T18:46:40.366+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p16820180_p_v13_aa.jpg,HTTP/1.1,767,0,,200,OK,HTTP/1.1,0,image/jpeg,,,452,24208,,,0,282,65,107,190,0,0,143.204.214.59,,456,,
52,,2019-09-28T18:46:40.373+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p16624487_p_v13_aa.jpg,HTTP/1.1,767,0,,200,OK,HTTP/1.1,0,image/jpeg,,,452,31556,,,0,288,110,92,196,0,0,143.204.214.59,,492,,
53,,2019-09-28T18:46:40.380+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p15918438_p_v13_ad.jpg,HTTP/1.1,767,0,,200,OK,HTTP/1.1,0,image/jpeg,,,452,42423,,,0,297,176,108,203,0,0,143.204.214.59,,582,,
54,,2019-09-28T18:46:40.531+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p17107285_p_v13_ab.jpg,HTTP/1.1,767,0,,200,OK,HTTP/1.1,0,image/jpeg,,,452,43193,,,-1,-1,64,87,-1,-1,0,143.204.214.59,,152,,
55,,2019-09-28T18:46:40.545+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p17239754_p_v13_aa.jpg,HTTP/1.1,767,0,,200,OK,HTTP/1.1,0,image/jpeg,,,451,22183,,,-1,-1,99,106,-1,-1,0,143.204.214.59,,206,,
56,,2019-09-28T18:46:40.582+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p17340518_p_v13_aa.jpg,HTTP/1.1,767,0,,200,OK,HTTP/1.1,0,image/jpeg,,,451,40195,,,-1,-1,97,107,-1,-1,0,143.204.214.59,,205,,
57,,2019-09-28T18:46:40.631+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p16835712_p_v13_ab.jpg,HTTP/1.1,767,0,,200,OK,HTTP/1.1,0,image/jpeg,,,452,39156,,,-1,-1,112,85,-1,-1,0,143.204.214.59,,198,,
58,,2019-09-28T18:46:40.670+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p16080020_p_v13_ba.jpg,HTTP/1.1,767,0,,200,OK,HTTP/1.1,0,image/jpeg,,,452,32210,,,-1,-1,120,85,-1,-1,0,143.204.214.59,,205,,
59,,2019-09-28T18:46:40.688+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p16356852_p_v13_ax.jpg,HTTP/1.1,767,0,,200,OK,HTTP/1.1,0,image/jpeg,,,452,40503,,,-1,-1,42,81,-1,-1,0,143.204.214.59,,124,,
60,,2019-09-28T18:46:40.757+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p15724355_p_v13_aa.jpg,HTTP/1.1,767,0,,200,OK,HTTP/1.1,0,image/jpeg,,,451,9890,,,-1,-1,15,100,-1,-1,0,143.204.214.59,,117,,
61,,2019-09-28T18:46:40.793+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p14624901_p_v13_ag.jpg,HTTP/1.1,767,0,,200,OK,HTTP/1.1,0,image/jpeg,,,452,11575,,,-1,-1,0,163,-1,-1,0,143.204.214.59,,164,,
62,,2019-09-28T18:46:40.818+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p16309593_p_v13_ad.jpg,HTTP/1.1,767,0,,200,OK,HTTP/1.1,0,image/jpeg,,,451,25825,,,-1,-1,48,500,-1,-1,0,143.204.214.59,,549,,
63,,2019-09-28T18:46:40.834+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p14113286_p_v13_ac.jpg,HTTP/1.1,767,0,,200,OK,HTTP/1.1,0,image/jpeg,,,452,24964,,,-1,-1,46,139,-1,-1,0,143.204.214.59,,187,,
64,,2019-09-28T18:46:40.880+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p16597574_p_v13_aa.jpg,HTTP/1.1,767,0,,200,OK,HTTP/1.1,0,image/jpeg,,,451,29520,,,-1,-1,60,445,-1,-1,0,143.204.214.59,,506,,
65,,2019-09-28T18:46:40.883+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p17135717_p_v13_aa.jpg,HTTP/1.1,502,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,574,,,-1,-1,0,517,-1,-1,0,143.204.214.59,,518,,
66,,2019-09-28T18:46:40.883+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p17313812_p_v13_aa.jpg,HTTP/1.1,502,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,581,,,-1,-1,0,685,-1,-1,0,143.204.214.59,,686,,
67,,2019-09-28T18:46:40.965+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p17071960_p_v13_aa.jpg,HTTP/1.1,502,0,,200,OK,HTTP/1.1,0,image/jpeg,,,504,578,,,-1,-1,0,84,-1,-1,0,143.204.214.59,,85,,
68,,2019-09-28T18:46:41.027+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p16240503_p_v8_ab.jpg,HTTP/1.1,764,0,,200,OK,HTTP/1.1,0,image/jpeg,,,449,583,,,-1,-1,0,79,-1,-1,0,143.204.214.59,,80,,
69,,2019-09-28T18:46:41.054+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p16624487_p_v13_aa.jpg,HTTP/1.1,765,0,,200,OK,HTTP/1.1,0,image/jpeg,,,449,570,,,-1,-1,0,79,-1,-1,0,143.204.214.59,,80,,
70,,2019-09-28T18:46:41.112+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p15918438_p_v13_ad.jpg,HTTP/1.1,765,0,,200,OK,HTTP/1.1,0,image/jpeg,,,449,561,,,-1,-1,0,84,-1,-1,0,143.204.214.59,,84,,
71,,2019-09-28T18:46:41.138+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p17107285_p_v13_ab.jpg,HTTP/1.1,765,0,,200,OK,HTTP/1.1,0,image/jpeg,,,449,596,,,-1,-1,0,172,-1,-1,0,143.204.214.59,,172,,
72,,2019-09-28T18:46:41.206+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p16820180_p_v13_aa.jpg,HTTP/1.1,765,0,,200,OK,HTTP/1.1,0,image/jpeg,,,449,591,,,-1,-1,0,409,-1,-1,0,143.204.214.59,,410,,
73,,2019-09-28T18:46:41.315+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p17107365_p_v11_aa.jpg,HTTP/1.1,765,0,,200,OK,HTTP/1.1,0,image/jpeg,,,449,596,,,-1,-1,0,82,-1,-1,0,143.204.214.59,,83,,
74,,2019-09-28T18:46:41.375+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p17239754_p_v13_aa.jpg,HTTP/1.1,765,0,,200,OK,HTTP/1.1,0,image/jpeg,,,449,572,,,-1,-1,0,80,-1,-1,0,143.204.214.59,,81,,
75,,2019-09-28T18:46:41.391+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p17340518_p_v13_aa.jpg,HTTP/1.1,765,0,,200,OK,HTTP/1.1,0,image/jpeg,,,449,602,,,-1,-1,0,108,-1,-1,0,143.204.214.59,,109,,
76,,2019-09-28T18:46:41.406+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/5x0/v2/https://flxt.tmsimg.com/assets/p14579296_p_v8_aa.jpg,HTTP/1.1,764,0,,200,OK,HTTP/1.1,0,image/jpeg,,,449,571,,,-1,-1,0,115,-1,-1,0,143.204.214.59,,116,,
77,,2019-09-28T18:46:41.406+03:00,GET,https://resizing.flixster.com/IaXbRF4gIPh9jireK_4VCPNfdKc=/300x0/v2/https://flxt.tmsimg.com/assets/p14579296_p_v8_aa.jpg,HTTP/1.1,766,0,,200,OK,HTTP/1.1,0,image/jpeg,,,451,34898,,,-1,-1,56,129,-1,-1,0,143.204.214.59,,186,,
78,,2019-09-28T18:46:41.440+03:00,POST,https://conductor.clicktale.net/monitor?t=init&p=223&2=821215251558066&v=1.5.5,HTTP/1.1,474,496,,200,OK,HTTP/1.1,0,text/plain,,,255,1,,,0,476,0,187,307,0,0,54.204.214.136,,665,value,
