,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.send,timings.ssl,timings.wait,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-10-11T15:15:07.179+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,0,0,193,86,0,211,72,157.240.1.23,,371,,
11,facebook,2019-10-11T15:15:07.210+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,0,0,192,101,0,223,0,157.240.1.23,,326,,
12,facebook,2019-10-11T15:15:07.318+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,-1,5,-1,87,-1,-1,159,157.240.1.23,,253,,
13,facebook,2019-10-11T15:15:07.345+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,-1,0,-1,80,-1,-1,10,157.240.1.23,,91,,
14,facebook,2019-10-11T15:15:07.421+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,0,0,107,87,0,140,1,157.240.1.23,,230,,
15,facebook,2019-10-11T15:15:07.436+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,0,0,112,82,0,132,42,157.240.1.23,,258,,
16,facebook,2019-10-11T15:15:07.496+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yx/l/he_IL/34kUFJtPTLh.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,347543,,,-1,0,-1,93,-1,-1,167,157.240.1.23,,260,value,
17,facebook,2019-10-11T15:15:07.907+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yX/l/he_IL/0cW48Pmuor8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17228,,,-1,0,-1,112,-1,-1,6,157.240.1.23,,119,value,
18,facebook,2019-10-11T15:15:07.911+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yA/l/he_IL/kHUreyQUpkB.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47012,,,-1,0,-1,123,-1,-1,71,157.240.1.23,,194,value,
19,facebook,2019-10-11T15:15:07.912+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/AVbt3QIdW-m.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16571,,,-1,0,-1,99,-1,-1,10,157.240.1.23,,111,value,
20,facebook,2019-10-11T15:15:07.912+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/y9/l/he_IL/eZ3Wzg2ia3y.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,15966,,,-1,0,-1,104,-1,-1,43,157.240.1.23,,148,value,
21,facebook,2019-10-11T15:15:07.912+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yf/l/he_IL/XsCCfAW0XcM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7317,,,-1,0,-1,118,-1,-1,0,157.240.1.23,,119,value,
22,facebook,2019-10-11T15:15:08.046+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y1/l/he_IL/G2Nq2g8nC8X.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38526,,,-1,0,-1,95,-1,-1,64,157.240.1.23,,160,value,
23,facebook,2019-10-11T15:15:08.048+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/yO/l/he_IL/GpZZ63FC-zA.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4086,,,-1,0,-1,108,-1,-1,4,157.240.1.23,,112,value,
24,facebook,2019-10-11T15:15:08.048+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/UdnQfyHoVIO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4792,,,-1,0,-1,112,-1,-1,2,157.240.1.23,,115,value,
25,facebook,2019-10-11T15:15:08.064+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yY/l/he_IL/GgxDu0f-RIy.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17766,,,-1,0,-1,96,-1,-1,39,157.240.1.23,,136,value,
26,facebook,2019-10-11T15:15:08.111+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,-1,0,-1,94,-1,-1,2,157.240.1.23,,97,value,
27,facebook,2019-10-11T15:15:08.166+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yb/l/he_IL/WiAHD4y9-0L.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9881,,,-1,0,-1,112,-1,-1,7,157.240.1.23,,121,value,
28,facebook,2019-10-11T15:15:08.168+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yW/r/pvgGi3z1Vjk.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5861,,,-1,0,-1,116,-1,-1,7,157.240.1.23,,124,value,
29,facebook,2019-10-11T15:15:08.324+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,-1,0,-1,97,-1,-1,0,157.240.1.23,,98,,
30,facebook,2019-10-11T15:15:08.745+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/06CIkL91CFL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8183,,,-1,0,-1,104,-1,-1,11,157.240.1.23,,116,value,
31,facebook,2019-10-11T15:15:08.791+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1384,48,,,0,0,1523,100,0,1557,1,157.240.1.35,,1660,,
32,facebook,2019-10-11T15:15:08.916+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,661,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,0,-1,122,-1,-1,0,157.240.1.35,,123,,
33,facebook,2019-10-11T15:15:09.043+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,661,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,0,-1,112,-1,-1,2,157.240.1.35,,115,,
34,facebook,2019-10-11T15:15:10.667+03:00,GET,https://cx.atdmt.com/?f=AYxwrldeF-G8crUQ6CUMklg7JWIHO_tEyIOVgkmZKcOsUhEyeLU-q36lkNSwkmPN7QOKBZ58Pka8s-N2Sa6oGFDT&c=1207228685&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,537,42,,,28,0,1416,204,0,1445,0,157.240.1.6,,1679,value,
35,facebook,2019-10-11T15:15:11.079+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43648,,,0,0,1977,193,0,2009,139,157.240.1.35,,2343,value,
36,facebook,2019-10-11T15:15:11.289+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,-1,0,-1,113,-1,-1,0,157.240.1.23,,114,value,
37,facebook,2019-10-11T15:15:11.289+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yG/l/0,cross/UBVbWsrwWm4.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,37009,,,-1,0,-1,89,-1,-1,72,157.240.1.23,,162,value,
38,facebook,2019-10-11T15:15:11.289+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/ym/l/0,cross/CxL8unsLEBL.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19280,,,-1,0,-1,94,-1,-1,57,157.240.1.23,,152,value,
39,facebook,2019-10-11T15:15:11.289+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/qK5lHUCv_Rg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,81210,,,-1,0,-1,117,-1,-1,46,157.240.1.23,,163,value,
40,facebook,2019-10-11T15:15:12.660+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,1,0,1336,111,0,1369,6,216.58.205.228,,1488,,
41,facebook,2019-10-11T15:15:12.891+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yY/l/he_IL/W4cLvXLCMX5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348502,,,-1,0,-1,105,-1,-1,185,157.240.1.23,,291,value,
42,facebook,2019-10-11T15:15:12.891+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yB/l/he_IL/H40LCujyL58.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17349,,,-1,0,-1,93,-1,-1,45,157.240.1.23,,139,value,
43,facebook,2019-10-11T15:15:12.891+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/3oYS-Pgffbm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,702,,,-1,0,-1,91,-1,-1,2,157.240.1.23,,94,value,
44,facebook,2019-10-11T15:15:12.892+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yw/l/he_IL/1TNVRo_j9oZ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38648,,,-1,0,-1,109,-1,-1,17,157.240.1.23,,128,value,
45,facebook,2019-10-11T15:15:16.358+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,3081,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,-1,0,-1,148,-1,-1,0,157.240.1.35,,149,,
46,facebook,2019-10-11T15:15:17.005+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,1,0,4165,100,0,4194,140,172.217.22.67,,4437,,
47,facebook,2019-10-11T15:15:17.272+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=r2o08yklpz90,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9724,,,-1,0,-1,107,-1,-1,21,216.58.205.228,,130,value,
48,facebook,2019-10-11T15:15:17.428+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,506,91705,,,-1,0,-1,97,-1,-1,49,172.217.22.67,,148,,
49,facebook,2019-10-11T15:15:17.580+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,-1,0,-1,93,-1,-1,52,172.217.22.67,,146,,
50,facebook,2019-10-11T15:15:17.760+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,-1,0,-1,92,-1,-1,3,216.58.205.228,,96,,
51,facebook,2019-10-11T15:15:17.859+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=jnadh7pidaq6,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1123,,,-1,0,-1,93,-1,-1,5,216.58.205.228,,99,value,
52,facebook,2019-10-11T15:15:17.918+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,0,0,111,94,0,152,1,216.58.205.228,,249,value,
53,facebook,2019-10-11T15:15:18.033+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001283875&__s=pfvyqw%3Ag264s4%3A3t3ita&__hsi=6746522381281271666-0&__spin_r=1001283875&__spin_b=trunk&__spin_t=1570797148,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,-1,0,-1,0,-1,-1,0,157.240.1.35,,0,value,No response received
54,facebook,2019-10-11T15:15:18.041+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,-1,0,-1,0,-1,-1,0,172.217.22.67,,0,,No response received
