,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.ssl,timings.wait,timings.dns,timings.receive,timings.connect,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-10-12T16:14:09.991+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/y8/r/dF5SId3UHWd.svg,HTTP/1.1,410,0,,200,OK,HTTP/1.1,0,image/svg+xml,,,1190,1030,,,0,198,94,0,1,236,0,31.13.92.14,,333,,
11,facebook,2019-10-12T16:14:10.007+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,0,213,114,0,150,250,0,31.13.92.14,,516,,
12,facebook,2019-10-12T16:14:10.130+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yw/r/l-suYkrVcIw.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,80064,,,0,-1,132,-1,139,-1,-1,31.13.92.14,,272,,
13,facebook,2019-10-12T16:14:10.283+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/YQNfPR9MJfx.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,520,925,,,0,-1,100,-1,0,-1,-1,31.13.92.14,,101,,
14,facebook,2019-10-12T16:14:10.316+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/2JUW_O4RBU4.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,18256,,,0,138,102,0,31,179,0,31.13.92.14,,314,,
15,facebook,2019-10-12T16:14:10.318+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y8/r/xPbeceSA7aR.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,15503,,,0,140,104,0,8,178,0,31.13.92.14,,293,,
16,facebook,2019-10-12T16:14:11.106+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yG/l/he_IL/C2rdfnuuzwM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,99772,,,0,-1,142,-1,69,-1,-1,31.13.92.14,,213,value,
17,facebook,2019-10-12T16:14:11.108+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iDFL4/yV/l/he_IL/YCq2rMVAOEr.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,162809,,,0,-1,163,-1,211,-1,-1,31.13.92.14,,374,value,
18,facebook,2019-10-12T16:14:11.109+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yu/r/wnLfF7HhDR3.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,52324,,,0,-1,139,-1,115,-1,-1,31.13.92.14,,255,value,
19,facebook,2019-10-12T16:14:14.757+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yw/r/H2indV4tLkk.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,30462,,,0,-1,103,-1,12,-1,-1,31.13.92.14,,117,value,
20,facebook,2019-10-12T16:14:14.810+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,4712,133,0,0,4736,0,31.13.92.36,,4871,,
21,facebook,2019-10-12T16:14:14.920+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yN/l/he_IL/12qn2khst7s.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,23448,,,0,-1,126,-1,12,-1,-1,31.13.92.14,,139,value,
22,facebook,2019-10-12T16:14:14.921+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/xySBihMJacJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2466,,,0,-1,126,-1,1,-1,-1,31.13.92.14,,127,value,
23,facebook,2019-10-12T16:14:14.922+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/mWQ7ueAX0oY.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5754,,,0,-1,112,-1,7,-1,-1,31.13.92.14,,120,value,
24,facebook,2019-10-12T16:14:14.925+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i-z24/yd/l/he_IL/IdNhFImyk-m.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,27563,,,0,-1,93,-1,42,-1,-1,31.13.92.14,,136,value,
25,facebook,2019-10-12T16:14:14.925+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ix5D4/yU/l/he_IL/4A_AIRvK6i6.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,35402,,,0,-1,98,-1,14,-1,-1,31.13.92.14,,113,value,
26,facebook,2019-10-12T16:14:14.925+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yg/l/he_IL/wEwODJ1J_8t.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,11433,,,0,-1,106,-1,9,-1,-1,31.13.92.14,,116,value,
27,facebook,2019-10-12T16:14:15.042+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iLU_4/y1/l/he_IL/qH31EnYY7Iq.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,191593,,,0,-1,107,-1,198,-1,-1,31.13.92.14,,307,value,
28,facebook,2019-10-12T16:14:15.042+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iO1G4/yw/l/he_IL/-eqlaODzE8I.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,6217,,,0,-1,92,-1,3,-1,-1,31.13.92.14,,97,value,
29,facebook,2019-10-12T16:14:15.042+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqty4/yL/l/he_IL/g7vSSzA2nKh.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34121,,,0,-1,100,-1,57,-1,-1,31.13.92.14,,158,value,
30,facebook,2019-10-12T16:14:15.042+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iop94/yH/l/he_IL/RPBHgYyeirq.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,14341,,,0,-1,102,-1,8,-1,-1,31.13.92.14,,111,value,
31,facebook,2019-10-12T16:14:15.057+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iI6R4/yF/l/he_IL/XJKDMvfVahn.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,31895,,,0,-1,109,-1,11,-1,-1,31.13.92.14,,121,value,
32,facebook,2019-10-12T16:14:15.066+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yV/r/XT3rtN-i0ND.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5273,,,0,-1,97,-1,2,-1,-1,31.13.92.14,,100,value,
33,facebook,2019-10-12T16:14:15.115+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,124,-1,0,-1,-1,31.13.92.36,,126,,
34,facebook,2019-10-12T16:14:15.146+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,0,-1,89,-1,1,-1,-1,31.13.92.14,,91,value,
35,facebook,2019-10-12T16:14:15.165+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yz/l/he_IL/N-1s1LbbNnd.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,10911,,,0,-1,103,-1,12,-1,-1,31.13.92.14,,116,value,
36,facebook,2019-10-12T16:14:15.165+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/fiIu-TlLO0o.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,3560,,,0,-1,102,-1,0,-1,-1,31.13.92.14,,103,value,
37,facebook,2019-10-12T16:14:15.438+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,0,,unknown,0,,,,-1,-1,,,0,-1,0,-1,0,-1,-1,31.13.92.14,,0,,No response received
