,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.wait,timings.dns,timings.send,timings.ssl,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-09-28T18:50:20.894+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yU/r/uVMI02gYvfk.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80563,,,522,-1,-1,90,-1,0,-1,157.240.1.23,,613,value,
11,facebook,2019-09-28T18:50:21.233+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,207,293,0,303,0,0,204,157.240.1.23,,805,,
12,facebook,2019-09-28T18:50:21.238+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,1,308,0,291,0,1,216,157.240.1.23,,602,,
13,facebook,2019-09-28T18:50:21.673+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/FCL54XJbMl1.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,98852,,,402,-1,-1,89,-1,0,-1,157.240.1.23,,492,,
14,facebook,2019-09-28T18:50:21.752+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yq/r/4VKqg5G-mwJ.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14156,,,5,-1,-1,96,-1,0,-1,157.240.1.23,,102,,
15,facebook,2019-09-28T18:50:21.862+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yo/r/8qvpTissqcf.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1506,,,2,-1,-1,90,-1,0,-1,157.240.1.23,,93,,
16,facebook,2019-09-28T18:50:21.913+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/kXi20P20rol.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17241,,,96,233,0,113,0,1,133,157.240.1.23,,445,,
17,facebook,2019-09-28T18:50:22.079+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iyLU4/y5/l/he_IL/nHWBLEegsyI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,332251,,,269,-1,-1,89,-1,0,-1,157.240.1.23,,360,value,
18,facebook,2019-09-28T18:50:22.625+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3igfX4/y3/l/he_IL/MsohL9sFE5e.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,18571,,,10,-1,-1,101,-1,0,-1,157.240.1.23,,112,value,
19,facebook,2019-09-28T18:50:22.625+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/0rno7UBGrTm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,32167,,,162,-1,-1,90,-1,0,-1,157.240.1.23,,253,value,
20,facebook,2019-09-28T18:50:22.626+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iN2Z4/yB/l/he_IL/1bTxZnWjjdh.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,28375,,,118,-1,-1,94,-1,0,-1,157.240.1.23,,213,value,
21,facebook,2019-09-28T18:50:22.626+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/y3/l/he_IL/wSoaFW7wWeN.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7081,,,3,-1,-1,94,-1,0,-1,157.240.1.23,,98,value,
22,facebook,2019-09-28T18:50:22.627+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yg/r/Nn-CtpnbA7n.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17384,,,8,-1,-1,97,-1,0,-1,157.240.1.23,,106,value,
23,facebook,2019-09-28T18:50:22.734+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/Eh_MYLPvxke.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4145,,,0,-1,-1,102,-1,0,-1,157.240.1.23,,104,value,
24,facebook,2019-09-28T18:50:22.743+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yb/l/he_IL/GyR83-qaiWl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,35760,,,35,-1,-1,103,-1,0,-1,157.240.1.23,,139,value,
25,facebook,2019-09-28T18:50:22.746+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iNz24/yg/l/he_IL/53HXKa4Btdy.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4543,,,0,-1,-1,106,-1,0,-1,157.240.1.23,,108,value,
26,facebook,2019-09-28T18:50:22.816+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1562,55,,,0,-1,-1,119,-1,0,-1,157.240.1.35,,121,,
27,facebook,2019-09-28T18:50:22.844+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yG/r/EDWT5D6CZW0.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,3292,,,1,-1,-1,92,-1,0,-1,157.240.1.23,,95,value,
28,facebook,2019-09-28T18:50:22.848+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iSuz4/y-/l/he_IL/0u06c8RIoL-.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60744,,,327,-1,-1,103,-1,0,-1,157.240.1.23,,432,value,
29,facebook,2019-09-28T18:50:22.859+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iJre4/yw/l/he_IL/5adkNit3zuK.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13874,,,7,-1,-1,111,-1,0,-1,157.240.1.23,,119,value,
30,facebook,2019-09-28T18:50:22.882+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yH/l/he_IL/gFylS2EXD7x.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,15605,,,20,-1,-1,94,-1,0,-1,157.240.1.23,,115,value,
31,facebook,2019-09-28T18:50:22.892+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/x9mvWUy_crF.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4374,,,2,-1,-1,96,-1,0,-1,157.240.1.23,,99,value,
32,facebook,2019-09-28T18:50:22.945+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yr/l/he_IL/CsLqpwK7m82.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13490,,,10,-1,-1,88,-1,0,-1,157.240.1.23,,99,value,
33,facebook,2019-09-28T18:50:22.984+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,2,-1,-1,94,-1,0,-1,157.240.1.23,,97,value,
34,facebook,2019-09-28T18:50:22.996+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yj/r/7IfOm1SRTox.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2116,,,1,-1,-1,94,-1,0,-1,157.240.1.23,,96,value,
35,facebook,2019-09-28T18:50:23.006+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1562,55,,,0,-1,-1,119,-1,0,-1,157.240.1.35,,120,,
36,facebook,2019-09-28T18:50:23.086+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,5,-1,-1,87,-1,0,-1,157.240.1.23,,93,,
37,facebook,2019-09-28T18:50:23.983+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1420,43097,,,471,972,0,238,0,0,880,157.240.1.35,,1683,value,
38,facebook,2019-09-28T18:50:24.242+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yG/l/0,cross/szkOH61w3V9.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,37267,,,211,-1,-1,422,-1,2,-1,157.240.1.23,,636,value,
39,facebook,2019-09-28T18:50:24.242+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yU/r/uVMI02gYvfk.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80563,,,367,187,0,418,0,0,95,157.240.1.23,,974,value,
40,facebook,2019-09-28T18:50:24.244+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yD/l/0,cross/xxiiEH1LGPY.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,22481,,,119,-1,-1,409,-1,0,-1,157.240.1.23,,529,value,
41,facebook,2019-09-28T18:50:24.244+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yX/l/0,cross/bfvR9xuXjag.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,164,,,0,-1,-1,107,-1,0,-1,157.240.1.23,,108,value,
42,facebook,2019-09-28T18:50:24.528+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i5f14/yQ/l/he_IL/DAaf_rYHcvf.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,31403,,,141,-1,-1,98,-1,0,-1,157.240.1.23,,239,value,
43,facebook,2019-09-28T18:50:24.640+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,1,2991,0,125,27,1,2892,157.240.1.35,,3147,,
44,facebook,2019-09-28T18:50:26.926+03:00,GET,https://cx.atdmt.com/?f=AYzRUvlHtToXeyw4PYCLn0et2KkJnfWkEQXygfhNNWlkuRjIhvwHoo8Ds5SlwlNtn_i5LPVz3E6VfGQLYJ_gxXGM&c=726325595&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,537,42,,,0,3763,0,135,16,0,3672,157.240.1.6,,3916,value,
45,facebook,2019-09-28T18:50:28.041+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,440,465,,,1,3794,0,76,0,0,602,172.217.22.36,,3874,,
46,facebook,2019-09-28T18:50:28.266+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iyLU4/y5/l/he_IL/nHWBLEegsyI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,332251,,,630,-1,-1,107,-1,0,-1,157.240.1.23,,738,value,
47,facebook,2019-09-28T18:50:28.266+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/0rno7UBGrTm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,32167,,,62,-1,-1,96,-1,0,-1,157.240.1.23,,159,value,
48,facebook,2019-09-28T18:50:28.266+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iN2Z4/yB/l/he_IL/1bTxZnWjjdh.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,28375,,,166,-1,-1,104,-1,0,-1,157.240.1.23,,271,value,
49,facebook,2019-09-28T18:50:28.266+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/Eh_MYLPvxke.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4145,,,4,-1,-1,119,-1,0,-1,157.240.1.23,,124,value,
50,facebook,2019-09-28T18:50:30.109+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,488,94031,,,280,1934,0,68,34,0,1868,216.58.210.3,,2320,,
51,facebook,2019-09-28T18:50:30.495+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=2vw6y1756rzi,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,681,9468,,,13,-1,-1,119,-1,0,-1,172.217.22.36,,133,value,
52,facebook,2019-09-28T18:50:30.631+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,481,91705,,,464,-1,-1,379,-1,1,-1,216.58.210.3,,845,,
53,facebook,2019-09-28T18:50:31.108+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,4943,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,0,-1,-1,345,-1,1,-1,157.240.1.35,,347,,
54,facebook,2019-09-28T18:50:31.479+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,488,94031,,,85,-1,-1,369,-1,0,-1,216.58.210.3,,456,,
55,facebook,2019-09-28T18:50:31.971+03:00,GET,https://www.google.com/js/bg/JBwSXsc__bL1AIIwyKh3QnwBHg7D-WM3_5_AwioMKBk.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,487,5282,,,11,-1,-1,723,-1,0,-1,172.217.22.36,,735,,
56,facebook,2019-09-28T18:50:32.233+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=h7jh09d0cccf,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,681,1122,,,1,152,0,379,0,0,84,172.217.22.36,,534,value,
57,facebook,2019-09-28T18:50:32.621+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,440,112,,,0,-1,-1,82,-1,0,-1,172.217.22.36,,83,value,
58,facebook,2019-09-28T18:50:32.737+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,488,94031,,,50,-1,-1,77,-1,0,-1,216.58.210.3,,128,,
59,facebook,2019-09-28T18:50:32.972+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5mWyWzEjy9uC1swgE98nwgU6C7UW3q327E2vwXx61rwf24o3Bw5VCwjE3awbG789U2NwlU5ufz81sbzo5-0me220qu0L8uw&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001232246&__s=z1zaeg%3As66uoh%3Ard701a&__hsi=6741753665234110945-0&__spin_r=1001232246&__spin_b=trunk&__spin_t=1569686845,HTTP/1.1,827,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,-1,0,-1,157.240.1.35,,0,value,No response received
