,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.connect,timings.blocked,timings.receive,timings.dns,timings.send,timings.ssl,timings.wait,serverIPAddress,comment,time,request.queryString.name,response._error
0,facebook,2019-10-11T19:03:51.397+03:00,GET,https://www.facebook.com/,HTTP/1.1,420,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1504,31893,,,1561,0,75,42,2,1527,339,31.13.92.36,,2022,,
1,facebook,2019-10-11T19:03:54.340+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yK/l/0,cross/QIPzcGMM-wB.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,39754,,,2413,0,78,20,1,2383,104,31.13.92.14,,2618,value,
2,facebook,2019-10-11T19:03:54.365+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yT/l/0,cross/tv6IjxxKVqX.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,5428,,,2436,0,17,28,0,2407,89,31.13.92.14,,2573,value,
3,facebook,2019-10-11T19:03:54.368+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yz/l/0,cross/mNswUs5Eoxc.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36705,,,2440,0,54,20,0,2331,100,31.13.92.14,,2616,value,
4,facebook,2019-10-11T19:03:54.375+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,30745,,,2448,0,41,21,1,2340,104,31.13.92.14,,2617,value,
5,facebook,2019-10-11T19:03:54.376+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yK/l/0,cross/eBbkeWhoRzc.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,5578,,,2448,0,4,21,0,2340,101,31.13.92.14,,2578,value,
6,facebook,2019-10-11T19:03:54.390+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yh/l/0,cross/BGJY2CNw49v.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,16994,,,2462,0,64,27,0,2355,94,31.13.92.14,,2649,value,
7,facebook,2019-10-11T19:03:54.489+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yj/l/0,cross/tZgLnWnipSD.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,7673,,,-1,-1,4,-1,0,-1,86,31.13.92.14,,91,value,
8,facebook,2019-10-11T19:03:54.504+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/QTs4IZYXXtO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80852,,,-1,-1,118,-1,0,-1,85,31.13.92.14,,204,value,
9,facebook,2019-10-11T19:03:54.763+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,224,0,63,0,0,196,104,31.13.92.14,,394,,
10,facebook,2019-10-11T19:03:54.776+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,237,0,1,0,1,209,93,31.13.92.14,,333,,
11,facebook,2019-10-11T19:03:54.876+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,-1,-1,159,-1,0,-1,101,31.13.92.14,,261,,
12,facebook,2019-10-11T19:03:54.936+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,-1,-1,21,-1,0,-1,91,31.13.92.14,,114,,
13,facebook,2019-10-11T19:03:54.978+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,161,0,1,0,1,132,112,31.13.92.14,,276,,
14,facebook,2019-10-11T19:03:54.979+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,163,0,40,0,1,132,97,31.13.92.14,,302,,
15,facebook,2019-10-11T19:03:55.034+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yx/l/he_IL/34kUFJtPTLh.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,347543,,,-1,-1,149,-1,0,-1,98,31.13.92.14,,249,value,
16,facebook,2019-10-11T19:03:55.424+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yX/l/he_IL/0cW48Pmuor8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17228,,,-1,-1,7,-1,0,-1,105,31.13.92.14,,113,value,
17,facebook,2019-10-11T19:03:55.425+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/AVbt3QIdW-m.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16571,,,-1,-1,7,-1,0,-1,115,31.13.92.14,,122,value,
18,facebook,2019-10-11T19:03:55.427+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/06CIkL91CFL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8183,,,-1,-1,13,-1,0,-1,99,31.13.92.14,,112,value,
19,facebook,2019-10-11T19:03:55.427+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/y9/l/he_IL/eZ3Wzg2ia3y.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,15966,,,-1,-1,43,-1,0,-1,102,31.13.92.14,,146,value,
20,facebook,2019-10-11T19:03:55.428+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yf/l/he_IL/XsCCfAW0XcM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7317,,,-1,-1,4,-1,0,-1,98,31.13.92.14,,103,value,
21,facebook,2019-10-11T19:03:55.538+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y1/l/he_IL/G2Nq2g8nC8X.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38526,,,-1,-1,53,-1,0,-1,89,31.13.92.14,,142,value,
