,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.dns,timings.ssl,timings.send,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-10-11T14:15:21.982+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,106,0,169,0,188,57,0,157.240.1.23,,352,,
11,facebook,2019-10-11T14:15:21.988+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,124,0,176,0,200,1,0,157.240.1.23,,327,,
12,facebook,2019-10-11T14:15:22.130+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,93,-1,-1,1,-1,153,-1,157.240.1.23,,247,,
13,facebook,2019-10-11T14:15:22.150+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,82,-1,-1,0,-1,7,-1,157.240.1.23,,90,,
14,facebook,2019-10-11T14:15:22.245+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,89,-1,-1,0,-1,1,-1,157.240.1.23,,91,,
15,facebook,2019-10-11T14:15:22.299+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,95,0,136,1,165,28,0,157.240.1.23,,290,,
16,facebook,2019-10-11T14:15:22.346+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yl/l/he_IL/oLXEoP-22nD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348779,,,89,-1,-1,0,-1,174,-1,157.240.1.23,,264,value,
17,facebook,2019-10-11T14:15:22.755+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/y5/l/he_IL/oCzfxaJWeI7.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17358,,,98,-1,-1,0,-1,9,-1,157.240.1.23,,109,value,
18,facebook,2019-10-11T14:15:22.755+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yg/l/he_IL/IUpCV4PbO1k.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47070,,,101,-1,-1,0,-1,110,-1,157.240.1.23,,212,value,
19,facebook,2019-10-11T14:15:22.757+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ya/r/W9D9bG0TcGJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16635,,,94,-1,-1,0,-1,7,-1,157.240.1.23,,102,value,
20,facebook,2019-10-11T14:15:22.757+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/LT-1HjtH4sU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8229,,,116,-1,-1,0,-1,1,-1,157.240.1.23,,118,value,
21,facebook,2019-10-11T14:15:22.760+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/yF/l/he_IL/aTx0KAcULDC.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16069,,,99,-1,-1,0,-1,12,-1,157.240.1.23,,112,value,
22,facebook,2019-10-11T14:15:22.871+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yB/l/he_IL/6QtwI5cme7d.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38698,,,93,-1,-1,0,-1,46,-1,157.240.1.23,,139,value,
23,facebook,2019-10-11T14:15:22.872+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yJ/r/GMuvW6fMoph.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4811,,,92,-1,-1,0,-1,3,-1,157.240.1.23,,96,value,
24,facebook,2019-10-11T14:15:22.878+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yt/r/ofFQE1T0aXz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2597,,,96,-1,-1,0,-1,1,-1,157.240.1.23,,98,value,
25,facebook,2019-10-11T14:15:22.880+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yj/r/YUO1lTPUKvw.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13388,,,96,-1,-1,0,-1,2,-1,157.240.1.23,,99,value,
26,facebook,2019-10-11T14:15:22.939+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,169,-1,-1,0,-1,0,-1,157.240.1.35,,171,,
27,facebook,2019-10-11T14:15:22.974+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/yI/l/he_IL/CyJR3gPZyrL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4122,,,86,-1,-1,1,-1,3,-1,157.240.1.23,,90,value,
28,facebook,2019-10-11T14:15:22.974+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yH/l/he_IL/AXXOjWBNuBI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17815,,,88,-1,-1,0,-1,7,-1,157.240.1.23,,96,value,
29,facebook,2019-10-11T14:15:22.982+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,88,-1,-1,0,-1,0,-1,157.240.1.23,,89,value,
30,facebook,2019-10-11T14:15:22.985+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yS/l/he_IL/32nqR03ZYGl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9944,,,94,-1,-1,0,-1,9,-1,157.240.1.23,,104,value,
31,facebook,2019-10-11T14:15:23.016+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yq/r/BZz23nhoIDH.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5891,,,91,-1,-1,0,-1,3,-1,157.240.1.23,,95,value,
32,facebook,2019-10-11T14:15:23.103+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,98,-1,-1,0,-1,0,-1,157.240.1.23,,99,,
33,facebook,2019-10-11T14:15:23.120+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,166,-1,-1,0,-1,0,-1,157.240.1.35,,168,,
34,facebook,2019-10-11T14:15:23.947+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43640,,,256,25,743,0,771,110,0,157.240.1.35,,1164,value,
35,facebook,2019-10-11T14:15:24.226+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,99,-1,-1,2,-1,0,-1,157.240.1.23,,103,value,
36,facebook,2019-10-11T14:15:24.227+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/qK5lHUCv_Rg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,81210,,,101,0,127,0,150,123,0,157.240.1.23,,376,value,
37,facebook,2019-10-11T14:15:24.227+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/ym/l/0,cross/CxL8unsLEBL.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19280,,,88,-1,-1,0,-1,15,-1,157.240.1.23,,103,value,
38,facebook,2019-10-11T14:15:24.228+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yG/l/0,cross/UBVbWsrwWm4.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,37009,,,103,-1,-1,0,-1,16,-1,157.240.1.23,,120,value,
39,facebook,2019-10-11T14:15:24.588+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/6srDAE5X5T4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7336,,,105,-1,-1,0,-1,3,-1,157.240.1.23,,108,value,
40,facebook,2019-10-11T14:15:24.643+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,177,0,2528,0,2563,0,0,157.240.1.35,,2744,,
41,facebook,2019-10-11T14:15:26.277+03:00,GET,https://cx.atdmt.com/?f=AYwV7lUCom7mq_HdM6lIISJXiHQ0nvkVPN_2hqd3xJHYDh-PjAzs5F1lu2J4AZU020WRqsbIspov2jrGTiuu2zDL&c=194896792&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,538,42,,,193,0,2951,0,2971,0,0,157.240.1.6,,3166,value,
42,facebook,2019-10-11T14:15:27.709+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,111,0,3445,0,3478,4,0,216.58.205.228,,3595,,
43,facebook,2019-10-11T14:15:27.914+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yY/l/he_IL/W4cLvXLCMX5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348502,,,111,-1,-1,0,-1,166,-1,157.240.1.23,,279,value,
44,facebook,2019-10-11T14:15:27.915+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yB/l/he_IL/H40LCujyL58.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17349,,,107,-1,-1,0,-1,14,-1,157.240.1.23,,122,value,
45,facebook,2019-10-11T14:15:27.915+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/3oYS-Pgffbm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,702,,,98,-1,-1,0,-1,1,-1,157.240.1.23,,100,value,
46,facebook,2019-10-11T14:15:27.915+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yw/l/he_IL/1TNVRo_j9oZ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38648,,,142,-1,-1,0,-1,22,-1,157.240.1.23,,164,value,
47,facebook,2019-10-11T14:15:29.356+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,100,0,1482,0,1514,141,0,172.217.22.35,,1757,,
48,facebook,2019-10-11T14:15:29.621+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=bhb5l1artqdh,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9608,,,127,-1,-1,0,-1,16,-1,216.58.205.228,,144,value,
49,facebook,2019-10-11T14:15:29.789+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,506,91705,,,96,-1,-1,0,-1,62,-1,172.217.22.35,,158,,
50,facebook,2019-10-11T14:15:29.944+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,80,0,114,0,149,152,0,172.217.22.35,,383,,
51,facebook,2019-10-11T14:15:30.206+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,89,-1,-1,0,-1,5,-1,216.58.205.228,,95,,
52,facebook,2019-10-11T14:15:30.306+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=lx36t12vuuj9,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1123,,,104,-1,-1,0,-1,1,-1,216.58.205.228,,106,value,
53,facebook,2019-10-11T14:15:30.355+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,97,0,113,0,139,1,0,216.58.205.228,,238,value,
54,facebook,2019-10-11T14:15:30.479+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5mWyWzEjy9uC1swgE98nwgU6C7UW3q327E2vwXx61rwf24o3Bw5VCwjE3awbG789U2NwlU5ufz81sbzo5iaw5zwww6jxe0L8uw&__csr=&__req=1&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001283825&__s=4msxge%3A2nw2me%3Ayaojzx&__hsi=6746506991103314829-0&__spin_r=1001283825&__spin_b=trunk&__spin_t=1570793565,HTTP/1.1,830,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,-1,0,-1,157.240.1.35,,0,value,No response received
55,facebook,2019-10-11T14:15:30.486+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,0,-1,0,-1,172.217.22.35,,0,,No response received
