,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.wait,timings.ssl,timings.dns,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-10-08T18:20:49.912+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,1,91,194,0,0,218,71,31.13.92.14,,382,,
11,facebook,2019-10-08T18:20:49.945+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,0,90,197,0,0,228,3,31.13.92.14,,323,,
12,facebook,2019-10-08T18:20:50.042+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,0,101,-1,-1,-1,-1,162,31.13.92.14,,264,,
13,facebook,2019-10-08T18:20:50.081+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,0,105,-1,-1,-1,-1,5,31.13.92.14,,111,,
14,facebook,2019-10-08T18:20:50.136+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,1,102,126,0,0,151,1,31.13.92.14,,256,,
15,facebook,2019-10-08T18:20:50.139+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,0,99,123,0,0,153,29,31.13.92.14,,283,,
16,facebook,2019-10-08T18:20:50.224+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yy/l/he_IL/Tm7pOcGUOJE.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34889,,,0,102,-1,-1,-1,-1,15,31.13.92.14,,117,value,
17,facebook,2019-10-08T18:20:50.225+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/yT/l/he_IL/-qqmNZNEdNz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60318,,,0,95,-1,-1,-1,-1,79,31.13.92.14,,176,value,
18,facebook,2019-10-08T18:20:50.227+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/yv/l/he_IL/0t3jLr4PPfg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136441,,,0,97,-1,-1,-1,-1,92,31.13.92.14,,190,value,
19,facebook,2019-10-08T18:20:51.802+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/xPQp8ix7SAq.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116166,,,0,104,-1,-1,-1,-1,136,31.13.92.14,,241,value,
20,facebook,2019-10-08T18:20:51.848+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,124,1881,0,0,1906,0,31.13.92.36,,2033,,
21,facebook,2019-10-08T18:20:52.095+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yd/l/he_IL/K4kWuIajIRI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13966,,,0,117,-1,-1,-1,-1,24,31.13.92.14,,142,value,
22,facebook,2019-10-08T18:20:52.095+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yb/l/he_IL/CuIN-hfxi4f.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,46984,,,0,106,-1,-1,-1,-1,54,31.13.92.14,,162,value,
23,facebook,2019-10-08T18:20:52.097+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/AVbt3QIdW-m.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16571,,,0,99,-1,-1,-1,-1,44,31.13.92.14,,144,value,
24,facebook,2019-10-08T18:20:52.097+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/06CIkL91CFL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8183,,,0,141,-1,-1,-1,-1,0,31.13.92.14,,142,value,
25,facebook,2019-10-08T18:20:52.097+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iPY24/ys/l/he_IL/MOsw72LED37.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,65677,,,0,114,-1,-1,-1,-1,134,31.13.92.14,,249,value,
26,facebook,2019-10-08T18:20:52.098+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yf/l/he_IL/XsCCfAW0XcM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7317,,,0,146,-1,-1,-1,-1,0,31.13.92.14,,147,value,
27,facebook,2019-10-08T18:20:52.268+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ioCg4/yk/l/he_IL/PF7x0GyKa-W.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,142844,,,0,109,-1,-1,-1,-1,96,31.13.92.14,,206,value,
28,facebook,2019-10-08T18:20:52.271+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y3/l/he_IL/jugMn1Z8HH5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38860,,,0,107,-1,-1,-1,-1,25,31.13.92.14,,132,value,
29,facebook,2019-10-08T18:20:52.271+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ibNQ4/yU/l/he_IL/hToT5-LTBQI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,149039,,,0,117,-1,-1,-1,-1,147,31.13.92.14,,265,value,
30,facebook,2019-10-08T18:20:52.271+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,0,101,-1,-1,-1,-1,1,31.13.92.14,,103,value,
31,facebook,2019-10-08T18:20:52.272+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yb/l/he_IL/WiAHD4y9-0L.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9881,,,0,111,-1,-1,-1,-1,5,31.13.92.14,,117,value,
32,facebook,2019-10-08T18:20:52.356+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/n8J09kaIuqi.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5711,,,0,89,-1,-1,-1,-1,4,31.13.92.14,,94,value,
33,facebook,2019-10-08T18:20:52.356+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,128,-1,-1,-1,-1,0,31.13.92.36,,129,,
34,facebook,2019-10-08T18:20:52.496+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,125,-1,-1,-1,-1,0,31.13.92.36,,127,,
35,facebook,2019-10-08T18:20:52.514+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,0,114,-1,-1,-1,-1,0,31.13.92.14,,116,,
36,facebook,2019-10-08T18:20:54.794+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,44047,,,0,224,2043,0,0,2076,128,31.13.92.36,,2430,value,
37,facebook,2019-10-08T18:20:55.036+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/Y0WQvwq6sLY.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19296,,,0,86,-1,-1,-1,-1,25,31.13.92.14,,111,value,
38,facebook,2019-10-08T18:20:55.036+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yA/l/0,cross/3SwmnDAAzzC.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36688,,,0,91,-1,-1,-1,-1,59,31.13.92.14,,151,value,
39,facebook,2019-10-08T18:20:55.036+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/GpEMsEYd5bN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,131,,,0,90,-1,-1,-1,-1,0,31.13.92.14,,91,value,
40,facebook,2019-10-08T18:20:55.686+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/RE9sbanJiK5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80583,,,0,98,-1,-1,-1,-1,55,31.13.92.14,,154,value,
41,facebook,2019-10-08T18:20:55.737+03:00,GET,https://cx.atdmt.com/?f=AYx8xtBsAhO-wIxbum-QUCYFEs-aD849p_zqxko0-9LqPSk0gyG4j1kh3p-vqkZVGyY_KWmD-pNDxvJCSn-PpG9H&c=2110594901&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,539,42,,,0,131,2952,30,0,2986,0,31.13.92.2,,3149,value,
42,facebook,2019-10-08T18:20:56.060+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,0,102,995,0,0,1020,5,172.217.18.4,,1130,,
43,facebook,2019-10-08T18:20:56.280+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yd/l/he_IL/K4kWuIajIRI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,13966,,,0,99,-1,-1,-1,-1,10,31.13.92.14,,110,value,
44,facebook,2019-10-08T18:20:56.281+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/OJpt53iffhD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,698,,,0,107,-1,-1,-1,-1,4,31.13.92.14,,112,value,
45,facebook,2019-10-08T18:20:56.282+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iRGa4/yy/l/he_IL/Tm7pOcGUOJE.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,34889,,,0,105,-1,-1,-1,-1,65,31.13.92.14,,171,value,
46,facebook,2019-10-08T18:20:56.283+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iG1l4/yT/l/he_IL/-qqmNZNEdNz.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,60318,,,0,108,-1,-1,-1,-1,41,31.13.92.14,,150,value,
47,facebook,2019-10-08T18:20:56.283+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/xPQp8ix7SAq.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,116166,,,0,107,126,0,0,150,135,31.13.92.14,,394,value,
48,facebook,2019-10-08T18:20:56.284+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iqx84/yv/l/he_IL/0t3jLr4PPfg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,136441,,,0,91,138,0,0,163,151,31.13.92.14,,407,value,
49,facebook,2019-10-08T18:20:56.403+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y3/l/he_IL/jugMn1Z8HH5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38860,,,0,95,-1,-1,-1,-1,14,31.13.92.14,,109,value,
50,facebook,2019-10-08T18:20:58.509+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,0,101,2282,0,0,2310,133,172.217.22.35,,2546,,
51,facebook,2019-10-08T18:20:58.773+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&size=normal&cb=i2h82idzl92z,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9683,,,0,116,-1,-1,-1,-1,37,172.217.18.4,,154,value,
52,facebook,2019-10-08T18:20:58.909+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,508,91705,,,0,90,-1,-1,-1,-1,52,172.217.22.35,,143,,
53,facebook,2019-10-08T18:20:59.049+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,94031,,,0,89,112,0,0,137,156,172.217.22.35,,384,,
54,facebook,2019-10-08T18:20:59.334+03:00,GET,https://www.google.com/js/bg/SYFE8HXf9-G0ubHoDgAksvOZrafCUQzClDxzbSmfkZk.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,513,5306,,,0,98,-1,-1,-1,-1,4,172.217.18.4,,103,,
55,facebook,2019-10-08T18:20:59.440+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=ma8dzp1qhczf,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1123,,,0,94,-1,-1,-1,-1,1,172.217.18.4,,96,value,
56,facebook,2019-10-08T18:20:59.482+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=Zy-zVXWdnDW6AUZkKlojAKGe,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,0,102,106,0,0,144,1,172.217.18.4,,249,value,
57,facebook,2019-10-08T18:20:59.594+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=1&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001267097&__s=aawdh6%3Acmgv8x%3Aq99jis&__hsi=6745456980162509229-0&__spin_r=1001267097&__spin_b=trunk&__spin_t=1570549090,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,0,0,-1,-1,-1,-1,0,31.13.92.36,,0,value,No response received
58,facebook,2019-10-08T18:20:59.605+03:00,GET,https://www.gstatic.com/recaptcha/releases/Zy-zVXWdnDW6AUZkKlojAKGe/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,0,0,-1,-1,-1,-1,0,172.217.22.35,,0,,No response received
