,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.ssl,timings.dns,timings.send,timings.wait,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
0,facebook,2019-10-11T17:44:27.702+03:00,GET,https://www.facebook.com/,HTTP/1.1,420,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1504,31895,,,3849,75,3,471,3895,90,0,31.13.92.36,,4536,,
1,facebook,2019-10-11T17:44:29.769+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yK/l/0,cross/QIPzcGMM-wB.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,39754,,,1045,4,0,145,1156,282,0,31.13.92.14,,1590,value,
2,facebook,2019-10-11T17:44:29.774+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yT/l/0,cross/tv6IjxxKVqX.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,5428,,,1051,0,1,138,1162,5,0,31.13.92.14,,1307,value,
3,facebook,2019-10-11T17:44:29.777+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yz/l/0,cross/mNswUs5Eoxc.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36705,,,1053,0,0,254,1170,235,0,31.13.92.14,,1661,value,
4,facebook,2019-10-11T17:44:29.780+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,30745,,,1057,0,0,236,1172,159,0,31.13.92.14,,1569,value,
5,facebook,2019-10-11T17:44:29.787+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yK/l/0,cross/eBbkeWhoRzc.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,5578,,,1079,0,1,100,1179,31,0,31.13.92.14,,1312,value,
6,facebook,2019-10-11T17:44:29.788+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yh/l/0,cross/BGJY2CNw49v.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,16994,,,1065,2,0,171,1176,115,0,31.13.92.14,,1466,value,
7,facebook,2019-10-11T17:44:29.925+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/QTs4IZYXXtO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80852,,,-1,-1,0,157,-1,280,-1,31.13.92.14,,438,value,
8,facebook,2019-10-11T17:44:29.925+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yj/l/0,cross/tZgLnWnipSD.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,7673,,,-1,-1,0,150,-1,73,-1,31.13.92.14,,224,value,
9,facebook,2019-10-11T17:44:30.371+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,522,42565,,,165,0,0,107,288,213,0,31.13.92.14,,610,,
10,facebook,2019-10-11T17:44:30.378+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,113,0,1,154,221,1,0,31.13.92.14,,378,,
11,facebook,2019-10-11T17:44:30.538+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,-1,-1,0,157,-1,247,-1,31.13.92.14,,405,,
12,facebook,2019-10-11T17:44:30.697+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,-1,-1,0,128,-1,16,-1,31.13.92.14,,145,,
13,facebook,2019-10-11T17:44:30.706+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,129,0,2,115,223,1,0,31.13.92.14,,342,,
14,facebook,2019-10-11T17:44:30.706+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,117,0,1,121,180,65,0,31.13.92.14,,368,,
15,facebook,2019-10-11T17:44:30.730+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yx/l/he_IL/34kUFJtPTLh.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,347543,,,-1,-1,0,132,-1,240,-1,31.13.92.14,,373,value,
16,facebook,2019-10-11T17:44:31.262+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yX/l/he_IL/0cW48Pmuor8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17228,,,-1,-1,0,123,-1,3,-1,31.13.92.14,,128,value,
17,facebook,2019-10-11T17:44:31.265+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yA/l/he_IL/kHUreyQUpkB.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47012,,,-1,-1,0,128,-1,88,-1,31.13.92.14,,217,value,
18,facebook,2019-10-11T17:44:31.269+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/06CIkL91CFL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8183,,,-1,-1,0,116,-1,10,-1,31.13.92.14,,127,value,
19,facebook,2019-10-11T17:44:31.269+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/AVbt3QIdW-m.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16571,,,-1,-1,0,113,-1,45,-1,31.13.92.14,,160,value,
20,facebook,2019-10-11T17:44:31.270+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yf/l/he_IL/XsCCfAW0XcM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7317,,,-1,-1,0,98,-1,18,-1,31.13.92.14,,116,value,
21,facebook,2019-10-11T17:44:31.402+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y1/l/he_IL/G2Nq2g8nC8X.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38526,,,-1,-1,0,92,-1,149,-1,31.13.92.14,,242,value,
22,facebook,2019-10-11T17:44:31.404+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/yO/l/he_IL/GpZZ63FC-zA.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4086,,,-1,-1,0,112,-1,6,-1,31.13.92.14,,120,value,
23,facebook,2019-10-11T17:44:31.405+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/UdnQfyHoVIO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4792,,,-1,-1,0,95,-1,19,-1,31.13.92.14,,114,value,
24,facebook,2019-10-11T17:44:31.430+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,-1,0,183,-1,0,-1,31.13.92.36,,185,,
25,facebook,2019-10-11T17:44:31.432+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yY/l/he_IL/GgxDu0f-RIy.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17766,,,-1,-1,0,114,-1,64,-1,31.13.92.14,,179,value,
26,facebook,2019-10-11T17:44:31.488+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,-1,-1,0,108,-1,3,-1,31.13.92.14,,112,value,
27,facebook,2019-10-11T17:44:31.523+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yb/l/he_IL/WiAHD4y9-0L.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9881,,,-1,-1,0,144,-1,5,-1,31.13.92.14,,151,value,
28,facebook,2019-10-11T17:44:31.528+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/cVS7gpEgER3.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5874,,,-1,-1,0,143,-1,4,-1,31.13.92.14,,148,value,
29,facebook,2019-10-11T17:44:31.622+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,-1,0,176,-1,0,-1,31.13.92.36,,178,,
30,facebook,2019-10-11T17:44:31.702+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,-1,-1,0,99,-1,0,-1,31.13.92.14,,100,,
31,facebook,2019-10-11T17:44:32.292+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/y9/l/he_IL/eZ3Wzg2ia3y.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,15966,,,-1,-1,0,102,-1,17,-1,31.13.92.14,,120,value,
32,facebook,2019-10-11T17:44:32.370+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,1920,0,0,189,1951,0,0,31.13.92.36,,2142,,
33,facebook,2019-10-11T17:44:32.761+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43483,,,1012,28,0,331,1041,101,0,31.13.92.36,,1504,value,
34,facebook,2019-10-11T17:44:33.112+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yz/l/0,cross/mNswUs5Eoxc.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36705,,,-1,-1,0,105,-1,59,-1,31.13.92.14,,166,value,
35,facebook,2019-10-11T17:44:33.112+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/QTs4IZYXXtO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80852,,,-1,-1,0,94,-1,128,-1,31.13.92.14,,224,value,
