,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.dns,timings.ssl,timings.send,timings.wait,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-10-11T17:34:58.080+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,2,261,0,0,236,0,104,31.13.92.14,,369,,
11,facebook,2019-10-11T17:34:58.191+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,184,-1,-1,-1,-1,0,120,31.13.92.14,,305,,
12,facebook,2019-10-11T17:34:58.341+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,6,219,0,0,196,1,92,31.13.92.14,,319,,
13,facebook,2019-10-11T17:34:58.344+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,1,192,0,0,152,1,86,31.13.92.14,,282,,
14,facebook,2019-10-11T17:34:58.344+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,34,202,0,0,167,2,96,31.13.92.14,,336,,
15,facebook,2019-10-11T17:34:58.450+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yY/l/he_IL/W4cLvXLCMX5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348502,,,162,-1,-1,-1,-1,0,97,31.13.92.14,,260,value,
16,facebook,2019-10-11T17:34:58.878+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yB/l/he_IL/H40LCujyL58.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17349,,,10,-1,-1,-1,-1,0,105,31.13.92.14,,116,value,
17,facebook,2019-10-11T17:34:58.879+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yg/l/he_IL/IUpCV4PbO1k.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47070,,,80,-1,-1,-1,-1,0,108,31.13.92.14,,189,value,
18,facebook,2019-10-11T17:34:58.880+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yy/r/qiZUxJ7fKy8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16614,,,38,-1,-1,-1,-1,0,97,31.13.92.14,,136,value,
19,facebook,2019-10-11T17:34:58.880+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/LT-1HjtH4sU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8229,,,3,-1,-1,-1,-1,0,97,31.13.92.14,,100,value,
20,facebook,2019-10-11T17:34:58.881+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/6srDAE5X5T4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7336,,,3,-1,-1,-1,-1,0,102,31.13.92.14,,106,value,
21,facebook,2019-10-11T17:34:58.986+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yw/l/he_IL/1TNVRo_j9oZ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38648,,,52,-1,-1,-1,-1,0,96,31.13.92.14,,149,value,
22,facebook,2019-10-11T17:34:59.000+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/yl/l/he_IL/x8gSZHMRGWI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4096,,,4,-1,-1,-1,-1,0,94,31.13.92.14,,99,value,
23,facebook,2019-10-11T17:34:59.001+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yJ/r/GMuvW6fMoph.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4811,,,0,-1,-1,-1,-1,0,99,31.13.92.14,,100,value,
24,facebook,2019-10-11T17:34:59.014+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,-1,-1,-1,1,189,31.13.92.36,,190,,
25,facebook,2019-10-11T17:34:59.019+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yk/l/he_IL/F0CGTpIzsw9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17789,,,26,-1,-1,-1,-1,0,100,31.13.92.14,,127,value,
26,facebook,2019-10-11T17:34:59.074+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,1,-1,-1,-1,-1,0,92,31.13.92.14,,94,value,
27,facebook,2019-10-11T17:34:59.103+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yS/l/he_IL/32nqR03ZYGl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9944,,,4,-1,-1,-1,-1,0,95,31.13.92.14,,100,value,
28,facebook,2019-10-11T17:34:59.105+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ye/r/233ChOovuGQ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5907,,,3,-1,-1,-1,-1,0,95,31.13.92.14,,99,value,
29,facebook,2019-10-11T17:34:59.211+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,-1,-1,-1,0,181,31.13.92.36,,182,,
30,facebook,2019-10-11T17:34:59.257+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,0,-1,-1,-1,-1,0,89,31.13.92.14,,90,,
31,facebook,2019-10-11T17:35:01.293+03:00,GET,https://cx.atdmt.com/?f=AYw1pjE9K9tLgHLwNas2BWYDH3tFm1kz-rgtMcPECT3EBOXUsS6zVLVvgV8kJjgb9lhOI50iQpXTblFyoA03j57I&c=502901134&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,538,42,,,0,1857,0,27,1837,0,143,31.13.92.2,,2029,value,
32,facebook,2019-10-11T17:35:01.565+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43476,,,126,2249,0,27,2219,0,285,31.13.92.36,,2689,value,
33,facebook,2019-10-11T17:35:01.868+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yz/l/0,cross/mNswUs5Eoxc.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36705,,,72,-1,-1,-1,-1,0,101,31.13.92.14,,175,value,
34,facebook,2019-10-11T17:35:01.868+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/QTs4IZYXXtO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80852,,,135,-1,-1,-1,-1,0,97,31.13.92.14,,233,value,
35,facebook,2019-10-11T17:35:01.868+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,0,-1,-1,-1,-1,0,105,31.13.92.14,,106,value,
36,facebook,2019-10-11T17:35:01.869+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,30745,,,48,-1,-1,-1,-1,0,93,31.13.92.14,,142,value,
37,facebook,2019-10-11T17:35:02.120+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/yd/l/he_IL/et_JXsYk1k4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16033,,,16,-1,-1,-1,-1,0,99,31.13.92.14,,116,value,
38,facebook,2019-10-11T17:35:02.168+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,4096,0,0,4061,0,191,31.13.92.36,,4289,,
39,facebook,2019-10-11T17:35:03.233+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,2,1361,0,0,1330,0,114,172.217.18.4,,1480,,
40,facebook,2019-10-11T17:35:03.437+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yx/l/he_IL/34kUFJtPTLh.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,347543,,,181,-1,-1,-1,-1,0,109,31.13.92.14,,291,value,
41,facebook,2019-10-11T17:35:03.437+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yX/l/he_IL/0cW48Pmuor8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17228,,,21,-1,-1,-1,-1,0,100,31.13.92.14,,122,value,
42,facebook,2019-10-11T17:35:03.438+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/itt5OggiRv_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,697,,,1,-1,-1,-1,-1,0,98,31.13.92.14,,100,value,
43,facebook,2019-10-11T17:35:03.439+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y1/l/he_IL/G2Nq2g8nC8X.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38526,,,37,-1,-1,-1,-1,0,111,31.13.92.14,,149,value,
44,facebook,2019-10-11T17:35:05.206+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,143,1835,0,0,1800,0,108,172.217.22.35,,2089,,
45,facebook,2019-10-11T17:35:05.484+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=3zuumpixijmv,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9591,,,21,-1,-1,-1,-1,0,114,172.217.18.4,,136,value,
46,facebook,2019-10-11T17:35:05.634+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,62,-1,-1,-1,-1,1,100,172.217.22.35,,164,,
47,facebook,2019-10-11T17:35:05.791+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,161,155,0,0,119,1,86,172.217.22.35,,404,,
48,facebook,2019-10-11T17:35:06.090+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,6,-1,-1,-1,-1,0,88,172.217.18.4,,95,,
49,facebook,2019-10-11T17:35:06.189+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,1,-1,-1,-1,-1,0,97,172.217.18.4,,99,value,
50,facebook,2019-10-11T17:35:06.241+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=l23269nqg6po,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1122,,,1,145,0,0,116,0,99,172.217.18.4,,246,value,
51,facebook,2019-10-11T17:35:06.308+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,-1,,,0,-1,-1,-1,-1,0,93,172.217.22.35,,94,,
52,facebook,2019-10-11T17:35:06.423+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5mWyWzEjy9uC1swgE98nwgU6C7UW3q327E2vwXx61rwf24o3Bw5VCwjE3awbG789U2NwlU5ufz81sbzo5-0me220qu0L8uw&__csr=&__req=1&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001283946&__s=p1ex3i%3Aj9vr45%3Ac7pekk&__hsi=6746558433060201689-0&__spin_r=1001283946&__spin_b=trunk&__spin_t=1570805542,HTTP/1.1,827,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,-1,-1,0,0,31.13.92.36,,0,value,No response received
