,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.send,timings.wait,timings.dns,timings.ssl,timings.connect,timings.receive,timings.blocked,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-10-12T08:05:24.122+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/OBaVg52wtTZ.png,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/png,,,521,42565,,,0,83,0,173,205,79,0,157.240.1.23,,368,,
11,facebook,2019-10-12T08:05:24.298+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,106343,,,0,96,-1,-1,-1,89,-1,157.240.1.23,,186,,
12,facebook,2019-10-12T08:05:24.299+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,14105,,,0,105,-1,-1,-1,6,-1,157.240.1.23,,112,,
13,facebook,2019-10-12T08:05:24.416+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,520,1163,,,0,87,-1,-1,-1,1,-1,157.240.1.23,,89,,
14,facebook,2019-10-12T08:05:24.472+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,17094,,,1,87,0,120,148,32,0,157.240.1.23,,270,,
15,facebook,2019-10-12T08:05:24.679+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yD/l/he_IL/oG9c2i2gB9C.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,348171,,,0,109,-1,-1,-1,226,-1,157.240.1.23,,336,value,
16,facebook,2019-10-12T08:05:25.191+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yX/l/he_IL/0cW48Pmuor8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,17228,,,3,126,-1,-1,-1,13,-1,157.240.1.23,,144,value,
17,facebook,2019-10-12T08:05:25.191+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yA/l/he_IL/kHUreyQUpkB.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,47012,,,0,123,-1,-1,-1,78,-1,157.240.1.23,,202,value,
18,facebook,2019-10-12T08:05:25.195+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yf/l/he_IL/XsCCfAW0XcM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,7317,,,0,113,-1,-1,-1,27,-1,157.240.1.23,,141,value,
19,facebook,2019-10-12T08:05:25.195+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/AVbt3QIdW-m.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,16571,,,0,89,-1,-1,-1,59,-1,157.240.1.23,,149,value,
20,facebook,2019-10-12T08:05:25.197+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/y9/l/he_IL/eZ3Wzg2ia3y.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,15966,,,0,91,-1,-1,-1,49,-1,157.240.1.23,,141,value,
21,facebook,2019-10-12T08:05:25.342+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yF/l/he_IL/JtEASjbVJQJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,38506,,,0,97,-1,-1,-1,70,-1,157.240.1.23,,169,value,
22,facebook,2019-10-12T08:05:25.344+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/UdnQfyHoVIO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,4792,,,0,86,-1,-1,-1,9,-1,157.240.1.23,,96,value,
23,facebook,2019-10-12T08:05:25.344+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/yO/l/he_IL/GpZZ63FC-zA.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,4086,,,0,97,-1,-1,-1,2,-1,157.240.1.23,,101,value,
24,facebook,2019-10-12T08:05:25.351+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yY/l/he_IL/GgxDu0f-RIy.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,17766,,,0,89,-1,-1,-1,31,-1,157.240.1.23,,121,value,
25,facebook,2019-10-12T08:05:25.402+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,2375,,,0,83,-1,-1,-1,1,-1,157.240.1.23,,86,value,
26,facebook,2019-10-12T08:05:25.448+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yb/l/he_IL/WiAHD4y9-0L.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,9881,,,0,84,-1,-1,-1,8,-1,157.240.1.23,,94,value,
27,facebook,2019-10-12T08:05:25.450+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/cVS7gpEgER3.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,5874,,,0,89,-1,-1,-1,4,-1,157.240.1.23,,94,value,
28,facebook,2019-10-12T08:05:25.663+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,518,43,,,0,93,-1,-1,-1,0,-1,157.240.1.23,,95,,
29,facebook,2019-10-12T08:05:26.141+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/06CIkL91CFL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,8183,,,0,107,-1,-1,-1,3,-1,157.240.1.23,,111,value,
30,facebook,2019-10-12T08:05:26.201+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,114,0,1986,2016,0,0,157.240.1.35,,2133,,
31,facebook,2019-10-12T08:05:26.275+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,661,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,113,-1,-1,-1,0,-1,157.240.1.35,,114,,
32,facebook,2019-10-12T08:05:26.393+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,661,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,113,-1,-1,-1,0,-1,157.240.1.35,,115,,
33,facebook,2019-10-12T08:05:30.723+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43682,,,0,214,0,4285,4311,116,0,157.240.1.35,,4644,value,
34,facebook,2019-10-12T08:05:30.958+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,533,153,,,1,110,-1,-1,-1,0,-1,157.240.1.23,,112,value,
35,facebook,2019-10-12T08:05:30.958+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yv/l/0,cross/mOsfnMuZ_Ej.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,36856,,,0,111,-1,-1,-1,72,-1,157.240.1.23,,185,value,
36,facebook,2019-10-12T08:05:30.959+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,30745,,,1,101,-1,-1,-1,25,-1,157.240.1.23,,128,value,
37,facebook,2019-10-12T08:05:30.959+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/sPuijSQIjpP.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,80884,,,1,116,0,116,142,131,0,157.240.1.23,,393,value,
38,facebook,2019-10-12T08:05:31.358+03:00,GET,https://cx.atdmt.com/?f=AYziJic5AHfqkvMK2NIDO9UkCn8dxKYKCjCEO2ChuuSITfd8Deqwp-gfBSm5hu2C8unOWE4I6js7ICsEeuN1UGsm&c=1777931611&v=1&l=2,HTTP/1.1,510,0,,200,OK,HTTP/1.1,0,image/gif,,,537,42,,,0,136,29,4767,4804,0,0,31.13.92.2,,4971,value,
39,facebook,2019-10-12T08:05:32.738+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,0,93,1,1729,1777,1,0,172.217.21.228,,1874,,
40,facebook,2019-10-12T08:05:32.927+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/y-/l/he_IL/W-woTzJGqSB.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,348418,,,0,98,-1,-1,-1,231,-1,157.240.1.23,,330,value,
41,facebook,2019-10-12T08:05:32.927+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yP/l/he_IL/mXPf-qaonmW.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,17237,,,0,150,-1,-1,-1,36,-1,157.240.1.23,,188,value,
42,facebook,2019-10-12T08:05:32.928+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/itt5OggiRv_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,594,697,,,0,115,-1,-1,-1,0,-1,157.240.1.23,,115,value,
43,facebook,2019-10-12T08:05:32.929+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y-/l/he_IL/eGwNTDKtx18.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,38551,,,0,149,-1,-1,-1,80,-1,157.240.1.23,,229,value,
44,facebook,2019-10-12T08:05:33.728+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,4909,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,2,117,-1,-1,-1,0,-1,157.240.1.35,,120,,
45,facebook,2019-10-12T08:05:35.875+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,0,91,32,2973,3001,208,0,172.217.22.35,,3335,,
46,facebook,2019-10-12T08:05:36.208+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=shz445l7wzzc,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9808,,,0,116,-1,-1,-1,12,-1,172.217.21.228,,130,value,
47,facebook,2019-10-12T08:05:36.339+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,0,93,-1,-1,-1,77,-1,172.217.22.35,,171,,
48,facebook,2019-10-12T08:05:36.502+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,0,105,0,130,158,149,0,172.217.22.35,,413,,
49,facebook,2019-10-12T08:05:36.788+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,0,94,-1,-1,-1,5,-1,172.217.21.228,,100,,
50,facebook,2019-10-12T08:05:36.891+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,0,91,-1,-1,-1,1,-1,172.217.21.228,,93,value,
51,facebook,2019-10-12T08:05:36.946+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=nwq4fmuv29rd,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1121,,,0,99,0,115,152,1,0,172.217.21.228,,255,value,
52,facebook,2019-10-12T08:05:37.004+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,515,92207,,,0,94,-1,-1,-1,51,-1,172.217.22.35,,145,,
53,facebook,2019-10-12T08:05:37.075+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,0,87,-1,-1,-1,53,-1,172.217.22.35,,141,,
54,facebook,2019-10-12T08:05:37.270+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5mWyWzEjy9uC1swgE98nwgU6C7UW3q327E2vwXx61rwf24o3Bw5VCwjE3awbG789U2NwlU5ufz81sbzo5-0me220qu0L8uw&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001287745&__s=qu0wyw%3Aiexnkb%3Aes9nm3&__hsi=6746782732293769183-0&__spin_r=1001287745&__spin_b=trunk&__spin_t=1570857766,HTTP/1.1,827,0,,0,,unknown,0,,,,-1,-1,,,0,0,-1,-1,-1,0,-1,157.240.1.35,,0,value,No response received
