,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.dns,timings.send,timings.wait,timings.ssl,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
0,facebook,2019-10-11T14:08:23.386+03:00,GET,https://www.facebook.com/,HTTP/1.1,420,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1504,31863,,,1,2,228,2022,0,2060,53,157.240.1.35,,2346,,
1,facebook,2019-10-11T14:08:26.546+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yC/l/0,cross/QiGaG5SO1ek.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,39821,,,25,0,111,2719,0,2756,75,157.240.1.23,,2969,value,
2,facebook,2019-10-11T14:08:26.547+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yT/l/0,cross/tv6IjxxKVqX.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,5428,,,23,1,109,2722,0,2758,15,157.240.1.23,,2907,value,
3,facebook,2019-10-11T14:08:26.554+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yG/l/0,cross/UBVbWsrwWm4.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,37009,,,23,0,99,2729,0,2764,68,157.240.1.23,,2956,value,
4,facebook,2019-10-11T14:08:26.566+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/ym/l/0,cross/CxL8unsLEBL.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19280,,,24,0,112,2750,0,2776,18,157.240.1.23,,2932,value,
5,facebook,2019-10-11T14:08:26.573+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yC/l/0,cross/AK636sa_L-v.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,11560,,,23,0,121,2764,0,2783,0,157.240.1.23,,2929,value,
6,facebook,2019-10-11T14:08:26.574+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yK/l/0,cross/eBbkeWhoRzc.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,5578,,,27,0,117,2765,0,2784,0,157.240.1.23,,2931,value,
7,facebook,2019-10-11T14:08:26.712+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yh/l/0,cross/BGJY2CNw49v.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,16994,,,-1,0,89,-1,-1,-1,27,157.240.1.23,,117,value,
8,facebook,2019-10-11T14:08:26.712+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yj/l/0,cross/tZgLnWnipSD.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,449,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,580,7673,,,-1,0,96,-1,-1,-1,4,157.240.1.23,,101,value,
9,facebook,2019-10-11T14:08:26.712+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/qK5lHUCv_Rg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,81210,,,-1,0,96,-1,-1,-1,111,157.240.1.23,,208,value,
