,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.dns,timings.send,timings.wait,timings.ssl,serverIPAddress,comment,time,request.queryString.name,response._error
22,facebook,2019-10-11T19:17:57.370+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/yO/l/he_IL/GpZZ63FC-zA.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4086,,,2,-1,-1,-1,0,94,-1,31.13.92.14,,96,value,
23,facebook,2019-10-11T19:17:57.371+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/UdnQfyHoVIO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4792,,,3,-1,-1,-1,0,91,-1,31.13.92.14,,95,value,
24,facebook,2019-10-11T19:17:57.372+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yY/l/he_IL/GgxDu0f-RIy.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17766,,,29,-1,-1,-1,0,93,-1,31.13.92.14,,124,value,
25,facebook,2019-10-11T19:17:57.377+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,-1,-1,0,177,-1,31.13.92.36,,179,,
26,facebook,2019-10-11T19:17:57.445+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,1,-1,-1,-1,0,95,-1,31.13.92.14,,97,value,
27,facebook,2019-10-11T19:17:57.481+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yb/l/he_IL/WiAHD4y9-0L.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9881,,,5,-1,-1,-1,0,101,-1,31.13.92.14,,107,value,
28,facebook,2019-10-11T19:17:57.482+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y7/r/cVS7gpEgER3.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5874,,,3,-1,-1,-1,0,98,-1,31.13.92.14,,103,value,
29,facebook,2019-10-11T19:17:57.560+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,-1,-1,0,187,-1,31.13.92.36,,189,,
30,facebook,2019-10-11T19:17:57.604+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,0,-1,-1,-1,0,97,-1,31.13.92.14,,98,,
31,facebook,2019-10-11T19:17:59.015+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43442,,,109,1438,0,0,0,261,1421,31.13.92.36,,1810,value,
32,facebook,2019-10-11T19:17:59.157+03:00,GET,https://cx.atdmt.com/?f=AYytfE4IB6phDPKyvUJlBerJYOGZ2X2NyRgno8V7CkBUL9ql7k14t0TTktuRx7CugUrqwj_9VsR-dpSfwmllyqXZ&c=891289018&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,538,42,,,0,1357,0,32,0,131,1324,31.13.92.2,,1522,value,
33,facebook,2019-10-11T19:17:59.297+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,0,-1,-1,-1,0,110,-1,31.13.92.14,,111,value,
34,facebook,2019-10-11T19:17:59.300+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,30745,,,40,-1,-1,-1,0,104,-1,31.13.92.14,,145,value,
35,facebook,2019-10-11T19:17:59.300+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yz/l/0,cross/mNswUs5Eoxc.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36705,,,13,-1,-1,-1,0,110,-1,31.13.92.14,,124,value,
36,facebook,2019-10-11T19:17:59.301+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/QTs4IZYXXtO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80852,,,126,-1,-1,-1,0,92,-1,31.13.92.14,,219,value,
37,facebook,2019-10-11T19:18:01.647+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/AVbt3QIdW-m.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16571,,,27,-1,-1,-1,0,142,-1,31.13.92.14,,170,value,
38,facebook,2019-10-11T19:18:01.697+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,5032,0,79,0,190,5003,31.13.92.36,,5304,,
39,facebook,2019-10-11T19:18:04.128+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,3,4829,0,0,0,132,4787,172.217.18.4,,4966,,
40,facebook,2019-10-11T19:18:04.385+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yx/l/he_IL/34kUFJtPTLh.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,347543,,,139,-1,-1,-1,0,123,-1,31.13.92.14,,264,value,
41,facebook,2019-10-11T19:18:04.386+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yX/l/he_IL/0cW48Pmuor8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17228,,,7,-1,-1,-1,0,108,-1,31.13.92.14,,116,value,
42,facebook,2019-10-11T19:18:04.386+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/itt5OggiRv_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,697,,,0,-1,-1,-1,0,112,-1,31.13.92.14,,113,value,
43,facebook,2019-10-11T19:18:04.388+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y1/l/he_IL/G2Nq2g8nC8X.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38526,,,24,-1,-1,-1,0,112,-1,31.13.92.14,,137,value,
44,facebook,2019-10-11T19:18:05.577+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,150,1282,0,1,0,113,1251,172.217.22.35,,1548,,
45,facebook,2019-10-11T19:18:05.609+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,3095,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,1,-1,-1,-1,1,137,-1,31.13.92.36,,140,,
46,facebook,2019-10-11T19:18:05.875+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=xpra5tbjw38s,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9476,,,15,-1,-1,-1,0,126,-1,172.217.18.4,,142,value,
47,facebook,2019-10-11T19:18:06.045+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,63,-1,-1,-1,2,94,-1,172.217.22.35,,160,,
48,facebook,2019-10-11T19:18:06.203+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,169,152,0,0,0,94,119,172.217.22.35,,417,,
49,facebook,2019-10-11T19:18:06.507+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,11,-1,-1,-1,0,90,-1,172.217.18.4,,102,,
50,facebook,2019-10-11T19:18:06.613+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,0,-1,-1,-1,0,93,-1,172.217.18.4,,94,value,
51,facebook,2019-10-11T19:18:06.656+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=f379b4z89ufl,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1122,,,8,143,0,0,0,93,109,172.217.18.4,,246,value,
52,facebook,2019-10-11T19:18:06.733+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,66,-1,-1,-1,0,101,-1,172.217.22.35,,168,,
53,facebook,2019-10-11T19:18:06.766+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,67,-1,-1,-1,0,89,-1,172.217.22.35,,158,,
54,facebook,2019-10-11T19:18:06.963+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001284080&__s=gl0703%3Ary7obn%3Amjfvli&__hsi=6746584962808039671-0&__spin_r=1001284080&__spin_b=trunk&__spin_t=1570811719,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,-1,0,0,-1,31.13.92.36,,0,value,No response received
