,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.wait,timings.ssl,timings.send,timings.dns,timings.blocked,timings.connect,timings.receive,serverIPAddress,comment,time,request.queryString.name,response._error
18,facebook,2019-10-11T14:35:21.300+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yA/l/he_IL/kHUreyQUpkB.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47012,,,109,-1,0,-1,-1,-1,68,157.240.1.23,,178,value,
19,facebook,2019-10-11T14:35:21.301+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/06CIkL91CFL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8183,,,96,-1,0,-1,-1,-1,5,157.240.1.23,,103,value,
20,facebook,2019-10-11T14:35:21.302+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yU/r/wRUfahZS1Ht.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16592,,,100,-1,0,-1,-1,-1,12,157.240.1.23,,113,value,
21,facebook,2019-10-11T14:35:21.302+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yf/l/he_IL/XsCCfAW0XcM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7317,,,109,-1,0,-1,-1,-1,0,157.240.1.23,,110,value,
22,facebook,2019-10-11T14:35:21.412+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yk/l/he_IL/lTcH9-JhGK9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38577,,,86,-1,0,-1,-1,-1,46,157.240.1.23,,133,value,
23,facebook,2019-10-11T14:35:21.426+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/ya/l/he_IL/xkFUqA1-cvY.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4109,,,91,-1,0,-1,-1,-1,3,157.240.1.23,,96,value,
24,facebook,2019-10-11T14:35:21.427+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/UdnQfyHoVIO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4792,,,103,-1,0,-1,-1,-1,2,157.240.1.23,,106,value,
25,facebook,2019-10-11T14:35:21.430+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yo/l/he_IL/kWtGZh5PZsr.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17791,,,97,-1,0,-1,-1,-1,10,157.240.1.23,,107,value,
26,facebook,2019-10-11T14:35:21.441+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,106,-1,0,-1,-1,-1,1,157.240.1.35,,108,,
27,facebook,2019-10-11T14:35:21.483+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,84,-1,0,-1,-1,-1,2,157.240.1.23,,88,value,
28,facebook,2019-10-11T14:35:21.526+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yb/l/he_IL/WiAHD4y9-0L.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9881,,,100,-1,0,-1,-1,-1,7,157.240.1.23,,108,value,
29,facebook,2019-10-11T14:35:21.538+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yW/r/pvgGi3z1Vjk.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5861,,,93,-1,0,-1,-1,-1,2,157.240.1.23,,96,value,
30,facebook,2019-10-11T14:35:21.559+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,97,-1,0,-1,-1,-1,0,157.240.1.35,,98,,
31,facebook,2019-10-11T14:35:21.693+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,95,-1,0,-1,-1,-1,0,157.240.1.23,,96,,
32,facebook,2019-10-11T14:35:22.693+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43644,,,191,942,1,0,0,972,115,157.240.1.35,,1281,value,
33,facebook,2019-10-11T14:35:22.902+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,110,-1,0,-1,-1,-1,0,157.240.1.23,,111,value,
34,facebook,2019-10-11T14:35:22.902+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/qK5lHUCv_Rg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,81210,,,104,124,1,0,0,157,142,157.240.1.23,,406,value,
35,facebook,2019-10-11T14:35:22.902+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yG/l/0,cross/UBVbWsrwWm4.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,37009,,,110,-1,0,-1,-1,-1,18,157.240.1.23,,129,value,
36,facebook,2019-10-11T14:35:22.904+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/ym/l/0,cross/CxL8unsLEBL.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19280,,,98,-1,0,-1,-1,-1,10,157.240.1.23,,109,value,
37,facebook,2019-10-11T14:35:25.053+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,160,2101,0,0,0,2146,1,216.58.205.228,,2310,,
38,facebook,2019-10-11T14:35:25.124+03:00,GET,https://cx.atdmt.com/?f=AYz3AFZlol2TQIhtqIwCvIQcpN8n9Tsb2C7nNnw0-wAML7bYS9KG7cHI70svlDf1kO9dG7wH1MtiwhvpMWpq37Ft&c=685042101&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,539,42,,,171,3335,0,30,0,3369,0,157.240.1.6,,3572,value,
39,facebook,2019-10-11T14:35:25.306+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yY/l/he_IL/W4cLvXLCMX5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348502,,,93,-1,0,-1,-1,-1,215,157.240.1.23,,310,value,
40,facebook,2019-10-11T14:35:25.307+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yB/l/he_IL/H40LCujyL58.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17349,,,99,-1,0,-1,-1,-1,18,157.240.1.23,,118,value,
41,facebook,2019-10-11T14:35:25.307+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/3oYS-Pgffbm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,702,,,86,-1,0,-1,-1,-1,0,157.240.1.23,,87,value,
42,facebook,2019-10-11T14:35:25.309+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yw/l/he_IL/1TNVRo_j9oZ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38648,,,94,-1,0,-1,-1,-1,115,157.240.1.23,,211,value,
43,facebook,2019-10-11T14:35:26.535+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/yH/l/he_IL/lORjA4jAIhX.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16003,,,98,-1,0,-1,-1,-1,37,157.240.1.23,,136,value,
44,facebook,2019-10-11T14:35:26.588+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,115,5924,0,0,0,5953,1,157.240.1.35,,6072,,
45,facebook,2019-10-11T14:35:28.762+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,100,3512,0,0,0,3537,134,172.217.22.35,,3773,,
46,facebook,2019-10-11T14:35:29.034+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=9q3448y64id0,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,10434,,,127,-1,0,-1,-1,-1,22,216.58.205.228,,150,value,
47,facebook,2019-10-11T14:35:29.211+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,506,91705,,,90,-1,0,-1,-1,-1,77,172.217.22.35,,168,,
48,facebook,2019-10-11T14:35:29.372+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,94,124,1,0,0,158,147,172.217.22.35,,402,,
49,facebook,2019-10-11T14:35:29.646+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,129,-1,0,-1,-1,-1,2,216.58.205.228,,132,,
50,facebook,2019-10-11T14:35:29.764+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,3079,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,111,-1,0,-1,-1,-1,0,157.240.1.35,,112,,
51,facebook,2019-10-11T14:35:29.781+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=pt0yt47v5nhg,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1123,,,100,-1,0,-1,-1,-1,3,216.58.205.228,,104,value,
52,facebook,2019-10-11T14:35:29.821+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,104,108,0,0,0,170,1,216.58.205.228,,276,value,
53,facebook,2019-10-11T14:35:29.959+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001283875&__s=o9hdk4%3Aob9zqa%3As49b1a&__hsi=6746512132685829655-0&__spin_r=1001283875&__spin_b=trunk&__spin_t=1570794762,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,0,-1,0,-1,-1,-1,0,157.240.1.35,,0,value,No response received
54,facebook,2019-10-11T14:35:29.966+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,0,,unknown,0,,,,-1,-1,,,0,-1,0,-1,-1,-1,0,172.217.22.35,,0,,No response received
