,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.receive,timings.connect,timings.blocked,timings.dns,timings.send,timings.wait,timings.ssl,serverIPAddress,comment,time,request.queryString.name,response._error
19,facebook,2019-10-11T14:22:30.289+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yA/l/he_IL/kHUreyQUpkB.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47012,,,61,-1,-1,-1,0,101,-1,157.240.1.23,,163,value,
20,facebook,2019-10-11T14:22:30.290+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yU/r/wRUfahZS1Ht.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16592,,,12,-1,-1,-1,0,122,-1,157.240.1.23,,135,value,
21,facebook,2019-10-11T14:22:30.291+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yN/r/06CIkL91CFL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8183,,,16,-1,-1,-1,0,91,-1,157.240.1.23,,108,value,
22,facebook,2019-10-11T14:22:30.291+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/yH/l/he_IL/lORjA4jAIhX.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16003,,,7,-1,-1,-1,0,137,-1,157.240.1.23,,145,value,
23,facebook,2019-10-11T14:22:30.292+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yf/l/he_IL/XsCCfAW0XcM.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7317,,,0,-1,-1,-1,0,129,-1,157.240.1.23,,130,value,
24,facebook,2019-10-11T14:22:30.440+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yk/l/he_IL/lTcH9-JhGK9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38577,,,14,-1,-1,-1,0,79,-1,157.240.1.23,,94,value,
25,facebook,2019-10-11T14:22:30.441+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/ya/l/he_IL/xkFUqA1-cvY.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4109,,,2,-1,-1,-1,0,80,-1,157.240.1.23,,83,value,
26,facebook,2019-10-11T14:22:30.442+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/UdnQfyHoVIO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4792,,,2,-1,-1,-1,0,93,-1,157.240.1.23,,96,value,
27,facebook,2019-10-11T14:22:30.442+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yo/l/he_IL/kWtGZh5PZsr.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17791,,,28,-1,-1,-1,0,89,-1,157.240.1.23,,118,value,
28,facebook,2019-10-11T14:22:30.443+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yz/r/v4WgC_pJT9B.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2375,,,0,-1,-1,-1,0,97,-1,157.240.1.23,,98,value,
29,facebook,2019-10-11T14:22:30.457+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yb/l/he_IL/WiAHD4y9-0L.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9881,,,4,-1,-1,-1,0,92,-1,157.240.1.23,,97,value,
30,facebook,2019-10-11T14:22:30.458+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,-1,-1,0,105,-1,157.240.1.35,,106,,
31,facebook,2019-10-11T14:22:30.527+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yW/r/pvgGi3z1Vjk.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5861,,,2,-1,-1,-1,0,88,-1,157.240.1.23,,91,value,
32,facebook,2019-10-11T14:22:30.568+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,0,-1,-1,-1,0,100,-1,157.240.1.35,,102,,
33,facebook,2019-10-11T14:22:30.633+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,0,-1,-1,-1,0,97,-1,157.240.1.23,,98,,
34,facebook,2019-10-11T14:22:33.625+03:00,GET,https://cx.atdmt.com/?f=AYwDnf2e1f5UZlzUMx8IcPRqMBWA2t_-ehWwyLNP5i2ZdCvp7Dmmk5S7_qtfliXUJJGjAYYRo_U1Xf5giRBHJcBo&c=798219410&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,538,42,,,0,2816,0,26,0,185,2786,157.240.1.6,,3030,value,
35,facebook,2019-10-11T14:22:34.603+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43641,,,130,3861,0,0,0,198,3835,157.240.1.35,,4192,value,
36,facebook,2019-10-11T14:22:34.842+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,0,-1,-1,-1,1,91,-1,157.240.1.23,,93,value,
37,facebook,2019-10-11T14:22:34.844+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/ym/l/0,cross/CxL8unsLEBL.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,19280,,,55,-1,-1,-1,1,91,-1,157.240.1.23,,149,value,
38,facebook,2019-10-11T14:22:34.844+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yI/r/qK5lHUCv_Rg.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,81210,,,81,-1,-1,-1,0,95,-1,157.240.1.23,,177,value,
39,facebook,2019-10-11T14:22:34.846+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yG/l/0,cross/UBVbWsrwWm4.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,37009,,,18,-1,-1,-1,0,99,-1,157.240.1.23,,119,value,
40,facebook,2019-10-11T14:22:36.615+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,4,1770,0,1,0,121,1734,216.58.205.228,,1898,,
41,facebook,2019-10-11T14:22:36.853+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yY/l/he_IL/W4cLvXLCMX5.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348502,,,152,-1,-1,-1,0,98,-1,157.240.1.23,,252,value,
42,facebook,2019-10-11T14:22:36.853+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yB/l/he_IL/H40LCujyL58.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17349,,,24,-1,-1,-1,0,88,-1,157.240.1.23,,113,value,
43,facebook,2019-10-11T14:22:36.853+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yM/r/3oYS-Pgffbm.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,702,,,1,-1,-1,-1,0,98,-1,157.240.1.23,,100,value,
44,facebook,2019-10-11T14:22:36.854+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yw/l/he_IL/1TNVRo_j9oZ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38648,,,54,-1,-1,-1,0,89,-1,157.240.1.23,,144,value,
45,facebook,2019-10-11T14:22:38.744+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,3101,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,0,-1,-1,-1,0,133,-1,157.240.1.35,,134,,
46,facebook,2019-10-11T14:22:39.128+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,133,2362,0,1,0,100,2331,172.217.22.35,,2598,,
47,facebook,2019-10-11T14:22:39.385+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=r0xxuwfx7ddj,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9581,,,20,-1,-1,-1,0,108,-1,216.58.205.228,,129,value,
48,facebook,2019-10-11T14:22:39.530+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,506,91705,,,61,-1,-1,-1,1,102,-1,172.217.22.35,,165,,
49,facebook,2019-10-11T14:22:39.685+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,148,150,0,0,1,84,111,172.217.22.35,,385,,
50,facebook,2019-10-11T14:22:39.950+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,4,-1,-1,-1,0,89,-1,216.58.205.228,,95,,
51,facebook,2019-10-11T14:22:40.050+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,0,-1,-1,-1,0,91,-1,216.58.205.228,,92,value,
52,facebook,2019-10-11T14:22:40.098+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=71l9fqgzahyp,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1124,,,1,144,0,0,0,121,112,216.58.205.228,,268,value,
53,facebook,2019-10-11T14:22:40.157+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,44,-1,-1,-1,0,95,-1,172.217.22.35,,140,,
54,facebook,2019-10-11T14:22:40.234+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,text/css,,,506,91705,,,37,-1,-1,-1,0,90,-1,172.217.22.35,,128,,
55,facebook,2019-10-11T14:22:40.401+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5ObGexe8BWo5O12wAxu13wqovzEdEc8uw9-3K4o5K0Y8hwem0nCq1ewcG0KEswDwb61nwlU-cw5MKdwnU1oU881FU2YxW&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001283825&__s=8jqchn%3A6hrr5b%3Aesy5fl&__hsi=6746508812497832467-0&__spin_r=1001283825&__spin_b=trunk&__spin_t=1570793989,HTTP/1.1,825,0,,0,,unknown,0,,,,-1,-1,,,0,-1,-1,-1,0,0,-1,157.240.1.35,,0,value,No response received
