,pageref,startedDateTime,request.method,request.url,request.httpVersion,request.headersSize,request.bodySize,request.comment,response.status,response.statusText,response.httpVersion,response.content.size,response.content.mimeType,response.content.comment,response.redirectURL,response.headersSize,response.bodySize,response.comment,timings.comment,timings.blocked,timings.connect,timings.receive,timings.wait,timings.ssl,timings.dns,timings.send,serverIPAddress,comment,time,request.queryString.name,response._error
10,facebook,2019-10-11T19:33:30.118+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yb/r/GsNJNwuI-UM.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,520,522,,,0,227,0,105,186,0,0,31.13.92.14,,334,,
11,facebook,2019-10-11T19:33:30.230+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yi/r/2tvAYrYMCo_.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,523,106343,,,-1,-1,159,103,-1,-1,0,31.13.92.14,,263,,
12,facebook,2019-10-11T19:33:30.273+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/sYjVk3a2G-V.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,14105,,,-1,-1,6,102,-1,-1,0,31.13.92.14,,109,,
13,facebook,2019-10-11T19:33:30.343+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yl/r/O6NksE4uoLC.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,521,1163,,,0,157,1,88,137,0,1,31.13.92.14,,248,,
14,facebook,2019-10-11T19:33:30.347+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yR/r/MIuDhEQuQsY.png,HTTP/1.1,474,0,,200,OK,HTTP/1.1,0,image/png,,,522,17094,,,0,160,71,105,126,0,0,31.13.92.14,,338,,
15,facebook,2019-10-11T19:33:30.399+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yl/l/he_IL/oLXEoP-22nD.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,348779,,,-1,-1,195,104,-1,-1,0,31.13.92.14,,300,value,
16,facebook,2019-10-11T19:33:30.840+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/y5/l/he_IL/oCzfxaJWeI7.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17358,,,-1,-1,14,105,-1,-1,0,31.13.92.14,,121,value,
17,facebook,2019-10-11T19:33:30.842+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ya/r/W9D9bG0TcGJ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16635,,,-1,-1,38,117,-1,-1,0,31.13.92.14,,156,value,
18,facebook,2019-10-11T19:33:30.842+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/LT-1HjtH4sU.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,8229,,,-1,-1,3,102,-1,-1,0,31.13.92.14,,107,value,
19,facebook,2019-10-11T19:33:30.845+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3i6Rg4/yF/l/he_IL/aTx0KAcULDC.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,16069,,,-1,-1,33,95,-1,-1,0,31.13.92.14,,129,value,
20,facebook,2019-10-11T19:33:30.846+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3if384/yD/l/he_IL/6srDAE5X5T4.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,7336,,,-1,-1,17,97,-1,-1,0,31.13.92.14,,115,value,
21,facebook,2019-10-11T19:33:30.953+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/yB/l/he_IL/6QtwI5cme7d.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38698,,,-1,-1,89,90,-1,-1,0,31.13.92.14,,180,value,
22,facebook,2019-10-11T19:33:30.967+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iaLS4/yI/l/he_IL/CyJR3gPZyrL.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4122,,,-1,-1,11,98,-1,-1,0,31.13.92.14,,109,value,
23,facebook,2019-10-11T19:33:30.968+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yJ/r/GMuvW6fMoph.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,4811,,,-1,-1,6,99,-1,-1,0,31.13.92.14,,106,value,
24,facebook,2019-10-11T19:33:30.975+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,-1,1,189,-1,-1,0,31.13.92.36,,191,,
25,facebook,2019-10-11T19:33:30.977+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3imvB4/yH/l/he_IL/AXXOjWBNuBI.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17815,,,-1,-1,38,107,-1,-1,0,31.13.92.14,,146,value,
26,facebook,2019-10-11T19:33:31.001+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/rsk-4_J6Np9.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,2394,,,-1,-1,2,100,-1,-1,0,31.13.92.14,,103,value,
27,facebook,2019-10-11T19:33:31.078+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iuJQ4/yS/l/he_IL/32nqR03ZYGl.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,9944,,,-1,-1,24,89,-1,-1,0,31.13.92.14,,114,value,
28,facebook,2019-10-11T19:33:31.080+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/ye/r/233ChOovuGQ.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,425,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,596,5907,,,-1,-1,2,111,-1,-1,0,31.13.92.14,,115,value,
29,facebook,2019-10-11T19:33:31.177+03:00,GET,https://www.facebook.com/common/referer_frame.php,HTTP/1.1,649,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,1354,55,,,-1,-1,0,212,-1,-1,0,31.13.92.36,,214,,
30,facebook,2019-10-11T19:33:31.255+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/y4/r/-PAXP-deijE.gif,HTTP/1.1,413,0,,200,OK,HTTP/1.1,0,image/gif,,,519,43,,,-1,-1,0,98,-1,-1,0,31.13.92.14,,99,,
31,facebook,2019-10-11T19:33:31.910+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iV7J4/yg/l/he_IL/IUpCV4PbO1k.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,436,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,47070,,,-1,-1,73,103,-1,-1,0,31.13.92.14,,177,value,
32,facebook,2019-10-11T19:33:31.978+03:00,GET,https://facebook.com/security/hsts-pixel.gif,HTTP/1.1,490,0,,200,OK,HTTP/1.1,0,image/gif,,,1333,48,,,0,1816,0,208,1772,19,0,31.13.92.36,,2046,,
33,facebook,2019-10-11T19:33:33.687+03:00,GET,https://fbsbx.com/captcha/recaptcha/iframe/?referer=https%3A%2F%2Fwww.facebook.com&compact=0,HTTP/1.1,586,0,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1219,43424,,,0,2372,80,303,2344,28,0,31.13.92.36,,2785,value,
34,facebook,2019-10-11T19:33:34.007+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yw/l/0,cross/4Oi7C_BWltH.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,534,153,,,-1,-1,0,90,-1,-1,0,31.13.92.14,,91,value,
35,facebook,2019-10-11T19:33:34.008+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yR/l/0,cross/qo0BdnwpyzN.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,30745,,,-1,-1,55,90,-1,-1,0,31.13.92.14,,145,value,
36,facebook,2019-10-11T19:33:34.009+03:00,GET,"https://static.xx.fbcdn.net/rsrc.php/v3/yz/l/0,cross/mNswUs5Eoxc.css?_nc_x=Ij3Wp8lg5Kz",HTTP/1.1,485,0,,200,OK,HTTP/1.1,0,text/css; charset=utf-8,,,581,36705,,,-1,-1,14,92,-1,-1,0,31.13.92.14,,107,value,
37,facebook,2019-10-11T19:33:35.327+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yp/r/QTs4IZYXXtO.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,80852,,,-1,-1,46,109,-1,-1,0,31.13.92.14,,156,value,
38,facebook,2019-10-11T19:33:35.380+03:00,GET,https://cx.atdmt.com/?f=AYxivptGVI9v3SpPU1LyfDzJoEsuR2QSEkgQYleNynUXWQzn80Ju68LVp8TBIGg_iG-bFFcInxOJGqk8X20Kd8Da&c=972695332&v=1&l=2,HTTP/1.1,509,0,,200,OK,HTTP/1.1,0,image/gif,,,538,42,,,0,3946,0,138,3926,26,0,31.13.92.2,,4112,value,
39,facebook,2019-10-11T19:33:37.201+03:00,GET,https://www.google.com/recaptcha/api.js,HTTP/1.1,423,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,465,,,0,3192,2,138,3161,0,0,216.58.205.228,,3334,,
40,facebook,2019-10-11T19:33:37.475+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iMww4/yx/l/he_IL/34kUFJtPTLh.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,598,347543,,,-1,-1,150,114,-1,-1,0,31.13.92.14,,266,value,
41,facebook,2019-10-11T19:33:37.476+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3iKo94/yX/l/he_IL/0cW48Pmuor8.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,17228,,,-1,-1,25,100,-1,-1,0,31.13.92.14,,126,value,
42,facebook,2019-10-11T19:33:37.476+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3/yO/r/itt5OggiRv_.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,461,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,595,697,,,-1,-1,0,113,-1,-1,0,31.13.92.14,,114,value,
43,facebook,2019-10-11T19:33:37.476+03:00,GET,https://static.xx.fbcdn.net/rsrc.php/v3ixyo4/y1/l/he_IL/G2Nq2g8nC8X.js?_nc_x=Ij3Wp8lg5Kz,HTTP/1.1,472,0,,200,OK,HTTP/1.1,0,application/x-javascript; charset=utf-8,,,597,38526,,,-1,-1,88,107,-1,-1,0,31.13.92.14,,195,value,
44,facebook,2019-10-11T19:33:38.716+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,468,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,0,1312,146,104,1283,27,0,172.217.22.35,,1592,,
45,facebook,2019-10-11T19:33:38.992+03:00,GET,https://www.google.com/recaptcha/api2/anchor?ar=1&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&co=aHR0cHM6Ly9mYnNieC5jb206NDQz&hl=en&v=xw1jR43fRSpRG88iDviKn3qM&size=normal&cb=ijv5hwu7bwac,HTTP/1.1,722,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,9414,,,-1,-1,17,112,-1,-1,0,216.58.205.228,,130,value,
46,facebook,2019-10-11T19:33:39.147+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,575,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,-1,-1,57,111,-1,-1,1,172.217.22.35,,170,,
47,facebook,2019-10-11T19:33:39.317+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,561,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,0,166,161,89,123,0,0,172.217.22.35,,417,,
48,facebook,2019-10-11T19:33:39.328+03:00,POST,https://www.facebook.com/ajax/bz,HTTP/1.1,590,4855,,200,OK,HTTP/1.1,0,"text/html; charset=""utf-8""",,,1309,0,,,-1,-1,0,181,-1,-1,1,31.13.92.36,,183,,
49,facebook,2019-10-11T19:33:39.597+03:00,GET,https://www.google.com/js/bg/46uvcNDEDiaE4mcemndHLMTFQXltTX9IRY9oY07I4l8.js,HTTP/1.1,553,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,5384,,,-1,-1,5,89,-1,-1,0,216.58.205.228,,95,,
50,facebook,2019-10-11T19:33:39.695+03:00,GET,https://www.google.com/recaptcha/api2/webworker.js?hl=en&v=xw1jR43fRSpRG88iDviKn3qM,HTTP/1.1,565,0,,200,OK,HTTP/1.1,0,text/javascript; charset=UTF-8,,,467,112,,,-1,-1,0,101,-1,-1,0,216.58.205.228,,102,value,
51,facebook,2019-10-11T19:33:39.746+03:00,GET,https://www.google.com/recaptcha/api2/bframe?hl=en&v=xw1jR43fRSpRG88iDviKn3qM&k=6Lc9qjcUAAAAADTnJq5kJMjN9aD1lxpRLMnCS2TR&cb=kyzhlzu345i2,HTTP/1.1,673,0,,200,OK,HTTP/1.1,0,text/html; charset=utf-8,,,708,1123,,,0,145,1,112,115,0,0,216.58.205.228,,260,value,
52,facebook,2019-10-11T19:33:39.825+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/recaptcha__en.js,HTTP/1.1,459,0,,200,OK,HTTP/1.1,0,text/javascript,,,514,92207,,,-1,-1,45,83,-1,-1,0,172.217.22.35,,129,,
53,facebook,2019-10-11T19:33:39.877+03:00,GET,https://www.gstatic.com/recaptcha/releases/xw1jR43fRSpRG88iDviKn3qM/styles__ltr.css,HTTP/1.1,526,0,,200,OK,HTTP/1.1,0,text/css,,,507,91705,,,-1,-1,41,91,-1,-1,0,172.217.22.35,,132,,
54,facebook,2019-10-11T19:33:40.047+03:00,GET,https://www.facebook.com/ajax/bootloader-endpoint/?modules=CSSFade&__user=0&__a=1&__dyn=7xe6FomK36Q5E5mWyWzEjy9uC1swgE98nwgU6C7UW3q327E2vwXx61rwf24o3Bw5VCwjE3awbG789U2NwlU5ufz81sbzo5-0me220qu0L8uw&__csr=&__req=2&__be=1&__pc=PHASED%3ADEFAULT&dpr=1&__rev=1001284089&__s=k77nrg%3An6mofd%3A830z1d&__hsi=6746588973245929290-0&__spin_r=1001284089&__spin_b=trunk&__spin_t=1570812653,HTTP/1.1,827,0,,0,,unknown,0,,,,-1,-1,,,-1,-1,0,0,-1,-1,0,31.13.92.36,,0,value,No response received
